,left,right,combine
0,"6>8@Wr[Ss!u]OQ*{? Mveyf(~%zdXa,}JT|IE^","R""+2h/)UDVFi.ACBqZ`cjP:;HY\b=gK<-9_k&0$wp'4L1mxto7N3ln5G#","6>8@Wr[Ss!u]OQ*{? Mveyf(~%zdXa,}JT|IE^R""+2h/)UDVFi.ACBqZ`cjP:;HY\b=gK<-9_k&0$wp'4L1mxto7N3ln5G#"
1,"R""+2h/)UDVFi.ACBqZ`cjP:;HY\b=",gK<-9_k&0$wp'4L1mxto7N3ln5G#,"R""+2h/)UDVFi.ACBqZ`cjP:;HY\b=gK<-9_k&0$wp'4L1mxto7N3ln5G#"
2,6>8@Wr[Ss!u]OQ*{? ,"Mveyf(~%zdXa,}JT|IE^","6>8@Wr[Ss!u]OQ*{? Mveyf(~%zdXa,}JT|IE^"
3,gK<-9_k&0$wp',4L1mxto7N3ln5G#,gK<-9_k&0$wp'4L1mxto7N3ln5G#
4,"R""+2h/)UDVFi.A",CBqZ`cjP:;HY\b=,"R""+2h/)UDVFi.ACBqZ`cjP:;HY\b="
5,Mveyf(~%zd,"Xa,}JT|IE^","Mveyf(~%zdXa,}JT|IE^"
6,6>8@Wr[,Ss!u]OQ*{? ,6>8@Wr[Ss!u]OQ*{? 
7,4L1mxt,o7N3ln5G#,4L1mxto7N3ln5G#
8,"R""+2h/",)UDVFi.A,"R""+2h/)UDVFi.A"
9,CBqZ`cjP:,;HY\b=,CBqZ`cjP:;HY\b=
10,gK<-9,_k&0$wp',gK<-9_k&0$wp'
11,"Xa,}J",T|IE^,"Xa,}JT|IE^"
12,Mveyf(,~%zd,Mveyf(~%zd
13,Ss!u],OQ*{? ,Ss!u]OQ*{? 
14,6>8,@Wr[,6>8@Wr[
15,o7N3,ln5G#,o7N3ln5G#
16,4L,1mxt,4L1mxt
17,_k&0,$wp',_k&0$wp'
18,)UD,VFi.A,)UDVFi.A
19,"R""+",2h/,"R""+2h/"
20,gK,<-9,gK<-9
21,;HY\,b=,;HY\b=
22,CBqZ`c,jP:,CBqZ`cjP:
23,T|,IE^,T|IE^
24,"Xa,",}J,"Xa,}J"
25,~%,zd,~%zd
26,Ss!,u],Ss!u]
27,OQ*{?, ,OQ*{? 
28,Mve,yf(,Mveyf(
29,@,Wr[,@Wr[
30,6>,8,6>8
31,1m,xt,1mxt
32,o7,N3,o7N3
33,ln5,G#,ln5G#
34,4,L,4L
35,<-,9,<-9
36,CBq,Z`c,CBqZ`c
37,g,K,gK
38,;HY,\,;HY\
39,j,P:,jP:
40,_k,&0,_k&0
41,$w,p',$wp'
42,b,=,b=
43,2,h/,2h/
44,R,"""+","R""+"
45,VF,i.A,VFi.A
46,)U,D,)UD
47,I,E^,IE^
48,z,d,zd
49,Xa,",","Xa,"
50,T,|,T|
51,},J,}J
52,~,%,~%
53,u,],u]
54,OQ*{,?,OQ*{?
55,Mv,e,Mve
56,yf,(,yf(
57,W,r[,Wr[
58,S,s!,Ss!
59,ln,5,ln5
60,G,#,G#
61,6,>,6>
62,o,7,o7
63,x,t,xt
64,1,m,1m
65,N,3,N3
66,"""",+,"""+"
67,),U,)U
68,_,k,_k
69,$,w,$w
70,Z`,c,Z`c
71,V,F,VF
72,h,/,h/
73,E,^,E^
74,i.,A,i.A
75,C,Bq,CBq
76,;,HY,;HY
77,p,',p'
78,P,:,P:
79,<,-,<-
80,&,0,&0
81,X,a,Xa
82,M,v,Mv
83,y,f,yf
84,s,!,s!
85,r,[,r[
86,OQ*,{,OQ*{
87,l,n,ln
88,B,q,Bq
89,i,.,i.
90,Z,`,Z`
91,H,Y,HY
92,O,Q*,OQ*
93,Q,*,Q*
