,left,right,combine
0,"^|taD)7mc& YuzU(""%82vp,Rd5>iACK#rk*TN{",O?'`S-j[FZ}PnX!qH=G/\Mx.gyeL:B;@b6hV~<QlJI4W]w$+9o13f_0Es,"^|taD)7mc& YuzU(""%82vp,Rd5>iACK#rk*TN{O?'`S-j[FZ}PnX!qH=G/\Mx.gyeL:B;@b6hV~<QlJI4W]w$+9o13f_0Es"
1,O?'`S-j[FZ}PnX!qH=G/\Mx.,gyeL:B;@b6hV~<QlJI4W]w$+9o13f_0Es,O?'`S-j[FZ}PnX!qH=G/\Mx.gyeL:B;@b6hV~<QlJI4W]w$+9o13f_0Es
2,"^|taD)7mc& YuzU(""%","82vp,Rd5>iACK#rk*TN{","^|taD)7mc& YuzU(""%82vp,Rd5>iACK#rk*TN{"
3,gyeL:B;@b6hV~<QlJI,4W]w$+9o13f_0Es,gyeL:B;@b6hV~<QlJI4W]w$+9o13f_0Es
4,O?'`S-j[FZ}P,nX!qH=G/\Mx.,O?'`S-j[FZ}PnX!qH=G/\Mx.
5,"82vp,Rd5>",iACK#rk*TN{,"82vp,Rd5>iACK#rk*TN{"
6,^|taD)7m,"c& YuzU(""%","^|taD)7mc& YuzU(""%"
7,4W]w$+9o1,3f_0Es,4W]w$+9o13f_0Es
8,gyeL:B;@b6h,V~<QlJI,gyeL:B;@b6hV~<QlJI
9,nX!qH=,G/\Mx.,nX!qH=G/\Mx.
10,O?'`,S-j[FZ}P,O?'`S-j[FZ}P
11,iACK#r,k*TN{,iACK#rk*TN{
12,"82vp,",Rd5>,"82vp,Rd5>"
13,c& ,"YuzU(""%","c& YuzU(""%"
14,^|ta,D)7m,^|taD)7m
15,3f,_0Es,3f_0Es
16,4W]w$+,9o1,4W]w$+9o1
17,V~<Q,lJI,V~<QlJI
18,gyeL,:B;@b6h,gyeL:B;@b6h
19,G/\,Mx.,G/\Mx.
20,nX!,qH=,nX!qH=
21,S-j[,FZ}P,S-j[FZ}P
22,O?,'`,O?'`
23,k*T,N{,k*TN{
24,iAC,K#r,iACK#r
25,Yu,"zU(""%","YuzU(""%"
26,82,"vp,","82vp,"
27,Rd,5>,Rd5>
28,c&, ,c& 
29,D),7m,D)7m
30,_0,Es,_0Es
31,^|,ta,^|ta
32,3,f,3f
33,9,o1,9o1
34,M,x.,Mx.
35,gy,eL,gyeL
36,4W],w$+,4W]w$+
37,l,JI,lJI
38,:B;@b,6h,:B;@b6h
39,V~,<Q,V~<Q
40,G,/\,G/\
41,q,H=,qH=
42,FZ,}P,FZ}P
43,S-,j[,S-j[
44,n,X!,nX!
45,',`,'`
46,O,?,O?
47,N,{,N{
48,Y,u,Yu
49,K,#r,K#r
50,8,2,82
51,zU,"(""%","zU(""%"
52,v,"p,","vp,"
53,k*,T,k*T
54,R,d,Rd
55,i,AC,iAC
56,5,>,5>
57,c,&,c&
58,_,0,_0
59,^,|,^|
60,7,m,7m
61,t,a,ta
62,D,),D)
63,E,s,Es
64,o,1,o1
65,4,W],4W]
66,x,.,x.
67,J,I,JI
68,g,y,gy
69,V,~,V~
70,<,Q,<Q
71,:B;@,b,:B;@b
72,6,h,6h
73,e,L,eL
74,/,\,/\
75,w$,+,w$+
76,H,=,H=
77,},P,}P
78,S,-,S-
79,F,Z,FZ
80,j,[,j[
81,X,!,X!
82,#,r,#r
83,A,C,AC
84,z,U,zU
85,p,",","p,"
86,k,*,k*
87,(,"""%","(""%"
88,w,$,w$
89,W,],W]
90,:B;,@,:B;@
91,"""",%,"""%"
92,:,B;,:B;
93,B,;,B;
