,left,right,combine
0,WG{cB>/z0d)^*lyE#+_`mQK4rtapOS;V~AP'kXT<=,"3ZCi[? u(R1hb""s%!7Hv}o|&.F6Nw9$5Uj-Lf]JI2n@:qeMx\,gYD8","WG{cB>/z0d)^*lyE#+_`mQK4rtapOS;V~AP'kXT<=3ZCi[? u(R1hb""s%!7Hv}o|&.F6Nw9$5Uj-Lf]JI2n@:qeMx\,gYD8"
1,"3ZCi[? u(R1hb""s%!7Hv}","o|&.F6Nw9$5Uj-Lf]JI2n@:qeMx\,gYD8","3ZCi[? u(R1hb""s%!7Hv}o|&.F6Nw9$5Uj-Lf]JI2n@:qeMx\,gYD8"
2,WG{cB>/z0d)^*lyE#+,_`mQK4rtapOS;V~AP'kXT<=,WG{cB>/z0d)^*lyE#+_`mQK4rtapOS;V~AP'kXT<=
3,o|&.F6Nw9$5Uj-,"Lf]JI2n@:qeMx\,gYD8","o|&.F6Nw9$5Uj-Lf]JI2n@:qeMx\,gYD8"
4,3ZCi[? u(,"R1hb""s%!7Hv}","3ZCi[? u(R1hb""s%!7Hv}"
5,_`mQK4rtapO,S;V~AP'kXT<=,_`mQK4rtapOS;V~AP'kXT<=
6,WG{cB>/z0d,)^*lyE#+,WG{cB>/z0d)^*lyE#+
7,Lf]JI2n@:qeM,"x\,gYD8","Lf]JI2n@:qeMx\,gYD8"
8,"R1hb""s%",!7Hv},"R1hb""s%!7Hv}"
9,o|&.F6,Nw9$5Uj-,o|&.F6Nw9$5Uj-
10,3ZCi[?, u(,3ZCi[? u(
11,S;V~AP',kXT<=,S;V~AP'kXT<=
12,_`mQK4,rtapO,_`mQK4rtapO
13,)^*l,yE#+,)^*lyE#+
14,WG{cB>,/z0d,WG{cB>/z0d
15,Lf]J,I2n@:qeM,Lf]JI2n@:qeM
16,"x\,",gYD8,"x\,gYD8"
17,o|&,.F6,o|&.F6
18,!7,Hv},!7Hv}
19,R1h,"b""s%","R1hb""s%"
20,Nw9$5,Uj-,Nw9$5Uj-
21, ,u(, u(
22,3ZC,i[?,3ZCi[?
23,S;V~A,P',S;V~AP'
24,kXT,<=,kXT<=
25,rta,pO,rtapO
26,_`,mQK4,_`mQK4
27,)^,*l,)^*l
28,yE,#+,yE#+
29,/z0,d,/z0d
30,gY,D8,gYD8
31,WG,{cB>,WG{cB>
32,I2n,@:qeM,I2n@:qeM
33,Lf,]J,Lf]J
34,x\,",","x\,"
35,Nw9,$5,Nw9$5
36,Hv,},Hv}
37,U,j-,Uj-
38,R,1h,R1h
39,!,7,!7
40,"b""",s%,"b""s%"
41,o,|&,o|&
42,.F,6,.F6
43,u,(,u(
44,i[,?,i[?
45,<,=,<=
46,p,O,pO
47,P,',P'
48,rt,a,rta
49,3Z,C,3ZC
50,kX,T,kXT
51,S;,V~A,S;V~A
52,mQ,K4,mQK4
53,y,E,yE
54,),^,)^
55,_,`,_`
56,#,+,#+
57,*,l,*l
58,/z,0,/z0
59,x,\,x\
60,D,8,D8
61,L,f,Lf
62,W,G,WG
63,@:,qeM,@:qeM
64,I,2n,I2n
65,{c,B>,{cB>
66,],J,]J
67,g,Y,gY
68,|,&,|&
69,s,%,s%
70,.,F,.F
71,j,-,j-
72,Nw,9,Nw9
73,b,"""","b"""
74,H,v,Hv
75,1,h,1h
76,$,5,$5
77,3,Z,3Z
78,V~,A,V~A
79,K,4,K4
80,k,X,kX
81,r,t,rt
82,m,Q,mQ
83,S,;,S;
84,i,[,i[
85,qe,M,qeM
86,{,c,{c
87,2,n,2n
88,@,:,@:
89,B,>,B>
90,/,z,/z
91,N,w,Nw
92,V,~,V~
93,q,e,qe
