,left,right,combine
0,DEGSrLZ`x<R*OFCJmV2aA(g85$/ @X,"N_w9e""!{)oq}+il7#HP^'Q[K0b|;~4\zks&Ufu>=,tyc?]YpT13:Wvj6d.-MBI%hn","DEGSrLZ`x<R*OFCJmV2aA(g85$/ @XN_w9e""!{)oq}+il7#HP^'Q[K0b|;~4\zks&Ufu>=,tyc?]YpT13:Wvj6d.-MBI%hn"
1,"N_w9e""!{)oq}+il7#HP^'Q[K0","b|;~4\zks&Ufu>=,tyc?]YpT13:Wvj6d.-MBI%hn","N_w9e""!{)oq}+il7#HP^'Q[K0b|;~4\zks&Ufu>=,tyc?]YpT13:Wvj6d.-MBI%hn"
2,DEGSrLZ`x<R*O,FCJmV2aA(g85$/ @X,DEGSrLZ`x<R*OFCJmV2aA(g85$/ @X
3,"b|;~4\zks&Ufu>=,tyc?",]YpT13:Wvj6d.-MBI%hn,"b|;~4\zks&Ufu>=,tyc?]YpT13:Wvj6d.-MBI%hn"
4,"N_w9e""!{)oq}+i",l7#HP^'Q[K0,"N_w9e""!{)oq}+il7#HP^'Q[K0"
5,FCJmV2aA(,g85$/ @X,FCJmV2aA(g85$/ @X
6,DEGSrLZ`,x<R*O,DEGSrLZ`x<R*O
7,b|;~4\zks&Uf,"u>=,tyc?","b|;~4\zks&Ufu>=,tyc?"
8,]YpT13:Wvj,6d.-MBI%hn,]YpT13:Wvj6d.-MBI%hn
9,l7#HP,^'Q[K0,l7#HP^'Q[K0
10,"N_w9e""",!{)oq}+i,"N_w9e""!{)oq}+i"
11,g85,$/ @X,g85$/ @X
12,FCJmV,2aA(,FCJmV2aA(
13,x<,R*O,x<R*O
14,]YpT,13:Wvj,]YpT13:Wvj
15,6d.-M,BI%hn,6d.-MBI%hn
16,b|;~4,\zks&Uf,b|;~4\zks&Uf
17,"u>=,",tyc?,"u>=,tyc?"
18,DEGSr,LZ`,DEGSrLZ`
19,^',Q[K0,^'Q[K0
20,l7,#HP,l7#HP
21,$/, @X,$/ @X
22,N_,"w9e""","N_w9e"""
23,!{)o,q}+i,!{)oq}+i
24,2a,A(,2aA(
25,g,85,g85
26,FC,JmV,FCJmV
27,R,*O,R*O
28,x,<,x<
29,u,">=,","u>=,"
30,DEGS,r,DEGSr
31,L,Z`,LZ`
32,ty,c?,tyc?
33,b|,;~4,b|;~4
34,],YpT,]YpT
35,13,:Wvj,13:Wvj
36,B,I%hn,BI%hn
37,\zks&,Uf,\zks&Uf
38,6d.-,M,6d.-M
39,Q,[K0,Q[K0
40,#,HP,#HP
41,^,',^'
42,q},+i,q}+i
43, ,@X, @X
44,$,/,$/
45,N,_,N_
46,w9,"e""","w9e"""
47,!{,)o,!{)o
48,l,7,l7
49,Jm,V,JmV
50,*,O,*O
51,2,a,2a
52,A,(,A(
53,F,C,FC
54,8,5,85
55,\zks,&,\zks&
56,6,d.-,6d.-
57,[K,0,[K0
58,t,y,ty
59,:Wv,j,:Wvj
60,1,3,13
61,;,~4,;~4
62,I%,hn,I%hn
63,U,f,Uf
64,Yp,T,YpT
65,Z,`,Z`
66,c,?,c?
67,>,"=,",">=,"
68,DEG,S,DEGS
69,b,|,b|
70,H,P,HP
71,),o,)o
72,w,9,w9
73,e,"""","e"""
74,@,X,@X
75,!,{,!{
76,q,},q}
77,+,i,+i
78,J,m,Jm
79,~,4,~4
80,=,",","=,"
81,D,EG,DEG
82,h,n,hn
83,I,%,I%
84,[,K,[K
85,Y,p,Yp
86,d.,-,d.-
87,:W,v,:Wv
88,\z,ks,\zks
89,\,z,\z
90,E,G,EG
91,d,.,d.
92,:,W,:W
93,k,s,ks
