,left,right,combine
0,8oZre6]-(zRjw2^A=<;.yV)*T/s&[q0`,"'ESCI+1b|!$@h>JDHv4P~ 3Yt\Mx79_,dlN#BQcg:O}{nXk%UuGaFmK?pf5W""iL","8oZre6]-(zRjw2^A=<;.yV)*T/s&[q0`'ESCI+1b|!$@h>JDHv4P~ 3Yt\Mx79_,dlN#BQcg:O}{nXk%UuGaFmK?pf5W""iL"
1,'ESCI+1b|!$@h>JDHv4P~ ,"3Yt\Mx79_,dlN#BQcg:O}{nXk%UuGaFmK?pf5W""iL","'ESCI+1b|!$@h>JDHv4P~ 3Yt\Mx79_,dlN#BQcg:O}{nXk%UuGaFmK?pf5W""iL"
2,8oZre6]-(zRjw,2^A=<;.yV)*T/s&[q0`,8oZre6]-(zRjw2^A=<;.yV)*T/s&[q0`
3,"3Yt\Mx79_,dlN#BQcg:O}","{nXk%UuGaFmK?pf5W""iL","3Yt\Mx79_,dlN#BQcg:O}{nXk%UuGaFmK?pf5W""iL"
4,'ESCI+1b|!$,@h>JDHv4P~ ,'ESCI+1b|!$@h>JDHv4P~ 
5,2^A=<;.yV,)*T/s&[q0`,2^A=<;.yV)*T/s&[q0`
6,8oZre6,]-(zRjw,8oZre6]-(zRjw
7,"3Yt\Mx79_,",dlN#BQcg:O},"3Yt\Mx79_,dlN#BQcg:O}"
8,{nXk%UuGaF,"mK?pf5W""iL","{nXk%UuGaFmK?pf5W""iL"
9,@h>JDH,v4P~ ,@h>JDHv4P~ 
10,)*T/s,&[q0`,)*T/s&[q0`
11,'ESC,I+1b|!$,'ESCI+1b|!$
12,2^A=,<;.yV,2^A=<;.yV
13,]-(,zRjw,]-(zRjw
14,8o,Zre6,8oZre6
15,{nXk%,UuGaF,{nXk%UuGaF
16,mK?p,"f5W""iL","mK?pf5W""iL"
17,3Yt\Mx7,"9_,","3Yt\Mx79_,"
18,dlN#BQ,cg:O},dlN#BQcg:O}
19,v4P,~ ,v4P~ 
20,)*,T/s,)*T/s
21,&[q,0`,&[q0`
22,@h,>JDH,@h>JDH
23,I+1b,|!$,I+1b|!$
24,'E,SC,'ESC
25,<;,.yV,<;.yV
26,zR,jw,zRjw
27,2^,A=,2^A=
28,]-,(,]-(
29,Zr,e6,Zre6
30,8,o,8o
31,Uu,GaF,UuGaF
32,{nX,k%,{nXk%
33,"f5W""",iL,"f5W""iL"
34,mK,?p,mK?p
35,3Yt,\Mx7,3Yt\Mx7
36,cg,:O},cg:O}
37,dl,N#BQ,dlN#BQ
38,9_,",","9_,"
39,~, ,~ 
40,v,4P,v4P
41,>J,DH,>JDH
42,|,!$,|!$
43,0,`,0`
44,S,C,SC
45,&[,q,&[q
46,',E,'E
47,T,/s,T/s
48,),*,)*
49,I+,1b,I+1b
50,@,h,@h
51,.,yV,.yV
52,z,R,zR
53,j,w,jw
54,A,=,A=
55,<,;,<;
56,Z,r,Zr
57,2,^,2^
58,e,6,e6
59,],-,]-
60,\Mx,7,\Mx7
61,Ga,F,GaF
62,?,p,?p
63,9,_,9_
64,k,%,k%
65,d,l,dl
66,f5,"W""","f5W"""
67,i,L,iL
68,3Y,t,3Yt
69,{n,X,{nX
70,c,g,cg
71,U,u,Uu
72,m,K,mK
73,N#B,Q,N#BQ
74,:O,},:O}
75,4,P,4P
76,&,[,&[
77,y,V,yV
78,D,H,DH
79,>,J,>J
80,I,+,I+
81,/,s,/s
82,!,$,!$
83,1,b,1b
84,{,n,{n
85,3,Y,3Y
86,G,a,Ga
87,f,5,f5
88,:,O,:O
89,N,#B,N#B
90,W,"""","W"""
91,\M,x,\Mx
92,\,M,\M
93,#,B,#B
