,left,right,combine
0,"AavnpS7k(m] %Ff9)^{jRN<iP~;:o""_L3cZKJ>C|yQ2GH=O5&","Dge8tb6$+X*TVz1dI['0-.W\?}Mu4EYql@!r,/xUh`ws#B","AavnpS7k(m] %Ff9)^{jRN<iP~;:o""_L3cZKJ>C|yQ2GH=O5&Dge8tb6$+X*TVz1dI['0-.W\?}Mu4EYql@!r,/xUh`ws#B"
1,Dge8tb6$+X*TVz1dI,"['0-.W\?}Mu4EYql@!r,/xUh`ws#B","Dge8tb6$+X*TVz1dI['0-.W\?}Mu4EYql@!r,/xUh`ws#B"
2,AavnpS7k(m] %Ff9)^{jRN<i,"P~;:o""_L3cZKJ>C|yQ2GH=O5&","AavnpS7k(m] %Ff9)^{jRN<iP~;:o""_L3cZKJ>C|yQ2GH=O5&"
3,['0-.W\?}Mu4EYql,"@!r,/xUh`ws#B","['0-.W\?}Mu4EYql@!r,/xUh`ws#B"
4,Dge8tb6$+,X*TVz1dI,Dge8tb6$+X*TVz1dI
5,AavnpS7k(m] %,Ff9)^{jRN<i,AavnpS7k(m] %Ff9)^{jRN<i
6,"P~;:o""_L3",cZKJ>C|yQ2GH=O5&,"P~;:o""_L3cZKJ>C|yQ2GH=O5&"
7,"@!r,/xUh",`ws#B,"@!r,/xUh`ws#B"
8,['0-.W\?,}Mu4EYql,['0-.W\?}Mu4EYql
9,X*TV,z1dI,X*TVz1dI
10,Dge8,tb6$+,Dge8tb6$+
11,"P~;:o""",_L3,"P~;:o""_L3"
12,cZKJ>C|,yQ2GH=O5&,cZKJ>C|yQ2GH=O5&
13,AavnpS7,k(m] %,AavnpS7k(m] %
14,Ff9)^{,jRN<i,Ff9)^{jRN<i
15,`ws,#B,`ws#B
16,['0-.,W\?,['0-.W\?
17,}Mu4,EYql,}Mu4EYql
18,"@!r,",/xUh,"@!r,/xUh"
19,z,1dI,z1dI
20,X*,TV,X*TV
21,tb,6$+,tb6$+
22,Aavn,pS7,AavnpS7
23,yQ2GH,=O5&,yQ2GH=O5&
24,P,"~;:o""","P~;:o"""
25,jRN<,i,jRN<i
26,_,L3,_L3
27,Dg,e8,Dge8
28,cZKJ,>C|,cZKJ>C|
29,k(m] ,%,k(m] %
30,Ff9),^{,Ff9)^{
31,#,B,#B
32,W\,?,W\?
33,}M,u4,}Mu4
34,@!,"r,","@!r,"
35,1,dI,1dI
36,EY,ql,EYql
37,[,'0-.,['0-.
38,`,ws,`ws
39,/x,Uh,/xUh
40,X,*,X*
41,6,$+,6$+
42,T,V,TV
43,t,b,tb
44,F,f9),Ff9)
45,=O,5&,=O5&
46,~;:,"o""","~;:o"""
47,Aav,n,Aavn
48,k(m,] ,k(m] 
49,^,{,^{
50,y,Q2GH,yQ2GH
51,e,8,e8
52,jR,N<,jRN<
53,>,C|,>C|
54,D,g,Dg
55,pS,7,pS7
56,cZ,KJ,cZKJ
57,L,3,L3
58,/,x,/x
59,'0-,.,'0-.
60,@,!,@!
61,q,l,ql
62,d,I,dI
63,w,s,ws
64,r,",","r,"
65,E,Y,EY
66,},M,}M
67,U,h,Uh
68,W,\,W\
69,u,4,u4
70,$,+,$+
71,N,<,N<
72,5,&,5&
73,c,Z,cZ
74,A,av,Aav
75,~;,:,~;:
76,=,O,=O
77,], ,] 
78,j,R,jR
79,Q2,GH,Q2GH
80,k(,m,k(m
81,o,"""","o"""
82,K,J,KJ
83,p,S,pS
84,f9,),f9)
85,C,|,C|
86,',0-,'0-
87,0,-,0-
88,G,H,GH
89,a,v,av
90,Q,2,Q2
91,k,(,k(
92,~,;,~;
93,f,9,f9
