,left,right,combine
0,+.>KW4D`nYH&qRv@^p)Z?b/ B:G0ftmg,"_rs;N*[j=O""oe362lE\x$,X'-Myd~|9]CQL!}wFJaV7<{IP%kUz51h8#SA(uTic","+.>KW4D`nYH&qRv@^p)Z?b/ B:G0ftmg_rs;N*[j=O""oe362lE\x$,X'-Myd~|9]CQL!}wFJaV7<{IP%kUz51h8#SA(uTic"
1,"_rs;N*[j=O""oe362lE\x$,X",'-Myd~|9]CQL!}wFJaV7<{IP%kUz51h8#SA(uTic,"_rs;N*[j=O""oe362lE\x$,X'-Myd~|9]CQL!}wFJaV7<{IP%kUz51h8#SA(uTic"
2,+.>KW4D`nYH&qRv,@^p)Z?b/ B:G0ftmg,+.>KW4D`nYH&qRv@^p)Z?b/ B:G0ftmg
3,'-Myd~|9]CQL!}wFJ,aV7<{IP%kUz51h8#SA(uTic,'-Myd~|9]CQL!}wFJaV7<{IP%kUz51h8#SA(uTic
4,"_rs;N*[j=O""o","e362lE\x$,X","_rs;N*[j=O""oe362lE\x$,X"
5,@^p)Z?b,/ B:G0ftmg,@^p)Z?b/ B:G0ftmg
6,+.>KW4,D`nYH&qRv,+.>KW4D`nYH&qRv
7,aV7<{IP%kU,z51h8#SA(uTic,aV7<{IP%kUz51h8#SA(uTic
8,'-Myd,~|9]CQL!}wFJ,'-Myd~|9]CQL!}wFJ
9,e362lE\,"x$,X","e362lE\x$,X"
10,_rs;N*,"[j=O""o","_rs;N*[j=O""o"
11,/ B:,G0ftmg,/ B:G0ftmg
12,D`nY,H&qRv,D`nYH&qRv
13,@^p,)Z?b,@^p)Z?b
14,+.,>KW4,+.>KW4
15,~|9]CQL!,}wFJ,~|9]CQL!}wFJ
16,aV7<,{IP%kU,aV7<{IP%kU
17,z51h8,#SA(uTic,z51h8#SA(uTic
18,x$,",X","x$,X"
19,'-,Myd,'-Myd
20,e362,lE\,e362lE\
21,G0f,tmg,G0ftmg
22,_r,s;N*,_rs;N*
23,[j=O,"""o","[j=O""o"
24,/ ,B:,/ B:
25,@,^p,@^p
26,)Z,?b,)Z?b
27,H&,qRv,H&qRv
28,D`,nY,D`nY
29,>K,W4,>KW4
30,+,.,+.
31,z,51h8,z51h8
32,#S,A(uTic,#SA(uTic
33,~|9],CQL!,~|9]CQL!
34,{,IP%kU,{IP%kU
35,aV,7<,aV7<
36,}w,FJ,}wFJ
37,x,$,x$
38,',-,'-
39,M,yd,Myd
40,",",X,",X"
41,lE,\,lE\
42,B,:,B:
43,_,r,_r
44,e3,62,e362
45,s;,N*,s;N*
46,[j,=O,[j=O
47,"""",o,"""o"
48,G,0f,G0f
49,tm,g,tmg
50,?,b,?b
51,H,&,H&
52,D,`,D`
53,/, ,/ 
54,^,p,^p
55,qR,v,qRv
56,W,4,W4
57,),Z,)Z
58,n,Y,nY
59,>,K,>K
60,a,V,aV
61,51,h8,51h8
62,A(u,Tic,A(uTic
63,},w,}w
64,CQ,L!,CQL!
65,#,S,#S
66,IP%k,U,IP%kU
67,F,J,FJ
68,7,<,7<
69,~|9,],~|9]
70,y,d,yd
71,t,m,tm
72,[,j,[j
73,=,O,=O
74,6,2,62
75,0,f,0f
76,N,*,N*
77,l,E,lE
78,e,3,e3
79,s,;,s;
80,q,R,qR
81,h,8,h8
82,5,1,51
83,C,Q,CQ
84,L,!,L!
85,IP,%k,IP%k
86,~,|9,~|9
87,A(,u,A(u
88,Ti,c,Tic
89,T,i,Ti
90,I,P,IP
91,%,k,%k
92,A,(,A(
93,|,9,|9
