,left,right,combine
0,kYgJ;a&'Vw>c#=v)49/m*oTAKn28SfGtX$~z!3`,"rI%MBE?Wuq""j-h^<_{RFO:6D ,iybZ]C.7(}\pPxQl|s[@d10NULe+H5","kYgJ;a&'Vw>c#=v)49/m*oTAKn28SfGtX$~z!3`rI%MBE?Wuq""j-h^<_{RFO:6D ,iybZ]C.7(}\pPxQl|s[@d10NULe+H5"
1,"rI%MBE?Wuq""j-h^<_{RFO:6D"," ,iybZ]C.7(}\pPxQl|s[@d10NULe+H5","rI%MBE?Wuq""j-h^<_{RFO:6D ,iybZ]C.7(}\pPxQl|s[@d10NULe+H5"
2,kYgJ;a&'Vw>c#=v)49/,m*oTAKn28SfGtX$~z!3`,kYgJ;a&'Vw>c#=v)49/m*oTAKn28SfGtX$~z!3`
3," ,iybZ]C.7(}\p",PxQl|s[@d10NULe+H5," ,iybZ]C.7(}\pPxQl|s[@d10NULe+H5"
4,"rI%MBE?Wuq""",j-h^<_{RFO:6D,"rI%MBE?Wuq""j-h^<_{RFO:6D"
5,m*oTAKn28S,fGtX$~z!3`,m*oTAKn28SfGtX$~z!3`
6,kYgJ;a&',Vw>c#=v)49/,kYgJ;a&'Vw>c#=v)49/
7,PxQl|s[@d,10NULe+H5,PxQl|s[@d10NULe+H5
8," ,iybZ]C",.7(}\p," ,iybZ]C.7(}\p"
9,j-h^<_{,RFO:6D,j-h^<_{RFO:6D
10,rI%MB,"E?Wuq""","rI%MBE?Wuq"""
11,fGtX,$~z!3`,fGtX$~z!3`
12,m*oTA,Kn28S,m*oTAKn28S
13,Vw>,c#=v)49/,Vw>c#=v)49/
14,10NUL,e+H5,10NULe+H5
15,kYgJ,;a&',kYgJ;a&'
16,PxQl|,s[@d,PxQl|s[@d
17,.7,(}\p,.7(}\p
18," ,i",ybZ]C," ,iybZ]C"
19,RFO,:6D,RFO:6D
20,j-h^,<_{,j-h^<_{
21,rI%,MB,rI%MB
22,E?,"Wuq""","E?Wuq"""
23,$~z,!3`,$~z!3`
24,fG,tX,fGtX
25,c#=v)4,9/,c#=v)49/
26,Kn2,8S,Kn28S
27,m*o,TA,m*oTA
28,Vw,>,Vw>
29,10,NUL,10NUL
30,e+,H5,e+H5
31,kY,gJ,kYgJ
32,;a,&',;a&'
33,s[,@d,s[@d
34,Px,Ql|,PxQl|
35,(},\p,(}\p
36,.,7,.7
37,yb,Z]C,ybZ]C
38, ,",i"," ,i"
39,:,6D,:6D
40,R,FO,RFO
41,<_,{,<_{
42,Wu,"q""","Wuq"""
43,j-h,^,j-h^
44,!,3`,!3`
45,M,B,MB
46,E,?,E?
47,rI,%,rI%
48,$,~z,$~z
49,f,G,fG
50,t,X,tX
51,K,n2,Kn2
52,9,/,9/
53,m,*o,m*o
54,T,A,TA
55,c#=v,)4,c#=v)4
56,8,S,8S
57,1,0,10
58,NU,L,NUL
59,&,',&'
60,g,J,gJ
61,V,w,Vw
62,e,+,e+
63,H,5,H5
64,k,Y,kY
65,;,a,;a
66,@,d,@d
67,\,p,\p
68,(,},(}
69,Ql,|,Ql|
70,P,x,Px
71,s,[,s[
72,y,b,yb
73,6,D,6D
74,Z],C,Z]C
75,",",i,",i"
76,F,O,FO
77,3,`,3`
78,W,u,Wu
79,q,"""","q"""
80,j-,h,j-h
81,~,z,~z
82,<,_,<_
83,r,I,rI
84,n,2,n2
85,),4,)4
86,c#=,v,c#=v
87,*,o,*o
88,N,U,NU
89,Q,l,Ql
90,Z,],Z]
91,j,-,j-
92,c,#=,c#=
93,#,=,#=
