,left,right,combine
0,"uqe1va""FDX-t+lA4?m8#T2jRx6\Y&%}rGW{","'B;0zZNJ!~S/E _5Mp,hoO=:|V(KI9fP.HQ$`dscbwy[nU<g>7)*i]@Ck^3L","uqe1va""FDX-t+lA4?m8#T2jRx6\Y&%}rGW{'B;0zZNJ!~S/E _5Mp,hoO=:|V(KI9fP.HQ$`dscbwy[nU<g>7)*i]@Ck^3L"
1,"'B;0zZNJ!~S/E _5Mp,hoO=:|V(",KI9fP.HQ$`dscbwy[nU<g>7)*i]@Ck^3L,"'B;0zZNJ!~S/E _5Mp,hoO=:|V(KI9fP.HQ$`dscbwy[nU<g>7)*i]@Ck^3L"
2,"uqe1va""FDX-t+lA4?m",8#T2jRx6\Y&%}rGW{,"uqe1va""FDX-t+lA4?m8#T2jRx6\Y&%}rGW{"
3,KI9fP.HQ$`dsc,bwy[nU<g>7)*i]@Ck^3L,KI9fP.HQ$`dscbwy[nU<g>7)*i]@Ck^3L
4,'B;0zZNJ!~S/E ,"_5Mp,hoO=:|V(","'B;0zZNJ!~S/E _5Mp,hoO=:|V("
5,8#T2jRx6\,Y&%}rGW{,8#T2jRx6\Y&%}rGW{
6,"uqe1va""FD",X-t+lA4?m,"uqe1va""FDX-t+lA4?m"
7,bwy[nU<g,>7)*i]@Ck^3L,bwy[nU<g>7)*i]@Ck^3L
8,KI9fP,.HQ$`dsc,KI9fP.HQ$`dsc
9,"_5Mp,ho",O=:|V(,"_5Mp,hoO=:|V("
10,'B;0z,ZNJ!~S/E ,'B;0zZNJ!~S/E 
11,Y&%},rGW{,Y&%}rGW{
12,8#T2j,Rx6\,8#T2jRx6\
13,uqe1,"va""FD","uqe1va""FD"
14,X-t+l,A4?m,X-t+lA4?m
15,>7)*,i]@Ck^3L,>7)*i]@Ck^3L
16,.HQ$,`dsc,.HQ$`dsc
17,bwy[,nU<g,bwy[nU<g
18,KI,9fP,KI9fP
19,O=,:|V(,O=:|V(
20,ZNJ!~,S/E ,ZNJ!~S/E 
21,_5Mp,",ho","_5Mp,ho"
22,'B;,0z,'B;0z
23,Y&,%},Y&%}
24,rG,W{,rGW{
25,Rx,6\,Rx6\
26,8#,T2j,8#T2j
27,va,"""FD","va""FD"
28,uq,e1,uqe1
29,A4,?m,A4?m
30,i]@,Ck^3L,i]@Ck^3L
31,X-,t+l,X-t+l
32,>,7)*,>7)*
33,.H,Q$,.HQ$
34,`d,sc,`dsc
35,bw,y[,bwy[
36,9f,P,9fP
37,nU,<g,nU<g
38,:|V,(,:|V(
39,K,I,KI
40,O,=,O=
41,0,z,0z
42,",",ho,",ho"
43,S/E, ,S/E 
44,ZNJ,!~,ZNJ!~
45,_5,Mp,_5Mp
46,',B;,'B;
47,Y,&,Y&
48,r,G,rG
49,W,{,W{
50,%,},%}
51,6,\,6\
52,R,x,Rx
53,"""F",D,"""FD"
54,T,2j,T2j
55,i,]@,i]@
56,v,a,va
57,A,4,A4
58,X,-,X-
59,C,k^3L,Ck^3L
60,u,q,uq
61,?,m,?m
62,e,1,e1
63,8,#,8#
64,7,)*,7)*
65,t+,l,t+l
66,9,f,9f
67,`,d,`d
68,s,c,sc
69,Q,$,Q$
70,b,w,bw
71,n,U,nU
72,.,H,.H
73,<,g,<g
74,y,[,y[
75,:|,V,:|V
76,ZN,J,ZNJ
77,S/,E,S/E
78,h,o,ho
79,!,~,!~
80,M,p,Mp
81,_,5,_5
82,B,;,B;
83,k^3,L,k^3L
84,],@,]@
85,),*,)*
86,t,+,t+
87,"""",F,"""F"
88,2,j,2j
89,:,|,:|
90,S,/,S/
91,Z,N,ZN
92,k,^3,k^3
93,^,3,^3
