,left,right,combine
0,"3-;FJMlZ0nXjpBHs\+c"":k$YuGEb6IR{'`y_h|2","(&S#TOvwVU=A~*qKd/N z754)?xQLt@g81!Wfm].,9CD}oai>P^[re<%","3-;FJMlZ0nXjpBHs\+c"":k$YuGEb6IR{'`y_h|2(&S#TOvwVU=A~*qKd/N z754)?xQLt@g81!Wfm].,9CD}oai>P^[re<%"
1,(&S#TOvwVU=A~*qKd/N z754,")?xQLt@g81!Wfm].,9CD}oai>P^[re<%","(&S#TOvwVU=A~*qKd/N z754)?xQLt@g81!Wfm].,9CD}oai>P^[re<%"
2,"3-;FJMlZ0nXjpBHs\+c"":k$",YuGEb6IR{'`y_h|2,"3-;FJMlZ0nXjpBHs\+c"":k$YuGEb6IR{'`y_h|2"
3,)?xQLt@g81!Wfm,"].,9CD}oai>P^[re<%",")?xQLt@g81!Wfm].,9CD}oai>P^[re<%"
4,(&S#TOvwVU=A~*,qKd/N z754,(&S#TOvwVU=A~*qKd/N z754
5,YuGEb6IR,{'`y_h|2,YuGEb6IR{'`y_h|2
6,3-;FJMlZ0nXj,"pBHs\+c"":k$","3-;FJMlZ0nXjpBHs\+c"":k$"
7,"].,9CD",}oai>P^[re<%,"].,9CD}oai>P^[re<%"
8,)?xQLt@g,81!Wfm,)?xQLt@g81!Wfm
9,qKd/,N z754,qKd/N z754
10,(&S#TOvw,VU=A~*,(&S#TOvwVU=A~*
11,{'`y,_h|2,{'`y_h|2
12,YuGE,b6IR,YuGEb6IR
13,pBHs\+c,""":k$","pBHs\+c"":k$"
14,}oai>P,^[re<%,}oai>P^[re<%
15,3-;FJ,MlZ0nXj,3-;FJMlZ0nXj
16,"].,",9CD,"].,9CD"
17,81!,Wfm,81!Wfm
18,)?x,QLt@g,)?xQLt@g
19,N ,z754,N z754
20,qK,d/,qKd/
21,(&S#T,Ovw,(&S#TOvw
22,VU,=A~*,VU=A~*
23,_h,|2,_h|2
24,b6,IR,b6IR
25,Yu,GE,YuGE
26,{',`y,{'`y
27,""":",k$,""":k$"
28,pBH,s\+c,pBHs\+c
29,MlZ0,nXj,MlZ0nXj
30,3-,;FJ,3-;FJ
31,}oai,>P,}oai>P
32,^[,re<%,^[re<%
33,9C,D,9CD
34,].,",","].,"
35,81,!,81!
36,Wf,m,Wfm
37,QL,t@g,QLt@g
38,)?,x,)?x
39,z75,4,z754
40,d,/,d/
41,N, ,N 
42,V,U,VU
43,q,K,qK
44,=,A~*,=A~*
45,Ov,w,Ovw
46,(,&S#T,(&S#T
47,|,2,|2
48,_,h,_h
49,{,',{'
50,Y,u,Yu
51,I,R,IR
52,`,y,`y
53,G,E,GE
54,b,6,b6
55,k,$,k$
56,Ml,Z0,MlZ0
57,"""",:,""":"
58,s\,+c,s\+c
59,3,-,3-
60,>,P,>P
61,;F,J,;FJ
62,p,BH,pBH
63,re,<%,re<%
64,^,[,^[
65,}o,ai,}oai
66,n,Xj,nXj
67,9,C,9C
68,Q,L,QL
69,W,f,Wf
70,8,1,81
71,t@,g,t@g
72,],.,].
73,),?,)?
74,z7,5,z75
75,O,v,Ov
76,A~,*,A~*
77,&S#,T,&S#T
78,},o,}o
79,B,H,BH
80,r,e,re
81,X,j,Xj
82,a,i,ai
83,s,\,s\
84,Z,0,Z0
85,<,%,<%
86,M,l,Ml
87,+,c,+c
88,;,F,;F
89,t,@,t@
90,z,7,z7
91,A,~,A~
92,&S,#,&S#
93,&,S,&S
