,left,right,combine
0,"5CF>vteK&YUf*\`n=y7[6s;:!3h9D#IJBMuZEz%V""(","g<]kTQ4dxG|0~bm}c^Wi'lL$,jp1@wRX )Sq8O._N2a-A{HPr?+/o","5CF>vteK&YUf*\`n=y7[6s;:!3h9D#IJBMuZEz%V""(g<]kTQ4dxG|0~bm}c^Wi'lL$,jp1@wRX )Sq8O._N2a-A{HPr?+/o"
1,g<]kTQ4dxG|0~bm}c^Wi'l,"L$,jp1@wRX )Sq8O._N2a-A{HPr?+/o","g<]kTQ4dxG|0~bm}c^Wi'lL$,jp1@wRX )Sq8O._N2a-A{HPr?+/o"
2,5CF>vteK&YUf*\`n=y7[,"6s;:!3h9D#IJBMuZEz%V""(","5CF>vteK&YUf*\`n=y7[6s;:!3h9D#IJBMuZEz%V""("
3,"L$,jp1@wRX )Sq8O.",_N2a-A{HPr?+/o,"L$,jp1@wRX )Sq8O._N2a-A{HPr?+/o"
4,g<]kTQ4dx,G|0~bm}c^Wi'l,g<]kTQ4dxG|0~bm}c^Wi'l
5,6s;:!3h9D#,"IJBMuZEz%V""(","6s;:!3h9D#IJBMuZEz%V""("
6,5CF>vteK,&YUf*\`n=y7[,5CF>vteK&YUf*\`n=y7[
7,_N2a-A{,HPr?+/o,_N2a-A{HPr?+/o
8,"L$,jp1@wRX", )Sq8O.,"L$,jp1@wRX )Sq8O."
9,G|0~bm},c^Wi'l,G|0~bm}c^Wi'l
10,g<]k,TQ4dx,g<]kTQ4dx
11,&YUf*,\`n=y7[,&YUf*\`n=y7[
12,6s;:,!3h9D#,6s;:!3h9D#
13,IJBMuZEz,"%V""(","IJBMuZEz%V""("
14,5CF>v,teK,5CF>vteK
15,_N2a,-A{,_N2a-A{
16,HPr?,+/o,HPr?+/o
17, )Sq,8O., )Sq8O.
18,c^Wi,'l,c^Wi'l
19,G|0~,bm},G|0~bm}
20,"L$,jp",1@wRX,"L$,jp1@wRX"
21,TQ4,dx,TQ4dx
22,g<,]k,g<]k
23,\`n=,y7[,\`n=y7[
24,!3h,9D#,!3h9D#
25,6s,;:,6s;:
26,&Y,Uf*,&YUf*
27,IJBMuZ,Ez,IJBMuZEz
28,%V,"""(","%V""("
29,te,K,teK
30,_N,2a,_N2a
31,-A,{,-A{
32,HP,r?,HPr?
33,5C,F>v,5CF>v
34,+/,o,+/o
35,8,O.,8O.
36, ,)Sq, )Sq
37,"L$,",jp,"L$,jp"
38,b,m},bm}
39,1@,wRX,1@wRX
40,G|,0~,G|0~
41,',l,'l
42,c^,Wi,c^Wi
43,d,x,dx
44,T,Q4,TQ4
45,],k,]k
46,g,<,g<
47,;,:,;:
48,&,Y,&Y
49,\`,n=,\`n=
50,y7,[,y7[
51,!3,h,!3h
52,IJBM,uZ,IJBMuZ
53,9,D#,9D#
54,E,z,Ez
55,6,s,6s
56,"""",(,"""("
57,U,f*,Uf*
58,%,V,%V
59,t,e,te
60,+,/,+/
61,r,?,r?
62,_,N,_N
63,F>,v,F>v
64,O,.,O.
65,-,A,-A
66,2,a,2a
67,H,P,HP
68,5,C,5C
69,)S,q,)Sq
70,G,|,G|
71,w,RX,wRX
72,L,"$,","L$,"
73,0,~,0~
74,1,@,1@
75,c,^,c^
76,W,i,Wi
77,j,p,jp
78,Q,4,Q4
79,m,},m}
80,\,`,\`
81,D,#,D#
82,u,Z,uZ
83,n,=,n=
84,!,3,!3
85,f,*,f*
86,y,7,y7
87,IJB,M,IJBM
88,F,>,F>
89,R,X,RX
90,$,",","$,"
91,),S,)S
92,I,JB,IJB
93,J,B,JB
