,left,right,combine
0,"]G7(`XNFBJDk2VKiR5@\%""Qnq~$/b4[Em}h","<'z?Tf&!6s)*pwvaLMP8;u0S.x1:OU{jZAl+r-9#|CHey=>toW ,d^IYgc_3","]G7(`XNFBJDk2VKiR5@\%""Qnq~$/b4[Em}h<'z?Tf&!6s)*pwvaLMP8;u0S.x1:OU{jZAl+r-9#|CHey=>toW ,d^IYgc_3"
1,<'z?Tf&!6s)*pwvaLMP8;u0S.x1:OU{jZ,"Al+r-9#|CHey=>toW ,d^IYgc_3","<'z?Tf&!6s)*pwvaLMP8;u0S.x1:OU{jZAl+r-9#|CHey=>toW ,d^IYgc_3"
2,]G7(`XNFBJDk2VKiR5,"@\%""Qnq~$/b4[Em}h","]G7(`XNFBJDk2VKiR5@\%""Qnq~$/b4[Em}h"
3,Al+r-9#|CHey,"=>toW ,d^IYgc_3","Al+r-9#|CHey=>toW ,d^IYgc_3"
4,<'z?Tf&!6s)*pwvaLMP,8;u0S.x1:OU{jZ,<'z?Tf&!6s)*pwvaLMP8;u0S.x1:OU{jZ
5,"@\%""Qnq~$",/b4[Em}h,"@\%""Qnq~$/b4[Em}h"
6,]G7(`XNF,BJDk2VKiR5,]G7(`XNFBJDk2VKiR5
7,=>toW ,",d^IYgc_3","=>toW ,d^IYgc_3"
8,Al+r,-9#|CHey,Al+r-9#|CHey
9,8;u0S.x,1:OU{jZ,8;u0S.x1:OU{jZ
10,<'z?Tf&!6s),*pwvaLMP,<'z?Tf&!6s)*pwvaLMP
11,/b4[,Em}h,/b4[Em}h
12,"@\%""",Qnq~$,"@\%""Qnq~$"
13,]G7,(`XNF,]G7(`XNF
14,BJDk2,VKiR5,BJDk2VKiR5
15,",d^I",Ygc_3,",d^IYgc_3"
16,=>to,W ,=>toW 
17,-9#|,CHey,-9#|CHey
18,Al,+r,Al+r
19,1:O,U{jZ,1:OU{jZ
20,<'z?T,f&!6s),<'z?Tf&!6s)
21,*pwv,aLMP,*pwvaLMP
22,8;u0,S.x,8;u0S.x
23,Em,}h,Em}h
24,/b,4[,/b4[
25,Qn,q~$,Qnq~$
26,@\,"%""","@\%"""
27,(`X,NF,(`XNF
28,Ygc,_3,Ygc_3
29,BJD,k2,BJDk2
30,VKi,R5,VKiR5
31,]G,7,]G7
32,",d",^I,",d^I"
33,W, ,W 
34,CH,ey,CHey
35,-9,#|,-9#|
36,=>,to,=>to
37,+,r,+r
38,A,l,Al
39,U{,jZ,U{jZ
40,aL,MP,aLMP
41,<'z,?T,<'z?T
42,f&!6,s),f&!6s)
43,},h,}h
44,8;,u0,8;u0
45,*p,wv,*pwv
46,S.,x,S.x
47,1:,O,1:O
48,%,"""","%"""
49,q,~$,q~$
50,Q,n,Qn
51,4,[,4[
52,E,m,Em
53,/,b,/b
54,^,I,^I
55,Yg,c,Ygc
56,@,\,@\
57,(,`X,(`X
58,N,F,NF
59,B,JD,BJD
60,k,2,k2
61,_,3,_3
62,VK,i,VKi
63,],G,]G
64,R,5,R5
65,",",d,",d"
66,e,y,ey
67,t,o,to
68,=,>,=>
69,#,|,#|
70,C,H,CH
71,-,9,-9
72,j,Z,jZ
73,1,:,1:
74,8,;,8;
75,f,&!6,f&!6
76,w,v,wv
77,M,P,MP
78,<,'z,<'z
79,?,T,?T
80,S,.,S.
81,u,0,u0
82,U,{,U{
83,s,),s)
84,*,p,*p
85,a,L,aL
86,~,$,~$
87,`,X,`X
88,V,K,VK
89,Y,g,Yg
90,J,D,JD
91,',z,'z
92,&!,6,&!6
93,&,!,&!
