,left,right,combine
0,"S,iNJt7LPM2y3I\X<zxo>)$DVEWFmn5Uh;|(f]^s{Tc","9j/K`b QAB'4@#!R*wlG:pH6v1kr.""udOgC_[80Z=a-q}&Ye+?%~","S,iNJt7LPM2y3I\X<zxo>)$DVEWFmn5Uh;|(f]^s{Tc9j/K`b QAB'4@#!R*wlG:pH6v1kr.""udOgC_[80Z=a-q}&Ye+?%~"
1,9j/K`b QAB'4@#!R*wlG:pH6v,"1kr.""udOgC_[80Z=a-q}&Ye+?%~","9j/K`b QAB'4@#!R*wlG:pH6v1kr.""udOgC_[80Z=a-q}&Ye+?%~"
2,"S,iNJt7LPM2y3I\X<z",xo>)$DVEWFmn5Uh;|(f]^s{Tc,"S,iNJt7LPM2y3I\X<zxo>)$DVEWFmn5Uh;|(f]^s{Tc"
3,"1kr.""udOgC",_[80Z=a-q}&Ye+?%~,"1kr.""udOgC_[80Z=a-q}&Ye+?%~"
4,9j/K`b QAB,'4@#!R*wlG:pH6v,9j/K`b QAB'4@#!R*wlG:pH6v
5,xo>)$DVEWFm,n5Uh;|(f]^s{Tc,xo>)$DVEWFmn5Uh;|(f]^s{Tc
6,"S,iNJt7LPM",2y3I\X<z,"S,iNJt7LPM2y3I\X<z"
7,_[80Z=a-q,}&Ye+?%~,_[80Z=a-q}&Ye+?%~
8,"1kr.""",udOgC,"1kr.""udOgC"
9,'4@#!R*,wlG:pH6v,'4@#!R*wlG:pH6v
10,9j/K`b, QAB,9j/K`b QAB
11,n5Uh,;|(f]^s{Tc,n5Uh;|(f]^s{Tc
12,xo>,)$DVEWFm,xo>)$DVEWFm
13,2y3I,\X<z,2y3I\X<z
14,"S,iNJt",7LPM,"S,iNJt7LPM"
15,_[80Z,=a-q,_[80Z=a-q
16,}&Ye,+?%~,}&Ye+?%~
17,udO,gC,udOgC
18,wlG:,pH6v,wlG:pH6v
19,1kr,".""","1kr."""
20,'4,@#!R*,'4@#!R*
21, ,QAB, QAB
22,9j/,K`b,9j/K`b
23,;|(f,]^s{Tc,;|(f]^s{Tc
24,n5,Uh,n5Uh
25,)$,DVEWFm,)$DVEWFm
26,2y,3I,2y3I
27,x,o>,xo>
28,\X,<z,\X<z
29,7L,PM,7LPM
30,=a-,q,=a-q
31,"S,iN",Jt,"S,iNJt"
32,+?,%~,+?%~
33,_[,80Z,_[80Z
34,}&Y,e,}&Ye
35,g,C,gC
36,ud,O,udO
37,wl,G:,wlG:
38,@#!,R*,@#!R*
39,.,"""","."""
40,pH,6v,pH6v
41,1,kr,1kr
42,',4,'4
43,Q,AB,QAB
44,K`,b,K`b
45,DVEW,Fm,DVEWFm
46,n,5,n5
47,U,h,Uh
48,],^s{Tc,]^s{Tc
49,;|(,f,;|(f
50,9,j/,9j/
51,),$,)$
52,2,y,2y
53,\,X,\X
54,o,>,o>
55,3,I,3I
56,<,z,<z
57,P,M,PM
58,_,[,_[
59,7,L,7L
60,},&Y,}&Y
61,J,t,Jt
62,=a,-,=a-
63,%,~,%~
64,80,Z,80Z
65,"S,",iN,"S,iN"
66,+,?,+?
67,@,#!,@#!
68,6,v,6v
69,k,r,kr
70,G,:,G:
71,u,d,ud
72,R,*,R*
73,p,H,pH
74,w,l,wl
75,A,B,AB
76,DV,EW,DVEW
77,j,/,j/
78,;|,(,;|(
79,F,m,Fm
80,^,s{Tc,^s{Tc
81,K,`,K`
82,&,Y,&Y
83,S,",","S,"
84,i,N,iN
85,8,0,80
86,=,a,=a
87,#,!,#!
88,D,V,DV
89,;,|,;|
90,E,W,EW
91,s{,Tc,s{Tc
92,s,{,s{
93,T,c,Tc
