,left,right,combine
0,"Z$OhBSlbV-5;0p/2\<,x7C4RfmeG t'wyW:{uc#oijY","J3gLk.Hn>q""TrzKd_[*@PF^](6)a!&UQ}v8EX=sDI`NA1M9~?+|%","Z$OhBSlbV-5;0p/2\<,x7C4RfmeG t'wyW:{uc#oijYJ3gLk.Hn>q""TrzKd_[*@PF^](6)a!&UQ}v8EX=sDI`NA1M9~?+|%"
1,"J3gLk.Hn>q""TrzKd_[*@PF^]",(6)a!&UQ}v8EX=sDI`NA1M9~?+|%,"J3gLk.Hn>q""TrzKd_[*@PF^](6)a!&UQ}v8EX=sDI`NA1M9~?+|%"
2,"Z$OhBSlbV-5;0p/2\<,x7C",4RfmeG t'wyW:{uc#oijY,"Z$OhBSlbV-5;0p/2\<,x7C4RfmeG t'wyW:{uc#oijY"
3,(6)a!&UQ}v8E,X=sDI`NA1M9~?+|%,(6)a!&UQ}v8EX=sDI`NA1M9~?+|%
4,"J3gLk.Hn>q""",TrzKd_[*@PF^],"J3gLk.Hn>q""TrzKd_[*@PF^]"
5,4RfmeG ,t'wyW:{uc#oijY,4RfmeG t'wyW:{uc#oijY
6,Z$OhBSlbV-5;0,"p/2\<,x7C","Z$OhBSlbV-5;0p/2\<,x7C"
7,X=sDI`NA,1M9~?+|%,X=sDI`NA1M9~?+|%
8,(6)a!,&UQ}v8E,(6)a!&UQ}v8E
9,TrzKd_,[*@PF^],TrzKd_[*@PF^]
10,J3gLk.H,"n>q""","J3gLk.Hn>q"""
11,t'wyW,:{uc#oijY,t'wyW:{uc#oijY
12,4Rfm,eG ,4RfmeG 
13,p/2\<,",x7C","p/2\<,x7C"
14,Z$OhBSlbV,-5;0,Z$OhBSlbV-5;0
15,X=sD,I`NA,X=sDI`NA
16,1M9~?,+|%,1M9~?+|%
17,&UQ,}v8E,&UQ}v8E
18,(6),a!,(6)a!
19,[*@,PF^],[*@PF^]
20,Trz,Kd_,TrzKd_
21,n>,"q""","n>q"""
22,:{uc,#oijY,:{uc#oijY
23,J3g,Lk.H,J3gLk.H
24,t',wyW,t'wyW
25,eG, ,eG 
26,4R,fm,4Rfm
27,",x",7C,",x7C"
28,p,/2\<,p/2\<
29,-5;,0,-5;0
30,X=,sD,X=sD
31,Z$Oh,BSlbV,Z$OhBSlbV
32,+|,%,+|%
33,1M9,~?,1M9~?
34,}v,8E,}v8E
35,I,`NA,I`NA
36,&,UQ,&UQ
37,a,!,a!
38,PF,^],PF^]
39,[,*@,[*@
40,K,d_,Kd_
41,(,6),(6)
42,n,>,n>
43,q,"""","q"""
44,Tr,z,Trz
45,#oi,jY,#oijY
46,J,3g,J3g
47,:{,uc,:{uc
48,Lk,.H,Lk.H
49,w,yW,wyW
50,/2\,<,/2\<
51,e,G,eG
52,f,m,fm
53,4,R,4R
54,7,C,7C
55,t,',t'
56,",",x,",x"
57,`N,A,`NA
58,Z$,Oh,Z$Oh
59,~,?,~?
60,+,|,+|
61,X,=,X=
62,1,M9,1M9
63,8,E,8E
64,U,Q,UQ
65,BSl,bV,BSlbV
66,},v,}v
67,s,D,sD
68,-5,;,-5;
69,P,F,PF
70,d,_,d_
71,6,),6)
72,^,],^]
73,*,@,*@
74,T,r,Tr
75,L,k,Lk
76,y,W,yW
77,:,{,:{
78,u,c,uc
79,#o,i,#oi
80,.,H,.H
81,j,Y,jY
82,3,g,3g
83,/,2\,/2\
84,b,V,bV
85,O,h,Oh
86,M,9,M9
87,-,5,-5
88,Z,$,Z$
89,`,N,`N
90,B,Sl,BSl
91,#,o,#o
92,2,\,2\
93,S,l,Sl
