,left,right,combine
0,&BzqI^MN-iXfQ6Fc3R$8Ed7Yg[phtS]m~H}/5?rxG4y=J,"%{al)(DjPe2#OK`Lo.AW!+v Vu0C|@9n>U"";\,wZsb*_1<k'T:","&BzqI^MN-iXfQ6Fc3R$8Ed7Yg[phtS]m~H}/5?rxG4y=J%{al)(DjPe2#OK`Lo.AW!+v Vu0C|@9n>U"";\,wZsb*_1<k'T:"
1,%{al)(DjPe2#OK`Lo.AW!+v ,"Vu0C|@9n>U"";\,wZsb*_1<k'T:","%{al)(DjPe2#OK`Lo.AW!+v Vu0C|@9n>U"";\,wZsb*_1<k'T:"
2,&BzqI^MN-iXfQ6Fc3R$8Ed7Yg[p,htS]m~H}/5?rxG4y=J,&BzqI^MN-iXfQ6Fc3R$8Ed7Yg[phtS]m~H}/5?rxG4y=J
3,"Vu0C|@9n>U"";","\,wZsb*_1<k'T:","Vu0C|@9n>U"";\,wZsb*_1<k'T:"
4,%{al)(DjPe2#,OK`Lo.AW!+v ,%{al)(DjPe2#OK`Lo.AW!+v 
5,htS]m~H}/5?,rxG4y=J,htS]m~H}/5?rxG4y=J
6,&BzqI^MN-iXfQ,6Fc3R$8Ed7Yg[p,&BzqI^MN-iXfQ6Fc3R$8Ed7Yg[p
7,"\,wZsb*",_1<k'T:,"\,wZsb*_1<k'T:"
8,OK`Lo.,AW!+v ,OK`Lo.AW!+v 
9,Vu0C|@,"9n>U"";","Vu0C|@9n>U"";"
10,%{al,)(DjPe2#,%{al)(DjPe2#
11,rxG,4y=J,rxG4y=J
12,htS]m~H,}/5?,htS]m~H}/5?
13,&BzqI^MN-,iXfQ,&BzqI^MN-iXfQ
14,6Fc3R,$8Ed7Yg[p,6Fc3R$8Ed7Yg[p
15,_1<,k'T:,_1<k'T:
16,"\,",wZsb*,"\,wZsb*"
17,Vu,0C|@,Vu0C|@
18,AW!,+v ,AW!+v 
19,OK,`Lo.,OK`Lo.
20,)(D,jPe2#,)(DjPe2#
21,9n>,"U"";","9n>U"";"
22,%{,al,%{al
23,r,xG,rxG
24,4y,=J,4y=J
25,}/5,?,}/5?
26,6,Fc3R,6Fc3R
27,ht,S]m~H,htS]m~H
28,k'T,:,k'T:
29,$8Ed,7Yg[p,$8Ed7Yg[p
30,&BzqI^M,N-,&BzqI^MN-
31,iX,fQ,iXfQ
32,_,1<,_1<
33,w,Zsb*,wZsb*
34,`L,o.,`Lo.
35,0C,|@,0C|@
36,9n,>,9n>
37,+,v ,+v 
38,AW,!,AW!
39,j,Pe2#,jPe2#
40,\,",","\,"
41,),(D,)(D
42,V,u,Vu
43,"U""",;,"U"";"
44,O,K,OK
45,a,l,al
46,=,J,=J
47,%,{,%{
48,x,G,xG
49,4,y,4y
50,$8,Ed,$8Ed
51,&Bzq,I^M,&BzqI^M
52,k,'T,k'T
53,i,X,iX
54,h,t,ht
55,},/5,}/5
56,S]m,~H,S]m~H
57,Fc,3R,Fc3R
58,f,Q,fQ
59,N,-,N-
60,1,<,1<
61,7Yg,[p,7Yg[p
62,Z,sb*,Zsb*
63,U,"""","U"""
64,9,n,9n
65,o,.,o.
66,(,D,(D
67,v, ,v 
68,`,L,`L
69,P,e2#,Pe2#
70,A,W,AW
71,0,C,0C
72,|,@,|@
73,&B,zq,&Bzq
74,[,p,[p
75,$,8,$8
76,~,H,~H
77,F,c,Fc
78,E,d,Ed
79,S,]m,S]m
80,7,Yg,7Yg
81,I^,M,I^M
82,/,5,/5
83,',T,'T
84,s,b*,sb*
85,3,R,3R
86,e,2#,e2#
87,2,#,2#
88,Y,g,Yg
89,],m,]m
90,b,*,b*
91,&,B,&B
92,I,^,I^
93,z,q,zq
