,left,right,combine
0,"5Q7_'?|~fi{npd)""qW0[Za*NMTS,(r}Ul8",EXeLb]wHR$tc=Ih1GJg9/y`m-vCuA^Y;2ojkx!Vz+sB<#PF&%4>@\.K6: D3O,"5Q7_'?|~fi{npd)""qW0[Za*NMTS,(r}Ul8EXeLb]wHR$tc=Ih1GJg9/y`m-vCuA^Y;2ojkx!Vz+sB<#PF&%4>@\.K6: D3O"
1,EXeLb]wHR$tc=Ih1GJg9/y`m-vCu,A^Y;2ojkx!Vz+sB<#PF&%4>@\.K6: D3O,EXeLb]wHR$tc=Ih1GJg9/y`m-vCuA^Y;2ojkx!Vz+sB<#PF&%4>@\.K6: D3O
2,5Q7_'?|~fi{npd),"""qW0[Za*NMTS,(r}Ul8","5Q7_'?|~fi{npd)""qW0[Za*NMTS,(r}Ul8"
3,A^Y;2ojkx!Vz+s,B<#PF&%4>@\.K6: D3O,A^Y;2ojkx!Vz+sB<#PF&%4>@\.K6: D3O
4,EXeLb]wHR$tc=I,h1GJg9/y`m-vCu,EXeLb]wHR$tc=Ih1GJg9/y`m-vCu
5,"""qW0[Za*","NMTS,(r}Ul8","""qW0[Za*NMTS,(r}Ul8"
6,5Q7_'?|~f,i{npd),5Q7_'?|~fi{npd)
7,B<#PF&%4>@,\.K6: D3O,B<#PF&%4>@\.K6: D3O
8,A^Y;,2ojkx!Vz+s,A^Y;2ojkx!Vz+s
9,EXeLb]w,HR$tc=I,EXeLb]wHR$tc=I
10,h1GJg9/y`,m-vCu,h1GJg9/y`m-vCu
11,"NMTS,(",r}Ul8,"NMTS,(r}Ul8"
12,"""qW0",[Za*,"""qW0[Za*"
13,i{n,pd),i{npd)
14,2ojkx!,Vz+s,2ojkx!Vz+s
15,B<#PF&,%4>@,B<#PF&%4>@
16,\.K6:, D3O,\.K6: D3O
17,5Q7_'?,|~f,5Q7_'?|~f
18,A^,Y;,A^Y;
19,m-v,Cu,m-vCu
20,h1GJg9,/y`,h1GJg9/y`
21,HR$,tc=I,HR$tc=I
22,EXe,Lb]w,EXeLb]w
23,r},Ul8,r}Ul8
24,"""q",W0,"""qW0"
25,NMTS,",(","NMTS,("
26,[Z,a*,[Za*
27,p,d),pd)
28,B<,#PF&,B<#PF&
29,Vz,+s,Vz+s
30,i{,n,i{n
31,5Q7_,'?,5Q7_'?
32, D3,O, D3O
33,2o,jkx!,2ojkx!
34,\.,K6:,\.K6:
35,%,4>@,%4>@
36,|~,f,|~f
37,A,^,A^
38,Y,;,Y;
39,HR,$,HR$
40,tc,=I,tc=I
41,E,Xe,EXe
42,m,-v,m-v
43,C,u,Cu
44,Lb,]w,Lb]w
45,U,l8,Ul8
46,/y,`,/y`
47,h1GJ,g9,h1GJg9
48,r,},r}
49,[,Z,[Z
50,d,),d)
51,a,*,a*
52,"""",q,"""q"
53,",",(,",("
54,W,0,W0
55,NMT,S,NMTS
56,|,~,|~
57,5,Q7_,5Q7_
58,K,6:,K6:
59,V,z,Vz
60,B,<,B<
61,#,PF&,#PF&
62,4>,@,4>@
63,i,{,i{
64, ,D3, D3
65,\,.,\.
66,+,s,+s
67,',?,'?
68,2,o,2o
69,jk,x!,jkx!
70,=,I,=I
71,X,e,Xe
72,g,9,g9
73,h1G,J,h1GJ
74,/,y,/y
75,H,R,HR
76,],w,]w
77,l,8,l8
78,-,v,-v
79,t,c,tc
80,L,b,Lb
81,NM,T,NMT
82,Q,7_,Q7_
83,D,3,D3
84,6,:,6:
85,j,k,jk
86,P,F&,PF&
87,4,>,4>
88,x,!,x!
89,h,1G,h1G
90,1,G,1G
91,N,M,NM
92,F,&,F&
93,7,_,7_
