,left,right,combine
0,"j28hCJUVApe)n0,4~N6H@kt.^T r=(fibx5RI","]D|{yW'}>oK[\O1BE;MZz&/L`c*P""q3<m-#$l+9d?gXFwY_S%:sQu7vGa!","j28hCJUVApe)n0,4~N6H@kt.^T r=(fibx5RI]D|{yW'}>oK[\O1BE;MZz&/L`c*P""q3<m-#$l+9d?gXFwY_S%:sQu7vGa!"
1,]D|{yW'}>oK[\O1BE;MZz&/L`c,"*P""q3<m-#$l+9d?gXFwY_S%:sQu7vGa!","]D|{yW'}>oK[\O1BE;MZz&/L`c*P""q3<m-#$l+9d?gXFwY_S%:sQu7vGa!"
2,"j28hCJUVApe)n0,",4~N6H@kt.^T r=(fibx5RI,"j28hCJUVApe)n0,4~N6H@kt.^T r=(fibx5RI"
3,"*P""q3<m-#$l+9d?gX",FwY_S%:sQu7vGa!,"*P""q3<m-#$l+9d?gXFwY_S%:sQu7vGa!"
4,]D|{yW'}>,oK[\O1BE;MZz&/L`c,]D|{yW'}>oK[\O1BE;MZz&/L`c
5,4~N6H@kt.,^T r=(fibx5RI,4~N6H@kt.^T r=(fibx5RI
6,j28hCJUV,"Ape)n0,","j28hCJUVApe)n0,"
7,FwY_S%:s,Qu7vGa!,FwY_S%:sQu7vGa!
8,"*P""q3<m-#",$l+9d?gX,"*P""q3<m-#$l+9d?gX"
9,oK[\O1BE;,MZz&/L`c,oK[\O1BE;MZz&/L`c
10,]D|{y,W'}>,]D|{yW'}>
11,4~N6H,@kt.,4~N6H@kt.
12,^T r=(,fibx5RI,^T r=(fibx5RI
13,Ape,")n0,","Ape)n0,"
14,Qu7v,Ga!,Qu7vGa!
15,j28h,CJUV,j28hCJUV
16,FwY_,S%:s,FwY_S%:s
17,$l+9d?,gX,$l+9d?gX
18,MZz&/,L`c,MZz&/L`c
19,oK[\,O1BE;,oK[\O1BE;
20,"*P""",q3<m-#,"*P""q3<m-#"
21,W',}>,W'}>
22,]D|,{y,]D|{y
23,^T ,r=(,^T r=(
24,4~N,6H,4~N6H
25,fibx,5RI,fibx5RI
26,@,kt.,@kt.
27,),"n0,",")n0,"
28,Ap,e,Ape
29,Qu,7v,Qu7v
30,S%,:s,S%:s
31,G,a!,Ga!
32,CJ,UV,CJUV
33,j2,8h,j28h
34,Fw,Y_,FwY_
35,g,X,gX
36,L`,c,L`c
37,oK,[\,oK[\
38,O1,BE;,O1BE;
39,*,"P""","*P"""
40,$l+9,d?,$l+9d?
41,M,Zz&/,MZz&/
42,q3<m,-#,q3<m-#
43,W,',W'
44,},>,}>
45,{,y,{y
46,kt,.,kt.
47,4~,N,4~N
48,5,RI,5RI
49,r,=(,r=(
50,],D|,]D|
51,^,T ,^T 
52,6,H,6H
53,fi,bx,fibx
54,n0,",","n0,"
55,S,%,S%
56,U,V,UV
57,j,2,j2
58,A,p,Ap
59,:,s,:s
60,C,J,CJ
61,7,v,7v
62,Y,_,Y_
63,8,h,8h
64,Q,u,Qu
65,a,!,a!
66,F,w,Fw
67,O,1,O1
68,$l,+9,$l+9
69,d,?,d?
70,q,3<m,q3<m
71,P,"""","P"""
72,Z,z&/,Zz&/
73,BE,;,BE;
74,-,#,-#
75,[,\,[\
76,L,`,L`
77,o,K,oK
78,4,~,4~
79,k,t,kt
80,b,x,bx
81,n,0,n0
82,R,I,RI
83,T, ,T 
84,D,|,D|
85,=,(,=(
86,f,i,fi
87,z,&/,z&/
88,B,E,BE
89,$,l,$l
90,+,9,+9
91,3<,m,3<m
92,3,<,3<
93,&,/,&/
