,left,right,combine
0,3?)4Z7/$l1vLMS5]V%[A=fN>-;aWqn}:,"mg`R#&!UJE*\F|(u"",w2h6sX@K{ <~iPxre8tTyBGYC_dD'kHOobp9jz0Qc.I+^","3?)4Z7/$l1vLMS5]V%[A=fN>-;aWqn}:mg`R#&!UJE*\F|(u"",w2h6sX@K{ <~iPxre8tTyBGYC_dD'kHOobp9jz0Qc.I+^"
1,"mg`R#&!UJE*\F|(u"",w2h6sX@K",{ <~iPxre8tTyBGYC_dD'kHOobp9jz0Qc.I+^,"mg`R#&!UJE*\F|(u"",w2h6sX@K{ <~iPxre8tTyBGYC_dD'kHOobp9jz0Qc.I+^"
2,3?)4Z7/$l1vLM,S5]V%[A=fN>-;aWqn}:,3?)4Z7/$l1vLMS5]V%[A=fN>-;aWqn}:
3,{ <~iPxre8tTyB,GYC_dD'kHOobp9jz0Qc.I+^,{ <~iPxre8tTyBGYC_dD'kHOobp9jz0Qc.I+^
4,mg`R#&!UJE*,"\F|(u"",w2h6sX@K","mg`R#&!UJE*\F|(u"",w2h6sX@K"
5,S5]V%[A=,fN>-;aWqn}:,S5]V%[A=fN>-;aWqn}:
6,3?)4Z7,/$l1vLM,3?)4Z7/$l1vLM
7,GYC_dD'kHOobp9j,z0Qc.I+^,GYC_dD'kHOobp9jz0Qc.I+^
8,{ <~i,Pxre8tTyB,{ <~iPxre8tTyB
9,mg`R#&,!UJE*,mg`R#&!UJE*
10,"\F|(u"",",w2h6sX@K,"\F|(u"",w2h6sX@K"
11,fN>-;,aWqn}:,fN>-;aWqn}:
12,S5]V,%[A=,S5]V%[A=
13,/$l,1vLM,/$l1vLM
14,GYC_dD'k,HOobp9j,GYC_dD'kHOobp9j
15,z0Q,c.I+^,z0Qc.I+^
16,3?),4Z7,3?)4Z7
17,Px,re8tTyB,Pxre8tTyB
18,{ ,<~i,{ <~i
19,w2h6,sX@K,w2h6sX@K
20,aW,qn}:,aWqn}:
21,!U,JE*,!UJE*
22,\F|,"(u"",","\F|(u"","
23,mg`,R#&,mg`R#&
24,fN,>-;,fN>-;
25,%[,A=,%[A=
26,S5,]V,S5]V
27,1v,LM,1vLM
28,/,$l,/$l
29,z0,Q,z0Q
30,4Z,7,4Z7
31,c.,I+^,c.I+^
32,HOo,bp9j,HOobp9j
33,re8,tTyB,re8tTyB
34,3,?),3?)
35,GYC_,dD'k,GYC_dD'k
36,P,x,Px
37,<~,i,<~i
38,{, ,{ 
39,J,E*,JE*
40,\F,|,\F|
41,w2,h6,w2h6
42,!,U,!U
43,m,g`,mg`
44,(u,""",","(u"","
45,R#,&,R#&
46,qn,}:,qn}:
47,a,W,aW
48,sX,@K,sX@K
49,>,-;,>-;
50,%,[,%[
51,A,=,A=
52,1,v,1v
53,f,N,fN
54,$,l,$l
55,S,5,S5
56,L,M,LM
57,],V,]V
58,z,0,z0
59,tT,yB,tTyB
60,HO,o,HOo
61,4,Z,4Z
62,d,D'k,dD'k
63,c,.,c.
64,b,p9j,bp9j
65,?,),?)
66,G,YC_,GYC_
67,r,e8,re8
68,I,+^,I+^
69,<,~,<~
70,q,n,qn
71,@,K,@K
72,-,;,-;
73,R,#,R#
74,s,X,sX
75,},:,}:
76,w,2,w2
77,h,6,h6
78,E,*,E*
79,\,F,\F
80,(,u,(u
81,"""",",",""","
82,g,`,g`
83,D,'k,D'k
84,+,^,+^
85,t,T,tT
86,y,B,yB
87,H,O,HO
88,e,8,e8
89,YC,_,YC_
90,p9,j,p9j
91,p,9,p9
92,Y,C,YC
93,',k,'k
