,left,right,combine
0,R^ ~-AFM*_)hIxg%(|/\VHeJ3E7@LU'lNc:,"D;wKbfk2"".=0Z?zWm1s6!rOyX[d8t$u{`#p]SY&aG>+i495BCno<}QTPv,qj","R^ ~-AFM*_)hIxg%(|/\VHeJ3E7@LU'lNc:D;wKbfk2"".=0Z?zWm1s6!rOyX[d8t$u{`#p]SY&aG>+i495BCno<}QTPv,qj"
1,"D;wKbfk2"".=0Z?zWm1s","6!rOyX[d8t$u{`#p]SY&aG>+i495BCno<}QTPv,qj","D;wKbfk2"".=0Z?zWm1s6!rOyX[d8t$u{`#p]SY&aG>+i495BCno<}QTPv,qj"
2,R^ ~-AFM*_)hIx,g%(|/\VHeJ3E7@LU'lNc:,R^ ~-AFM*_)hIxg%(|/\VHeJ3E7@LU'lNc:
3,6!rOyX[d8t$u{`#p]SY&aG>+,"i495BCno<}QTPv,qj","6!rOyX[d8t$u{`#p]SY&aG>+i495BCno<}QTPv,qj"
4,"D;wKbfk2"".=",0Z?zWm1s,"D;wKbfk2"".=0Z?zWm1s"
5,g%(|/\VHe,J3E7@LU'lNc:,g%(|/\VHeJ3E7@LU'lNc:
6,R^ ~-A,FM*_)hIx,R^ ~-AFM*_)hIx
7,i495BCno,"<}QTPv,qj","i495BCno<}QTPv,qj"
8,6!rOyX[d8t$u,{`#p]SY&aG>+,6!rOyX[d8t$u{`#p]SY&aG>+
9,0Z?z,Wm1s,0Z?zWm1s
10,D;wKbfk,"2"".=","D;wKbfk2"".="
11,J3E7@LU,'lNc:,J3E7@LU'lNc:
12,FM*_,)hIx,FM*_)hIx
13,g%(|/,\VHe,g%(|/\VHe
14,R^, ~-A,R^ ~-A
15,<}QTP,"v,qj","<}QTPv,qj"
16,6!rOyX[,d8t$u,6!rOyX[d8t$u
17,{`#p]SY&,aG>+,{`#p]SY&aG>+
18,i49,5BCno,i495BCno
19,Wm,1s,Wm1s
20,0Z,?z,0Z?z
21,"2""",.=,"2"".="
22,D;w,Kbfk,D;wKbfk
23,'l,Nc:,'lNc:
24,J3E7@,LU,J3E7@LU
25,\V,He,\VHe
26,g%,(|/,g%(|/
27, ~,-A, ~-A
28,FM,*_,FM*_
29,)h,Ix,)hIx
30,R,^,R^
31,"v,q",j,"v,qj"
32,<}Q,TP,<}QTP
33,6!rO,yX[,6!rOyX[
34,aG,>+,aG>+
35,5B,Cno,5BCno
36,d8t$,u,d8t$u
37,i,49,i49
38,{`#p],SY&,{`#p]SY&
39,1,s,1s
40,0,Z,0Z
41,?,z,?z
42,W,m,Wm
43,2,"""","2"""
44,.,=,.=
45,N,c:,Nc:
46,L,U,LU
47,Kb,fk,Kbfk
48,D,;w,D;w
49,',l,'l
50,J,3E7@,J3E7@
51, ,~, ~
52,*,_,*_
53,-,A,-A
54,(,|/,(|/
55,H,e,He
56,F,M,FM
57,),h,)h
58,g,%,g%
59,I,x,Ix
60,\,V,\V
61,C,no,Cno
62,d,8t$,d8t$
63,{`#,p],{`#p]
64,"v,",q,"v,q"
65,<,}Q,<}Q
66,6!r,O,6!rO
67,a,G,aG
68,4,9,49
69,T,P,TP
70,>,+,>+
71,y,X[,yX[
72,S,Y&,SY&
73,5,B,5B
74,K,b,Kb
75,f,k,fk
76,3E7,@,3E7@
77,c,:,c:
78,;,w,;w
79,|,/,|/
80,{,`#,{`#
81,8t,$,8t$
82,v,",","v,"
83,Y,&,Y&
84,p,],p]
85,X,[,X[
86,},Q,}Q
87,n,o,no
88,6!,r,6!r
89,3,E7,3E7
90,E,7,E7
91,6,!,6!
92,8,t,8t
93,`,#,`#
