,left,right,combine
0,.kYL4Xcr E=@oM'su*!TOz0tN]${~n<9W)SP|,"\KlB/1d5?-[+V&QiUA^xmfJpCFv#Dhwb7,_y(;ZGI""23:g>8ae`q}H6Rj%",".kYL4Xcr E=@oM'su*!TOz0tN]${~n<9W)SP|\KlB/1d5?-[+V&QiUA^xmfJpCFv#Dhwb7,_y(;ZGI""23:g>8ae`q}H6Rj%"
1,\KlB/1d5?-[+V&QiUA^xmfJpCFv#,"Dhwb7,_y(;ZGI""23:g>8ae`q}H6Rj%","\KlB/1d5?-[+V&QiUA^xmfJpCFv#Dhwb7,_y(;ZGI""23:g>8ae`q}H6Rj%"
2,.kYL4Xcr E=@oM'su*,!TOz0tN]${~n<9W)SP|,.kYL4Xcr E=@oM'su*!TOz0tN]${~n<9W)SP|
3,"Dhwb7,_y(;ZGI""2",3:g>8ae`q}H6Rj%,"Dhwb7,_y(;ZGI""23:g>8ae`q}H6Rj%"
4,\KlB/1d5?-[+V&Q,iUA^xmfJpCFv#,\KlB/1d5?-[+V&QiUA^xmfJpCFv#
5,!TOz0tN],${~n<9W)SP|,!TOz0tN]${~n<9W)SP|
6,.kYL4Xcr ,E=@oM'su*,.kYL4Xcr E=@oM'su*
7,3:g>8a,e`q}H6Rj%,3:g>8ae`q}H6Rj%
8,"Dhwb7,_","y(;ZGI""2","Dhwb7,_y(;ZGI""2"
9,iUA^xmf,JpCFv#,iUA^xmfJpCFv#
10,\KlB/1d,5?-[+V&Q,\KlB/1d5?-[+V&Q
11,${~n<,9W)SP|,${~n<9W)SP|
12,!TOz,0tN],!TOz0tN]
13,E=@oM,'su*,E=@oM'su*
14,e`q}H,6Rj%,e`q}H6Rj%
15,.kYL4,Xcr ,.kYL4Xcr 
16,3:,g>8a,3:g>8a
17,y(;Z,"GI""2","y(;ZGI""2"
18,Dhw,"b7,_","Dhwb7,_"
19,Jp,CFv#,JpCFv#
20,iUA^x,mf,iUA^xmf
21,\Kl,B/1d,\KlB/1d
22,5?,-[+V&Q,5?-[+V&Q
23,9W,)SP|,9W)SP|
24,!T,Oz,!TOz
25,0t,N],0tN]
26,${,~n<,${~n<
27,'s,u*,'su*
28,Xc,r ,Xcr 
29,e`q,}H,e`q}H
30,6R,j%,6Rj%
31,E=,@oM,E=@oM
32,g>,8a,g>8a
33,.k,YL4,.kYL4
34,3,:,3:
35,b7,",_","b7,_"
36,GI,"""2","GI""2"
37,y(,;Z,y(;Z
38,D,hw,Dhw
39,J,p,Jp
40,C,Fv#,CFv#
41,m,f,mf
42,-[+V&,Q,-[+V&Q
43,5,?,5?
44,\,Kl,\Kl
45,iU,A^x,iUA^x
46,),SP|,)SP|
47,B/,1d,B/1d
48,0,t,0t
49,!,T,!T
50,N,],N]
51,9,W,9W
52,~,n<,~n<
53,O,z,Oz
54,$,{,${
55,u,*,u*
56,.,k,.k
57,E,=,E=
58,@o,M,@oM
59,e`,q,e`q
60,',s,'s
61,r, ,r 
62,X,c,Xc
63,},H,}H
64,Y,L4,YL4
65,j,%,j%
66,6,R,6R
67,8,a,8a
68,g,>,g>
69,;,Z,;Z
70,"""",2,"""2"
71,",",_,",_"
72,G,I,GI
73,y,(,y(
74,h,w,hw
75,b,7,b7
76,F,v#,Fv#
77,SP,|,SP|
78,1,d,1d
79,A^,x,A^x
80,K,l,Kl
81,-[+V,&,-[+V&
82,B,/,B/
83,i,U,iU
84,n,<,n<
85,L,4,L4
86,e,`,e`
87,@,o,@o
88,v,#,v#
89,S,P,SP
90,A,^,A^
91,-[,+V,-[+V
92,-,[,-[
93,+,V,+V
