,left,right,combine
0,".R`?WYP{}8QCMIpOBm""#ELj(N1Ul&2)\D'z-y!","ts~*Hdh|G9+^Z=ar;ne0fu%4]c<3K5 7A:k/TF$i_v6,@>gJSxwXb[oVq",".R`?WYP{}8QCMIpOBm""#ELj(N1Ul&2)\D'z-y!ts~*Hdh|G9+^Z=ar;ne0fu%4]c<3K5 7A:k/TF$i_v6,@>gJSxwXb[oVq"
1,ts~*Hdh|G9+^Z=ar;ne0fu%4]c<,"3K5 7A:k/TF$i_v6,@>gJSxwXb[oVq","ts~*Hdh|G9+^Z=ar;ne0fu%4]c<3K5 7A:k/TF$i_v6,@>gJSxwXb[oVq"
2,.R`?WYP{}8QCMIpOBm,"""#ELj(N1Ul&2)\D'z-y!",".R`?WYP{}8QCMIpOBm""#ELj(N1Ul&2)\D'z-y!"
3,3K5 7A:k/TF$i_,"v6,@>gJSxwXb[oVq","3K5 7A:k/TF$i_v6,@>gJSxwXb[oVq"
4,ts~*Hdh|G9+,^Z=ar;ne0fu%4]c<,ts~*Hdh|G9+^Z=ar;ne0fu%4]c<
5,"""#ELj(N1Ul&2",)\D'z-y!,"""#ELj(N1Ul&2)\D'z-y!"
6,.R`?WYP{,}8QCMIpOBm,.R`?WYP{}8QCMIpOBm
7,"v6,@>gJS",xwXb[oVq,"v6,@>gJSxwXb[oVq"
8,3K5 7A,:k/TF$i_,3K5 7A:k/TF$i_
9,^Z=ar;n,e0fu%4]c<,^Z=ar;ne0fu%4]c<
10,ts~*Hd,h|G9+,ts~*Hdh|G9+
11,)\D',z-y!,)\D'z-y!
12,}8QC,MIpOBm,}8QCMIpOBm
13,"""#EL",j(N1Ul&2,"""#ELj(N1Ul&2"
14,.R`,?WYP{,.R`?WYP{
15,:k/T,F$i_,:k/TF$i_
16,"v6,@>",gJS,"v6,@>gJS"
17,xwXb,[oVq,xwXb[oVq
18,3K5, 7A,3K5 7A
19,^Z=,ar;n,^Z=ar;n
20,h|,G9+,h|G9+
21,e0fu%,4]c<,e0fu%4]c<
22,z-,y!,z-y!
23,ts~*,Hd,ts~*Hd
24,)\,D',)\D'
25,?WY,P{,?WYP{
26,j(N,1Ul&2,j(N1Ul&2
27,MIp,OBm,MIpOBm
28,}8,QC,}8QC
29,"""#",EL,"""#EL"
30,.,R`,.R`
31,"v6,",@>,"v6,@>"
32,xw,Xb,xwXb
33,F$,i_,F$i_
34,gJ,S,gJS
35,[o,Vq,[oVq
36,:k,/T,:k/T
37, ,7A, 7A
38,3K,5,3K5
39,ar,;n,ar;n
40,h,|,h|
41,G9,+,G9+
42,^Z,=,^Z=
43,4],c<,4]c<
44,e0fu,%,e0fu%
45,),\,)\
46,H,d,Hd
47,ts~,*,ts~*
48,z,-,z-
49,D,',D'
50,y,!,y!
51,?,WY,?WY
52,j,(N,j(N
53,O,Bm,OBm
54,P,{,P{
55,},8,}8
56,M,Ip,MIp
57,1,Ul&2,1Ul&2
58,"""",#,"""#"
59,E,L,EL
60,Q,C,QC
61,R,`,R`
62,X,b,Xb
63,g,J,gJ
64,:,k,:k
65,F,$,F$
66,@,>,@>
67,/,T,/T
68,V,q,Vq
69,x,w,xw
70,i,_,i_
71,v6,",","v6,"
72,[,o,[o
73,7,A,7A
74,a,r,ar
75,;,n,;n
76,c,<,c<
77,^,Z,^Z
78,3,K,3K
79,e0f,u,e0fu
80,4,],4]
81,G,9,G9
82,t,s~,ts~
83,(,N,(N
84,I,p,Ip
85,W,Y,WY
86,B,m,Bm
87,Ul&,2,Ul&2
88,v,6,v6
89,s,~,s~
90,e0,f,e0f
91,U,l&,Ul&
92,l,&,l&
93,e,0,e0
