,left,right,combine
0,l`OW2UGFbB+1h$09Y.&':6}s%IfRM *i=,"~>j7V;_5\L8oS3,]q""Dm[cPpJe!nCy)-#{x?THAuatv<zNXrK^(4QdEZg/|kw@","l`OW2UGFbB+1h$09Y.&':6}s%IfRM *i=~>j7V;_5\L8oS3,]q""Dm[cPpJe!nCy)-#{x?THAuatv<zNXrK^(4QdEZg/|kw@"
1,"~>j7V;_5\L8oS3,]q""Dm[c",PpJe!nCy)-#{x?THAuatv<zNXrK^(4QdEZg/|kw@,"~>j7V;_5\L8oS3,]q""Dm[cPpJe!nCy)-#{x?THAuatv<zNXrK^(4QdEZg/|kw@"
2,l`OW2UGFbB+1h,$09Y.&':6}s%IfRM *i=,l`OW2UGFbB+1h$09Y.&':6}s%IfRM *i=
3,PpJe!nCy)-#{x?THAua,tv<zNXrK^(4QdEZg/|kw@,PpJe!nCy)-#{x?THAuatv<zNXrK^(4QdEZg/|kw@
4,~>j7V;_5\L8oS3,",]q""Dm[c","~>j7V;_5\L8oS3,]q""Dm[c"
5,$09Y.&':6,}s%IfRM *i=,$09Y.&':6}s%IfRM *i=
6,l`OW2,UGFbB+1h,l`OW2UGFbB+1h
7,tv<zNXrK^(4Q,dEZg/|kw@,tv<zNXrK^(4QdEZg/|kw@
8,PpJe!nCy),-#{x?THAua,PpJe!nCy)-#{x?THAua
9,",]q""",Dm[c,",]q""Dm[c"
10,}s%If,RM *i=,}s%IfRM *i=
11,~>j7V,;_5\L8oS3,~>j7V;_5\L8oS3
12,$09Y.,&':6,$09Y.&':6
13,UGFb,B+1h,UGFbB+1h
14,l`,OW2,l`OW2
15,-#{,x?THAua,-#{x?THAua
16,tv<z,NXrK^(4Q,tv<zNXrK^(4Q
17,dEZg/,|kw@,dEZg/|kw@
18,PpJe!,nCy),PpJe!nCy)
19,",]","q""",",]q"""
20,Dm,[c,Dm[c
21,}s%,If,}s%If
22,;_5\,L8oS3,;_5\L8oS3
23,~>,j7V,~>j7V
24,RM ,*i=,RM *i=
25,&',:6,&':6
26,B+,1h,B+1h
27,$09,Y.,$09Y.
28,UG,Fb,UGFb
29,O,W2,OW2
30,l,`,l`
31,|k,w@,|kw@
32,dE,Zg/,dEZg/
33,nC,y),nCy)
34,-#,{,-#{
35,NXr,K^(4Q,NXrK^(4Q
36,tv<,z,tv<z
37,x?THA,ua,x?THAua
38,P,pJe!,PpJe!
39,D,m,Dm
40,[,c,[c
41,q,"""","q"""
42,",",],",]"
43,~,>,~>
44,I,f,If
45,j,7V,j7V
46,:,6,:6
47,L8oS,3,L8oS3
48,*i,=,*i=
49,;_,5\,;_5\
50,RM, ,RM 
51,},s%,}s%
52,F,b,Fb
53,$0,9,$09
54,Y,.,Y.
55,1,h,1h
56,B,+,B+
57,W,2,W2
58,&,',&'
59,U,G,UG
60,-,#,-#
61,Z,g/,Zg/
62,w,@,w@
63,pJe,!,pJe!
64,y,),y)
65,d,E,dE
66,K^(4,Q,K^(4Q
67,x,?THA,x?THA
68,n,C,nC
69,|,k,|k
70,u,a,ua
71,NX,r,NXr
72,t,v<,tv<
73,;,_,;_
74,s,%,s%
75,L8o,S,L8oS
76,7,V,7V
77,5,\,5\
78,R,M,RM
79,*,i,*i
80,$,0,$0
81,p,Je,pJe
82,N,X,NX
83,v,<,v<
84,?T,HA,?THA
85,K^,(4,K^(4
86,g,/,g/
87,L,8o,L8o
88,8,o,8o
89,?,T,?T
90,(,4,(4
91,K,^,K^
92,H,A,HA
93,J,e,Je
