,left,right,combine
0,"kHW}hof4 ],b%R1A-tLT$QM@u`l?*/{OX>EnK'[a|iV+","rpU!C;g\q9<:28j&SJ^IF(Zdsv5D.=~#3c)BzyxPe6_Y7NGm0""w","kHW}hof4 ],b%R1A-tLT$QM@u`l?*/{OX>EnK'[a|iV+rpU!C;g\q9<:28j&SJ^IF(Zdsv5D.=~#3c)BzyxPe6_Y7NGm0""w"
1,rpU!C;g\q9<:28j&SJ^IF,"(Zdsv5D.=~#3c)BzyxPe6_Y7NGm0""w","rpU!C;g\q9<:28j&SJ^IF(Zdsv5D.=~#3c)BzyxPe6_Y7NGm0""w"
2,"kHW}hof4 ],b%R1A",-tLT$QM@u`l?*/{OX>EnK'[a|iV+,"kHW}hof4 ],b%R1A-tLT$QM@u`l?*/{OX>EnK'[a|iV+"
3,(Zdsv5D.=~#3c)B,"zyxPe6_Y7NGm0""w","(Zdsv5D.=~#3c)BzyxPe6_Y7NGm0""w"
4,rpU!C;g\q9<,:28j&SJ^IF,rpU!C;g\q9<:28j&SJ^IF
5,-tLT$QM@u`l?*/{OX,>EnK'[a|iV+,-tLT$QM@u`l?*/{OX>EnK'[a|iV+
6,kHW}hof4," ],b%R1A","kHW}hof4 ],b%R1A"
7,zyxPe6,"_Y7NGm0""w","zyxPe6_Y7NGm0""w"
8,(Zdsv5D,.=~#3c)B,(Zdsv5D.=~#3c)B
9,:28j,&SJ^IF,:28j&SJ^IF
10,rpU!C,;g\q9<,rpU!C;g\q9<
11,-tLT$QM,@u`l?*/{OX,-tLT$QM@u`l?*/{OX
12,>EnK',[a|iV+,>EnK'[a|iV+
13," ],",b%R1A," ],b%R1A"
14,kHW},hof4,kHW}hof4
15,_Y7NG,"m0""w","_Y7NGm0""w"
16,zyx,Pe6,zyxPe6
17,.=~#,3c)B,.=~#3c)B
18,(Zds,v5D,(Zdsv5D
19,&S,J^IF,&SJ^IF
20,:2,8j,:28j
21,;g\,q9<,;g\q9<
22,@u`l?*,/{OX,@u`l?*/{OX
23,>E,nK',>EnK'
24,rpU,!C,rpU!C
25,-tL,T$QM,-tLT$QM
26,[a,|iV+,[a|iV+
27,b%,R1A,b%R1A
28,ho,f4,hof4
29, ,"],"," ],"
30,kHW,},kHW}
31,_Y,7NG,_Y7NG
32,m0,"""w","m0""w"
33,P,e6,Pe6
34,zy,x,zyx
35,(Z,ds,(Zds
36,.=,~#,.=~#
37,3c,)B,3c)B
38,J^,IF,J^IF
39,v,5D,v5D
40,8,j,8j
41,:,2,:2
42,&,S,&S
43,q9,<,q9<
44,nK,',nK'
45,;g,\,;g\
46,@u`l,?*,@u`l?*
47,T,$QM,T$QM
48,!,C,!C
49,|i,V+,|iV+
50,>,E,>E
51,[,a,[a
52,rp,U,rpU
53,/{,OX,/{OX
54,-t,L,-tL
55,R,1A,R1A
56,f,4,f4
57,h,o,ho
58,b,%,b%
59,],",","],"
60,_,Y,_Y
61,e,6,e6
62,7N,G,7NG
63,m,0,m0
64,"""",w,"""w"
65,k,HW,kHW
66,d,s,ds
67,~,#,~#
68,3,c,3c
69,(,Z,(Z
70,),B,)B
71,5,D,5D
72,I,F,IF
73,z,y,zy
74,.,=,.=
75,J,^,J^
76,;,g,;g
77,n,K,nK
78,|,i,|i
79,r,p,rp
80,O,X,OX
81,/,{,/{
82,1,A,1A
83,@,u`l,@u`l
84,?,*,?*
85,-,t,-t
86,q,9,q9
87,V,+,V+
88,$,QM,$QM
89,7,N,7N
90,H,W,HW
91,Q,M,QM
92,u`,l,u`l
93,u,`,u`
