,left,right,combine
0,-|; cPKqT1LCj4<Wziak[=@tNE{5w_d3n,"$(UxY""0>fv,?]D!'eA:lG}FhbHVu^*QIXps7J`)MR~Sr/&g8%2+.Z6#m\Oy9Bo","-|; cPKqT1LCj4<Wziak[=@tNE{5w_d3n$(UxY""0>fv,?]D!'eA:lG}FhbHVu^*QIXps7J`)MR~Sr/&g8%2+.Z6#m\Oy9Bo"
1,"$(UxY""0>fv,?]D!'eA:lG}FhbHV",u^*QIXps7J`)MR~Sr/&g8%2+.Z6#m\Oy9Bo,"$(UxY""0>fv,?]D!'eA:lG}FhbHVu^*QIXps7J`)MR~Sr/&g8%2+.Z6#m\Oy9Bo"
2,-|; cPKqT1LCj4<,Wziak[=@tNE{5w_d3n,-|; cPKqT1LCj4<Wziak[=@tNE{5w_d3n
3,u^*QIXps7J`,)MR~Sr/&g8%2+.Z6#m\Oy9Bo,u^*QIXps7J`)MR~Sr/&g8%2+.Z6#m\Oy9Bo
4,"$(UxY""0>fv,?]",D!'eA:lG}FhbHV,"$(UxY""0>fv,?]D!'eA:lG}FhbHV"
5,Wziak[=@,tNE{5w_d3n,Wziak[=@tNE{5w_d3n
6,-|; cPK,qT1LCj4<,-|; cPKqT1LCj4<
7,)MR~Sr/&g8%2,+.Z6#m\Oy9Bo,)MR~Sr/&g8%2+.Z6#m\Oy9Bo
8,u^*QIX,ps7J`,u^*QIXps7J`
9,"$(UxY""","0>fv,?]","$(UxY""0>fv,?]"
10,D!'eA:l,G}FhbHV,D!'eA:lG}FhbHV
11,tNE{5,w_d3n,tNE{5w_d3n
12,Wzia,k[=@,Wziak[=@
13,qT1L,Cj4<,qT1LCj4<
14,)MR~,Sr/&g8%2,)MR~Sr/&g8%2
15,+.Z6#m,\Oy9Bo,+.Z6#m\Oy9Bo
16,-|; c,PK,-|; cPK
17,ps,7J`,ps7J`
18,u^*Q,IX,u^*QIX
19,G},FhbHV,G}FhbHV
20,D!',eA:l,D!'eA:l
21,0>fv,",?]","0>fv,?]"
22,$(Ux,"Y""","$(UxY"""
23,w_,d3n,w_d3n
24,tNE,{5,tNE{5
25,Wz,ia,Wzia
26,k[,=@,k[=@
27,Cj,4<,Cj4<
28,\O,y9Bo,\Oy9Bo
29,-|,; c,-|; c
30,qT,1L,qT1L
31,+.,Z6#m,+.Z6#m
32,Sr/&,g8%2,Sr/&g8%2
33,)M,R~,)MR~
34,P,K,PK
35,p,s,ps
36,I,X,IX
37,7J,`,7J`
38,$(,Ux,$(Ux
39,",",?],",?]"
40,u^,*Q,u^*Q
41,G,},G}
42,d,3n,d3n
43,Y,"""","Y"""
44,D!,',D!'
45,eA,:l,eA:l
46,F,hbHV,FhbHV
47,0>,fv,0>fv
48,=,@,=@
49,{,5,{5
50,k,[,k[
51,4,<,4<
52,t,NE,tNE
53,w,_,w_
54,W,z,Wz
55,i,a,ia
56,C,j,Cj
57,\,O,\O
58,-,|,-|
59,),M,)M
60,y,9Bo,y9Bo
61,Z,6#m,Z6#m
62,; ,c,; c
63,1,L,1L
64,Sr,/&,Sr/&
65,R,~,R~
66,+,.,+.
67,q,T,qT
68,g,8%2,g8%2
69,7,J,7J
70,U,x,Ux
71,:,l,:l
72,3,n,3n
73,e,A,eA
74,D,!,D!
75,u,^,u^
76,*,Q,*Q
77,0,>,0>
78,?,],?]
79,$,(,$(
80,h,bHV,hbHV
81,f,v,fv
82,N,E,NE
83,;, ,; 
84,/,&,/&
85,8%,2,8%2
86,9B,o,9Bo
87,S,r,Sr
88,6#,m,6#m
89,b,HV,bHV
90,H,V,HV
91,6,#,6#
92,8,%,8%
93,9,B,9B
