,left,right,combine
0,"Sp{y>bf=q!5Ea.g-i,rtd|o$?F+h4N*V9""PQ/%~I",Xn:CUOK<[jxm@T2Y_]7WA&Mez}#k')cw`13\6u8RGLv^ sBZDJH0l(;,"Sp{y>bf=q!5Ea.g-i,rtd|o$?F+h4N*V9""PQ/%~IXn:CUOK<[jxm@T2Y_]7WA&Mez}#k')cw`13\6u8RGLv^ sBZDJH0l(;"
1,Xn:CUOK<[jxm@T2Y_]7WA&Mez},#k')cw`13\6u8RGLv^ sBZDJH0l(;,Xn:CUOK<[jxm@T2Y_]7WA&Mez}#k')cw`13\6u8RGLv^ sBZDJH0l(;
2,"Sp{y>bf=q!5Ea.g-i,rt","d|o$?F+h4N*V9""PQ/%~I","Sp{y>bf=q!5Ea.g-i,rtd|o$?F+h4N*V9""PQ/%~I"
3,#k')cw`13\6u8RG,Lv^ sBZDJH0l(;,#k')cw`13\6u8RGLv^ sBZDJH0l(;
4,Xn:CUOK<[jxm@T,2Y_]7WA&Mez},Xn:CUOK<[jxm@T2Y_]7WA&Mez}
5,d|o$?F+h4N,"*V9""PQ/%~I","d|o$?F+h4N*V9""PQ/%~I"
6,Sp{y>bf=q!5E,"a.g-i,rt","Sp{y>bf=q!5Ea.g-i,rt"
7,Lv^ s,BZDJH0l(;,Lv^ sBZDJH0l(;
8,#k')cw`1,3\6u8RG,#k')cw`13\6u8RG
9,2Y_],7WA&Mez},2Y_]7WA&Mez}
10,Xn:CUOK<,[jxm@T,Xn:CUOK<[jxm@T
11,"*V9""",PQ/%~I,"*V9""PQ/%~I"
12,d|o$,?F+h4N,d|o$?F+h4N
13,a.g-,"i,rt","a.g-i,rt"
14,BZDJH,0l(;,BZDJH0l(;
15,Sp{y>bf,=q!5E,Sp{y>bf=q!5E
16,Lv,^ s,Lv^ s
17,7WA,&Mez},7WA&Mez}
18,3\6u,8RG,3\6u8RG
19,#k'),cw`1,#k')cw`1
20,2Y,_],2Y_]
21,[jxm,@T,[jxm@T
22,*V,"9""","*V9"""
23,PQ/,%~I,PQ/%~I
24,Xn:,CUOK<,Xn:CUOK<
25,?F,+h4N,?F+h4N
26,"i,",rt,"i,rt"
27,d|,o$,d|o$
28,a.,g-,a.g-
29,BZ,DJH,BZDJH
30,Sp,{y>bf,Sp{y>bf
31,0l,(;,0l(;
32,=q,!5E,=q!5E
33,^, s,^ s
34,L,v,Lv
35,8R,G,8RG
36,cw,`1,cw`1
37,#k,'),#k')
38,3\,6u,3\6u
39,&Me,z},&Mez}
40,7,WA,7WA
41,_,],_]
42,2,Y,2Y
43,@,T,@T
44,9,"""","9"""
45,CU,OK<,CUOK<
46,PQ,/,PQ/
47,%,~I,%~I
48,+h4,N,+h4N
49,Xn,:,Xn:
50,[j,xm,[jxm
51,*,V,*V
52,?,F,?F
53,o,$,o$
54,d,|,d|
55,i,",","i,"
56,r,t,rt
57,g,-,g-
58,a,.,a.
59,=,q,=q
60,B,Z,BZ
61,!,5E,!5E
62,(,;,(;
63,DJ,H,DJH
64,0,l,0l
65,{y>b,f,{y>bf
66, ,s, s
67,S,p,Sp
68,c,w,cw
69,`,1,`1
70,6,u,6u
71,#,k,#k
72,8,R,8R
73,W,A,WA
74,',),')
75,z,},z}
76,&M,e,&Me
77,3,\,3\
78,X,n,Xn
79,+h,4,+h4
80,P,Q,PQ
81,OK,<,OK<
82,C,U,CU
83,x,m,xm
84,[,j,[j
85,~,I,~I
86,D,J,DJ
87,5,E,5E
88,{y>,b,{y>b
89,&,M,&M
90,O,K,OK
91,+,h,+h
92,{,y>,{y>
93,y,>,y>
