,left,right,combine
0,&R>:CYE=oxjD!vcn3+WS64@J08F#LB{)w,"X%(A1QbO?P5Z/tm;~q2l[ihk} speg`f$']<aT-VUIN*u|d.\zH79y^""_MK,rG","&R>:CYE=oxjD!vcn3+WS64@J08F#LB{)wX%(A1QbO?P5Z/tm;~q2l[ihk} speg`f$']<aT-VUIN*u|d.\zH79y^""_MK,rG"
1,X%(A1QbO?P5Z/tm;~q2l[i,"hk} speg`f$']<aT-VUIN*u|d.\zH79y^""_MK,rG","X%(A1QbO?P5Z/tm;~q2l[ihk} speg`f$']<aT-VUIN*u|d.\zH79y^""_MK,rG"
2,&R>:CYE=oxjD!v,cn3+WS64@J08F#LB{)w,&R>:CYE=oxjD!vcn3+WS64@J08F#LB{)w
3,hk} speg`f$']<aT-VUIN,"*u|d.\zH79y^""_MK,rG","hk} speg`f$']<aT-VUIN*u|d.\zH79y^""_MK,rG"
4,X%(A1QbO?P5,Z/tm;~q2l[i,X%(A1QbO?P5Z/tm;~q2l[i
5,cn3+WS64@J,08F#LB{)w,cn3+WS64@J08F#LB{)w
6,&R>:CY,E=oxjD!v,&R>:CYE=oxjD!v
7,*u|d.\zH7,"9y^""_MK,rG","*u|d.\zH79y^""_MK,rG"
8,hk} speg,`f$']<aT-VUIN,hk} speg`f$']<aT-VUIN
9,Z/tm;~q,2l[i,Z/tm;~q2l[i
10,08F#,LB{)w,08F#LB{)w
11,X%(A1Q,bO?P5,X%(A1QbO?P5
12,cn3+W,S64@J,cn3+WS64@J
13,E=ox,jD!v,E=oxjD!v
14,&R,>:CY,&R>:CY
15,"9y^""_M","K,rG","9y^""_MK,rG"
16,`f$']<a,T-VUIN,`f$']<aT-VUIN
17,*u|d.,\zH7,*u|d.\zH7
18,hk} ,speg,hk} speg
19,2l,[i,2l[i
20,Z/tm;,~q,Z/tm;~q
21,08,F#,08F#
22,X%(A,1Q,X%(A1Q
23,LB{,)w,LB{)w
24,bO?,P5,bO?P5
25,S64,@J,S64@J
26,>:,CY,>:CY
27,cn3,+W,cn3+W
28,E=,ox,E=ox
29,jD,!v,jD!v
30,&,R,&R
31,"K,r",G,"K,rG"
32,"9y^""",_M,"9y^""_M"
33,\z,H7,\zH7
34,*u|,d.,*u|d.
35,T-VU,IN,T-VUIN
36,`f$,']<a,`f$']<a
37,s,peg,speg
38,[,i,[i
39,hk}, ,hk} 
40,2,l,2l
41,~,q,~q
42,Z/tm,;,Z/tm;
43,S6,4,S64
44,),w,)w
45,LB,{,LB{
46,@,J,@J
47,F,#,F#
48,1,Q,1Q
49,0,8,08
50,P,5,P5
51,X%,(A,X%(A
52,b,O?,bO?
53,c,n3,cn3
54,j,D,jD
55,+,W,+W
56,o,x,ox
57,C,Y,CY
58,!,v,!v
59,>,:,>:
60,E,=,E=
61,T-V,U,T-VU
62,`f,$,`f$
63,I,N,IN
64,_,M,_M
65,']<,a,']<a
66,"K,",r,"K,r"
67,pe,g,peg
68,d,.,d.
69,9y^,"""","9y^"""
70,H,7,H7
71,\,z,\z
72,*u,|,*u|
73,h,k},hk}
74,(,A,(A
75,S,6,S6
76,L,B,LB
77,Z/t,m,Z/tm
78,X,%,X%
79,O,?,O?
80,n,3,n3
81,K,",","K,"
82,p,e,pe
83,*,u,*u
84,k,},k}
85,'],<,']<
86,T,-V,T-V
87,`,f,`f
88,9,y^,9y^
89,Z,/t,Z/t
90,/,t,/t
91,y,^,y^
92,-,V,-V
93,',],']
