,left,right,combine
0,kVDqdp}U~Zga;(\E51w06Mi8I+z]LNl_x4YuR'9Je.,"s^<Wb=)S|Ky3o#&%@*m?$vtF-7jBG[:/P,A rQO2nc>h`""T{f!CHX","kVDqdp}U~Zga;(\E51w06Mi8I+z]LNl_x4YuR'9Je.s^<Wb=)S|Ky3o#&%@*m?$vtF-7jBG[:/P,A rQO2nc>h`""T{f!CHX"
1,s^<Wb=)S|Ky3o#&%@*m?,"$vtF-7jBG[:/P,A rQO2nc>h`""T{f!CHX","s^<Wb=)S|Ky3o#&%@*m?$vtF-7jBG[:/P,A rQO2nc>h`""T{f!CHX"
2,kVDqdp}U~Zga;(\E51w0,6Mi8I+z]LNl_x4YuR'9Je.,kVDqdp}U~Zga;(\E51w06Mi8I+z]LNl_x4YuR'9Je.
3,$vtF-7jBG[:/,"P,A rQO2nc>h`""T{f!CHX","$vtF-7jBG[:/P,A rQO2nc>h`""T{f!CHX"
4,s^<Wb=)S,|Ky3o#&%@*m?,s^<Wb=)S|Ky3o#&%@*m?
5,6Mi8I+z]LNl,_x4YuR'9Je.,6Mi8I+z]LNl_x4YuR'9Je.
6,kVDqdp}U~,Zga;(\E51w0,kVDqdp}U~Zga;(\E51w0
7,"P,A rQO2","nc>h`""T{f!CHX","P,A rQO2nc>h`""T{f!CHX"
8,$vtF-7,jBG[:/,$vtF-7jBG[:/
9,|Ky3o#,&%@*m?,|Ky3o#&%@*m?
10,s^<W,b=)S,s^<Wb=)S
11,_x4YuR',9Je.,_x4YuR'9Je.
12,"nc>h`""T",{f!CHX,"nc>h`""T{f!CHX"
13,kVDq,dp}U~,kVDqdp}U~
14,Zga;(\,E51w0,Zga;(\E51w0
15,6Mi8I+z,]LNl,6Mi8I+z]LNl
16,"P,A", rQO2,"P,A rQO2"
17,jBG[,:/,jBG[:/
18,&%@,*m?,&%@*m?
19,|Ky,3o#,|Ky3o#
20,$vt,F-7,$vtF-7
21,b,=)S,b=)S
22,9J,e.,9Je.
23,s^,<W,s^<W
24,_x4Yu,R',_x4YuR'
25,Zga;,(\,Zga;(\
26,{f!C,HX,{f!CHX
27,]L,Nl,]LNl
28,d,p}U~,dp}U~
29,E51,w0,E51w0
30,kV,Dq,kVDq
31,nc>,"h`""T","nc>h`""T"
32,6M,i8I+z,6Mi8I+z
33, ,rQO2, rQO2
34,"P,",A,"P,A"
35,:,/,:/
36,&%,@,&%@
37,$,vt,$vt
38,jB,G[,jBG[
39,3o,#,3o#
40,|,Ky,|Ky
41,F,-7,F-7
42,*,m?,*m?
43,=,)S,=)S
44,<,W,<W
45,9,J,9J
46,e,.,e.
47,R,',R'
48,s,^,s^
49,_x4Y,u,_x4Yu
50,w,0,w0
51,{f!,C,{f!C
52,Zga,;,Zga;
53,],L,]L
54,n,c>,nc>
55,rQ,O2,rQO2
56,(,\,(\
57,k,V,kV
58,6,M,6M
59,h,"`""T","h`""T"
60,N,l,Nl
61,p,}U~,p}U~
62,D,q,Dq
63,H,X,HX
64,E,51,E51
65,i8I+,z,i8I+z
66,P,",","P,"
67,&,%,&%
68,),S,)S
69,v,t,vt
70,-,7,-7
71,3,o,3o
72,m,?,m?
73,j,B,jB
74,K,y,Ky
75,G,[,G[
76,Z,ga,Zga
77,O,2,O2
78,r,Q,rQ
79,c,>,c>
80,}U,~,}U~
81,`,"""T","`""T"
82,i8,I+,i8I+
83,5,1,51
84,_x,4Y,_x4Y
85,{f,!,{f!
86,{,f,{f
87,i,8,i8
88,g,a,ga
89,_,x,_x
90,I,+,I+
91,"""",T,"""T"
92,},U,}U
93,4,Y,4Y
