,left,right,combine
0,"lVdN[o{!XJK'B;P@GSnmk|RAt$ErY""bg>-ie%M_+Q?Z",",<4j\fa#W7^D28L)~uz/Cc9.H&6UTx]=q:31vs5wF`}(I0 *pOyh","lVdN[o{!XJK'B;P@GSnmk|RAt$ErY""bg>-ie%M_+Q?Z,<4j\fa#W7^D28L)~uz/Cc9.H&6UTx]=q:31vs5wF`}(I0 *pOyh"
1,",<4j\fa#W7^D28L)~uz/Cc9.H",&6UTx]=q:31vs5wF`}(I0 *pOyh,",<4j\fa#W7^D28L)~uz/Cc9.H&6UTx]=q:31vs5wF`}(I0 *pOyh"
2,lVdN[o{!XJK'B;P@GSn,"mk|RAt$ErY""bg>-ie%M_+Q?Z","lVdN[o{!XJK'B;P@GSnmk|RAt$ErY""bg>-ie%M_+Q?Z"
3,&6UTx]=q:31vs5,wF`}(I0 *pOyh,&6UTx]=q:31vs5wF`}(I0 *pOyh
4,",<4j\fa#W7",^D28L)~uz/Cc9.H,",<4j\fa#W7^D28L)~uz/Cc9.H"
5,"mk|RAt$ErY""",bg>-ie%M_+Q?Z,"mk|RAt$ErY""bg>-ie%M_+Q?Z"
6,lVdN[o{!,XJK'B;P@GSn,lVdN[o{!XJK'B;P@GSn
7,wF`}(,I0 *pOyh,wF`}(I0 *pOyh
8,&6UTx]=q,:31vs5,&6UTx]=q:31vs5
9,",<4j\",fa#W7,",<4j\fa#W7"
10,^D28L)~uz/,Cc9.H,^D28L)~uz/Cc9.H
11,bg>-,ie%M_+Q?Z,bg>-ie%M_+Q?Z
12,mk|RAt$,"ErY""","mk|RAt$ErY"""
13,XJK'B;,P@GSn,XJK'B;P@GSn
14,lVd,N[o{!,lVdN[o{!
15,I0 ,*pOyh,I0 *pOyh
16,wF,`}(,wF`}(
17,:31v,s5,:31vs5
18,Cc9,.H,Cc9.H
19,ie%,M_+Q?Z,ie%M_+Q?Z
20,&6UTx,]=q,&6UTx]=q
21,^D28L)~u,z/,^D28L)~uz/
22,fa#,W7,fa#W7
23,",<4",j\,",<4j\"
24,bg,>-,bg>-
25,Er,"Y""","ErY"""
26,mk|,RAt$,mk|RAt$
27,N[o,{!,N[o{!
28,P@,GSn,P@GSn
29,XJK',B;,XJK'B;
30,lV,d,lVd
31,*p,Oyh,*pOyh
32,`},(,`}(
33,I0, ,I0 
34,w,F,wF
35,s,5,s5
36,:31,v,:31v
37,M_,+Q?Z,M_+Q?Z
38,],=q,]=q
39,j,\,j\
40,^D2,8L)~u,^D28L)~u
41,W,7,W7
42,",",<4,",<4"
43,C,c9,Cc9
44,z,/,z/
45,.,H,.H
46,f,a#,fa#
47,i,e%,ie%
48,&6U,Tx,&6UTx
49,b,g,bg
50,Y,"""","Y"""
51,>,-,>-
52,B,;,B;
53,E,r,Er
54,{,!,{!
55,m,k|,mk|
56,RA,t$,RAt$
57,N,[o,N[o
58,XJ,K',XJK'
59,P,@,P@
60,G,Sn,GSn
61,`,},`}
62,I,0,I0
63,*,p,*p
64,Oy,h,Oyh
65,l,V,lV
66,c,9,c9
67,<,4,<4
68,T,x,Tx
69,e,%,e%
70,a,#,a#
71,&,6U,&6U
72,+Q?,Z,+Q?Z
73,=,q,=q
74,M,_,M_
75,8,L)~u,8L)~u
76,:3,1,:31
77,^,D2,^D2
78,[,o,[o
79,t,$,t$
80,X,J,XJ
81,R,A,RA
82,k,|,k|
83,K,',K'
84,S,n,Sn
85,O,y,Oy
86,6,U,6U
87,:,3,:3
88,D,2,D2
89,L),~u,L)~u
90,+Q,?,+Q?
91,+,Q,+Q
92,L,),L)
93,~,u,~u
