,left,right,combine
0,"nQsjU=PRF<+raNu,~EbXTDO?^Lo; 't:|0}!]","S7m6Ml{A)/qp5H2>""4G*ezh#Ky1-c$V&d8vIJgCw(9%BZkxYfWi`3[_\@.","nQsjU=PRF<+raNu,~EbXTDO?^Lo; 't:|0}!]S7m6Ml{A)/qp5H2>""4G*ezh#Ky1-c$V&d8vIJgCw(9%BZkxYfWi`3[_\@."
1,"S7m6Ml{A)/qp5H2>""4G*ez",h#Ky1-c$V&d8vIJgCw(9%BZkxYfWi`3[_\@.,"S7m6Ml{A)/qp5H2>""4G*ezh#Ky1-c$V&d8vIJgCw(9%BZkxYfWi`3[_\@."
2,"nQsjU=PRF<+raNu,~",EbXTDO?^Lo; 't:|0}!],"nQsjU=PRF<+raNu,~EbXTDO?^Lo; 't:|0}!]"
3,h#Ky1-c$V&d8,vIJgCw(9%BZkxYfWi`3[_\@.,h#Ky1-c$V&d8vIJgCw(9%BZkxYfWi`3[_\@.
4,S7m6Ml{A)/qp,"5H2>""4G*ez","S7m6Ml{A)/qp5H2>""4G*ez"
5,EbXTDO?^,Lo; 't:|0}!],EbXTDO?^Lo; 't:|0}!]
6,nQsjU=PRF<+,"raNu,~","nQsjU=PRF<+raNu,~"
7,vIJgCw(9%BZk,xYfWi`3[_\@.,vIJgCw(9%BZkxYfWi`3[_\@.
8,h#Ky,1-c$V&d8,h#Ky1-c$V&d8
9,S7m6Ml{,A)/qp,S7m6Ml{A)/qp
10,"5H2>""4",G*ez,"5H2>""4G*ez"
11,Lo; ,'t:|0}!],Lo; 't:|0}!]
12,EbXT,DO?^,EbXTDO?^
13,ra,"Nu,~","raNu,~"
14,vIJgCw(,9%BZk,vIJgCw(9%BZk
15,xYfWi`,3[_\@.,xYfWi`3[_\@.
16,nQsjU=,PRF<+,nQsjU=PRF<+
17,1-c,$V&d8,1-c$V&d8
18,h#,Ky,h#Ky
19,G*,ez,G*ez
20,'t:|,0}!],'t:|0}!]
21,A),/qp,A)/qp
22,5H,"2>""4","5H2>""4"
23,S7m6,Ml{,S7m6Ml{
24,Lo;, ,Lo; 
25,Eb,XT,EbXT
26,DO,?^,DO?^
27,Nu,",~","Nu,~"
28,r,a,ra
29,xYf,Wi`,xYfWi`
30,PR,F<+,PRF<+
31,3,[_\@.,3[_\@.
32,9%B,Zk,9%BZk
33,$V,&d8,$V&d8
34,nQs,jU=,nQsjU=
35,vIJgCw,(,vIJgCw(
36,1,-c,1-c
37,K,y,Ky
38,h,#,h#
39,0},!],0}!]
40,/,qp,/qp
41,Ml,{,Ml{
42,5,H,5H
43,'t,:|,'t:|
44,G,*,G*
45,S7,m6,S7m6
46,e,z,ez
47,A,),A)
48,2>,"""4","2>""4"
49,L,o;,Lo;
50,D,O,DO
51,N,u,Nu
52,?,^,?^
53,E,b,Eb
54,X,T,XT
55,",",~,",~"
56,9%,B,9%B
57,vIJ,gCw,vIJgCw
58,[_\@,.,[_\@.
59,F<,+,F<+
60,Wi,`,Wi`
61,jU,=,jU=
62,P,R,PR
63,Z,k,Zk
64,&d,8,&d8
65,nQ,s,nQs
66,$,V,$V
67,xY,f,xYf
68,-,c,-c
69,',t,'t
70,0,},0}
71,m,6,m6
72,2,>,2>
73,!,],!]
74,o,;,o;
75,"""",4,"""4"
76,:,|,:|
77,q,p,qp
78,M,l,Ml
79,S,7,S7
80,[_,\@,[_\@
81,j,U,jU
82,W,i,Wi
83,9,%,9%
84,F,<,F<
85,gC,w,gCw
86,n,Q,nQ
87,&,d,&d
88,x,Y,xY
89,vI,J,vIJ
90,v,I,vI
91,\,@,\@
92,g,C,gC
93,[,_,[_
