,left,right,combine
0,8{#|yX`%[<fqJ)EhD+taYQWP.oL_'TGl4pKMs,"kix@Z/2?5\6nI-=1ruR0&c$U]v("";^jCA9NgB7:wzS! 3~>*dbOVeF,Hm}","8{#|yX`%[<fqJ)EhD+taYQWP.oL_'TGl4pKMskix@Z/2?5\6nI-=1ruR0&c$U]v("";^jCA9NgB7:wzS! 3~>*dbOVeF,Hm}"
1,kix@Z/2?5\6nI-=1ruR0&c$U,"]v("";^jCA9NgB7:wzS! 3~>*dbOVeF,Hm}","kix@Z/2?5\6nI-=1ruR0&c$U]v("";^jCA9NgB7:wzS! 3~>*dbOVeF,Hm}"
2,8{#|yX`%[<fqJ)Eh,D+taYQWP.oL_'TGl4pKMs,8{#|yX`%[<fqJ)EhD+taYQWP.oL_'TGl4pKMs
3,"]v("";^jCA9NgB7:w","zS! 3~>*dbOVeF,Hm}","]v("";^jCA9NgB7:wzS! 3~>*dbOVeF,Hm}"
4,kix@Z/2?5\6n,I-=1ruR0&c$U,kix@Z/2?5\6nI-=1ruR0&c$U
5,D+taYQWP.,oL_'TGl4pKMs,D+taYQWP.oL_'TGl4pKMs
6,8{#|yX`,%[<fqJ)Eh,8{#|yX`%[<fqJ)Eh
7,zS! 3~,">*dbOVeF,Hm}","zS! 3~>*dbOVeF,Hm}"
8,"]v("";^jC",A9NgB7:w,"]v("";^jCA9NgB7:w"
9,I-=1ru,R0&c$U,I-=1ruR0&c$U
10,kix@Z,/2?5\6n,kix@Z/2?5\6n
11,oL_',TGl4pKMs,oL_'TGl4pKMs
12,D+taY,QWP.,D+taYQWP.
13,%[<fq,J)Eh,%[<fqJ)Eh
14,>*dbOV,"eF,Hm}",">*dbOVeF,Hm}"
15,8{#|,yX`,8{#|yX`
16,zS!, 3~,zS! 3~
17,A9Ng,B7:w,A9NgB7:w
18,"]v(""",;^jC,"]v("";^jC"
19,R0&,c$U,R0&c$U
20,I-=1,ru,I-=1ru
21,kix,@Z,kix@Z
22,TGl4p,KMs,TGl4pKMs
23,/2?5,\6n,/2?5\6n
24,oL,_',oL_'
25,QW,P.,QWP.
26,D+t,aY,D+taY
27,J),Eh,J)Eh
28,yX,`,yX`
29,>*db,OV,>*dbOV
30,%[<,fq,%[<fq
31,8{,#|,8{#|
32,"eF,",Hm},"eF,Hm}"
33, ,3~, 3~
34,zS,!,zS!
35,A9,Ng,A9Ng
36,;^,jC,;^jC
37,c,$U,c$U
38,]v,"(""","]v("""
39,B7,:w,B7:w
40,R,0&,R0&
41,r,u,ru
42,ki,x,kix
43,I-,=1,I-=1
44,TG,l4p,TGl4p
45,@,Z,@Z
46,/,2?5,/2?5
47,KM,s,KMs
48,\,6n,\6n
49,D,+t,D+t
50,Q,W,QW
51,o,L,oL
52,P,.,P.
53,a,Y,aY
54,_,',_'
55,E,h,Eh
56,8,{,8{
57,%[,<,%[<
58,#,|,#|
59,O,V,OV
60,f,q,fq
61,eF,",","eF,"
62,3,~,3~
63,J,),J)
64,>*d,b,>*db
65,Hm,},Hm}
66,y,X,yX
67,;,^,;^
68,N,g,Ng
69,z,S,zS
70,:,w,:w
71,0,&,0&
72,],v,]v
73,$,U,$U
74,B,7,B7
75,A,9,A9
76,j,C,jC
77,(,"""","("""
78,k,i,ki
79,l4,p,l4p
80,6,n,6n
81,T,G,TG
82,=,1,=1
83,2?,5,2?5
84,K,M,KM
85,I,-,I-
86,+,t,+t
87,e,F,eF
88,H,m,Hm
89,>*,d,>*d
90,%,[,%[
91,l,4,l4
92,2,?,2?
93,>,*,>*
