,left,right,combine
0,"vjm$Vn]3SPANMB%^EDhu}Tqd&@:84(iY!C,=)Q","fpg""ysoX~I*ba1Z#e6_[FzLKr/;0lW`?7JR25tHO{+'9c\x>U|w.< G-k","vjm$Vn]3SPANMB%^EDhu}Tqd&@:84(iY!C,=)Qfpg""ysoX~I*ba1Z#e6_[FzLKr/;0lW`?7JR25tHO{+'9c\x>U|w.< G-k"
1,"fpg""ysoX~I*ba1Z#e6_[FzLK",r/;0lW`?7JR25tHO{+'9c\x>U|w.< G-k,"fpg""ysoX~I*ba1Z#e6_[FzLKr/;0lW`?7JR25tHO{+'9c\x>U|w.< G-k"
2,vjm$Vn]3SPANMB%^EDhu}T,"qd&@:84(iY!C,=)Q","vjm$Vn]3SPANMB%^EDhu}Tqd&@:84(iY!C,=)Q"
3,r/;0lW`?7JR25t,HO{+'9c\x>U|w.< G-k,r/;0lW`?7JR25tHO{+'9c\x>U|w.< G-k
4,"fpg""ysoX~I*",ba1Z#e6_[FzLK,"fpg""ysoX~I*ba1Z#e6_[FzLK"
5,qd&@:84,"(iY!C,=)Q","qd&@:84(iY!C,=)Q"
6,vjm$Vn]3SPA,NMB%^EDhu}T,vjm$Vn]3SPANMB%^EDhu}T
7,HO{+'9c\x>U,|w.< G-k,HO{+'9c\x>U|w.< G-k
8,r/;0l,W`?7JR25t,r/;0lW`?7JR25t
9,"fpg""ys",oX~I*,"fpg""ysoX~I*"
10,ba1Z#e6,_[FzLK,ba1Z#e6_[FzLK
11,(iY,"!C,=)Q","(iY!C,=)Q"
12,NMB%^ED,hu}T,NMB%^EDhu}T
13,qd&,@:84,qd&@:84
14,vjm$Vn],3SPA,vjm$Vn]3SPA
15,W`?7J,R25t,W`?7JR25t
16,HO{+',9c\x>U,HO{+'9c\x>U
17,|w.<, G-k,|w.< G-k
18,r/;,0l,r/;0l
19,_[F,zLK,_[FzLK
20,"!C,",=)Q,"!C,=)Q"
21,oX~,I*,oX~I*
22,ba1Z,#e6,ba1Z#e6
23,fpg,"""ys","fpg""ys"
24,(,iY,(iY
25,@:,84,@:84
26,q,d&,qd&
27,NMB%^,ED,NMB%^ED
28,3S,PA,3SPA
29,hu,}T,hu}T
30,vjm$V,n],vjm$Vn]
31,W`,?7J,W`?7J
32,|w,.<,|w.<
33,9c\x,>U,9c\x>U
34,R2,5t,R25t
35,HO{,+',HO{+'
36, ,G-k, G-k
37,r,/;,r/;
38,0,l,0l
39,!,"C,","!C,"
40,zL,K,zLK
41,ba,1Z,ba1Z
42,_[,F,_[F
43,#e,6,#e6
44,=),Q,=)Q
45,"""y",s,"""ys"
46,fp,g,fpg
47,I,*,I*
48,oX,~,oX~
49,i,Y,iY
50,P,A,PA
51,d,&,d&
52,8,4,84
53,@,:,@:
54,},T,}T
55,3,S,3S
56,h,u,hu
57,NMB%,^,NMB%^
58,E,D,ED
59,n,],n]
60,W,`,W`
61,5,t,5t
62,|,w,|w
63,9,c\x,9c\x
64,vj,m$V,vjm$V
65,G,-k,G-k
66,>,U,>U
67,.,<,.<
68,?7,J,?7J
69,+,',+'
70,R,2,R2
71,HO,{,HO{
72,/,;,/;
73,_,[,_[
74,1,Z,1Z
75,z,L,zL
76,b,a,ba
77,f,p,fp
78,#,e,#e
79,o,X,oX
80,C,",","C,"
81,"""",y,"""y"
82,=,),=)
83,N,MB%,NMB%
84,c,\x,c\x
85,?,7,?7
86,-,k,-k
87,H,O,HO
88,m,$V,m$V
89,v,j,vj
90,M,B%,MB%
91,B,%,B%
92,$,V,$V
93,\,x,\x
