,left,right,combine
0,j#+2F(]g{|DBIvw-uEGnOx\ l~d5p:q._,"PZ9JSV?7Y^<RMHsQ'`i,@bAC!3&zX1U$a08=46""%)[}ec/o;rh*fmKNyL>WTkt","j#+2F(]g{|DBIvw-uEGnOx\ l~d5p:q._PZ9JSV?7Y^<RMHsQ'`i,@bAC!3&zX1U$a08=46""%)[}ec/o;rh*fmKNyL>WTkt"
1,"PZ9JSV?7Y^<RMHsQ'`i,@bA","C!3&zX1U$a08=46""%)[}ec/o;rh*fmKNyL>WTkt","PZ9JSV?7Y^<RMHsQ'`i,@bAC!3&zX1U$a08=46""%)[}ec/o;rh*fmKNyL>WTkt"
2,j#+2F(]g{|DBIv,w-uEGnOx\ l~d5p:q._,j#+2F(]g{|DBIvw-uEGnOx\ l~d5p:q._
3,"C!3&zX1U$a08=46""%)[",}ec/o;rh*fmKNyL>WTkt,"C!3&zX1U$a08=46""%)[}ec/o;rh*fmKNyL>WTkt"
4,PZ9JSV?7Y^,"<RMHsQ'`i,@bA","PZ9JSV?7Y^<RMHsQ'`i,@bA"
5,w-uEGnOx\, l~d5p:q._,w-uEGnOx\ l~d5p:q._
6,j#+2F(],g{|DBIv,j#+2F(]g{|DBIv
7,}ec/o;rh*f,mKNyL>WTkt,}ec/o;rh*fmKNyL>WTkt
8,C!3&zX1U,"$a08=46""%)[","C!3&zX1U$a08=46""%)["
9,<RMHsQ',"`i,@bA","<RMHsQ'`i,@bA"
10,PZ9JSV,?7Y^,PZ9JSV?7Y^
11, l~d,5p:q._, l~d5p:q._
12,w-uEG,nOx\,w-uEGnOx\
13,g{|,DBIv,g{|DBIv
14,j#+,2F(],j#+2F(]
15,$a0,"8=46""%)[","$a08=46""%)["
16,}ec/o;r,h*f,}ec/o;rh*f
17,mKNyL>,WTkt,mKNyL>WTkt
18,C!3&,zX1U,C!3&zX1U
19,"`i,",@bA,"`i,@bA"
20,PZ9J,SV,PZ9JSV
21,?7,Y^,?7Y^
22,<RMHs,Q',<RMHsQ'
23,5p:,q._,5p:q._
24, ,l~d, l~d
25,n,Ox\,nOx\
26,DB,Iv,DBIv
27,2F,(],2F(]
28,w-,uEG,w-uEG
29,g,{|,g{|
30,j#,+,j#+
31,8=46,"""%)[","8=46""%)["
32,W,Tkt,WTkt
33,$,a0,$a0
34,}ec/,o;r,}ec/o;r
35,mKN,yL>,mKNyL>
36,h*,f,h*f
37,z,X1U,zX1U
38,C,!3&,C!3&
39,@b,A,@bA
40,`i,",","`i,"
41,Q,',Q'
42,Y,^,Y^
43,?,7,?7
44,5p,:,5p:
45,<RMH,s,<RMHs
46,S,V,SV
47,l~,d,l~d
48,q,._,q._
49,PZ,9J,PZ9J
50,O,x\,Ox\
51,uE,G,uEG
52,I,v,Iv
53,(,],(]
54,w,-,w-
55,{,|,{|
56,2,F,2F
57,D,B,DB
58,j,#,j#
59,m,KN,mKN
60,}ec,/,}ec/
61,8,=46,8=46
62,Tk,t,Tkt
63,"""%)",[,"""%)["
64,X1,U,X1U
65,a,0,a0
66,yL,>,yL>
67,o;,r,o;r
68,h,*,h*
69,!,3&,!3&
70,5,p,5p
71,<RM,H,<RMH
72,`,i,`i
73,P,Z,PZ
74,@,b,@b
75,.,_,._
76,l,~,l~
77,9,J,9J
78,x,\,x\
79,u,E,uE
80,o,;,o;
81,K,N,KN
82,3,&,3&
83,y,L,yL
84,T,k,Tk
85,X,1,X1
86,}e,c,}ec
87,"""%",),"""%)"
88,=4,6,=46
89,<,RM,<RM
90,R,M,RM
91,},e,}e
92,"""",%,"""%"
93,=,4,=4
