,left,right,combine
0,"D9{:%~(zK+t=d7;isBVZFJ`LCnl@""Ep 6k","cgv>.fy-/Ah#]Q?r4Wxu2Y0|*aH<w)jPN\O,5bS&ome!}q'^GMU8TX$_I[1R3","D9{:%~(zK+t=d7;isBVZFJ`LCnl@""Ep 6kcgv>.fy-/Ah#]Q?r4Wxu2Y0|*aH<w)jPN\O,5bS&ome!}q'^GMU8TX$_I[1R3"
1,cgv>.fy-/Ah#]Q?r4Wxu2Y0|*aH,"<w)jPN\O,5bS&ome!}q'^GMU8TX$_I[1R3","cgv>.fy-/Ah#]Q?r4Wxu2Y0|*aH<w)jPN\O,5bS&ome!}q'^GMU8TX$_I[1R3"
2,D9{:%~(zK+t=d7,";isBVZFJ`LCnl@""Ep 6k","D9{:%~(zK+t=d7;isBVZFJ`LCnl@""Ep 6k"
3,"<w)jPN\O,5bS&ome!}",q'^GMU8TX$_I[1R3,"<w)jPN\O,5bS&ome!}q'^GMU8TX$_I[1R3"
4,cgv>.fy-/,Ah#]Q?r4Wxu2Y0|*aH,cgv>.fy-/Ah#]Q?r4Wxu2Y0|*aH
5,;isBVZFJ`LCn,"l@""Ep 6k",";isBVZFJ`LCnl@""Ep 6k"
6,D9{:%~(,zK+t=d7,D9{:%~(zK+t=d7
7,q'^GMU8T,X$_I[1R3,q'^GMU8TX$_I[1R3
8,Ah#]Q?r4Wx,u2Y0|*aH,Ah#]Q?r4Wxu2Y0|*aH
9,"<w)jPN\O,5b",S&ome!},"<w)jPN\O,5bS&ome!}"
10,cgv>.,fy-/,cgv>.fy-/
11,"l@""Ep", 6k,"l@""Ep 6k"
12,;isBVZ,FJ`LCn,;isBVZFJ`LCn
13,zK+,t=d7,zK+t=d7
14,X$_I,[1R3,X$_I[1R3
15,D9{,:%~(,D9{:%~(
16,q',^GMU8T,q'^GMU8T
17,<w)jPN\O,",5b","<w)jPN\O,5b"
18,u2Y0,|*aH,u2Y0|*aH
19,Ah#],Q?r4Wx,Ah#]Q?r4Wx
20,S&,ome!},S&ome!}
21,fy,-/,fy-/
22,cgv,>.,cgv>.
23, ,6k, 6k
24,;i,sBVZ,;isBVZ
25,FJ`,LCn,FJ`LCn
26,"l@""",Ep,"l@""Ep"
27,t=d,7,t=d7
28,zK,+,zK+
29,D,9{,D9{
30,X$,_I,X$_I
31,:%,~(,:%~(
32,[1,R3,[1R3
33,q,',q'
34,^,GMU8T,^GMU8T
35,Q?r4,Wx,Q?r4Wx
36,S,&,S&
37,Ah,#],Ah#]
38,<w)j,PN\O,<w)jPN\O
39,u2,Y0,u2Y0
40,ome,!},ome!}
41,",5",b,",5b"
42,|*,aH,|*aH
43,>,.,>.
44,c,gv,cgv
45,6,k,6k
46,f,y,fy
47,-,/,-/
48,sB,VZ,sBVZ
49,LC,n,LCn
50,;,i,;i
51,l@,"""","l@"""
52,E,p,Ep
53,F,J`,FJ`
54,t,=d,t=d
55,z,K,zK
56,_,I,_I
57,R,3,R3
58,~,(,~(
59,[,1,[1
60,X,$,X$
61,:,%,:%
62,9,{,9{
63,GMU8,T,GMU8T
64,",",5,",5"
65,W,x,Wx
66,Q?,r4,Q?r4
67,!,},!}
68,Y,0,Y0
69,#,],#]
70,|,*,|*
71,<,w)j,<w)j
72,a,H,aH
73,u,2,u2
74,o,me,ome
75,P,N\O,PN\O
76,A,h,Ah
77,g,v,gv
78,=,d,=d
79,L,C,LC
80,V,Z,VZ
81,J,`,J`
82,s,B,sB
83,l,@,l@
84,w),j,w)j
85,r,4,r4
86,m,e,me
87,Q,?,Q?
88,GM,U8,GMU8
89,N\,O,N\O
90,N,\,N\
91,w,),w)
92,U,8,U8
93,G,M,GM
