,left,right,combine
0,uXxf?H+EjGe$i1O4J 7zg9vhSFNL5A{!oDpU)8,"Z}~;][3-PwKa,2&t'l:ncmI%MW@r*dTY6<q\y""^s(#>b.=V0B/Q`_|RCk","uXxf?H+EjGe$i1O4J 7zg9vhSFNL5A{!oDpU)8Z}~;][3-PwKa,2&t'l:ncmI%MW@r*dTY6<q\y""^s(#>b.=V0B/Q`_|RCk"
1,"Z}~;][3-PwKa,2&t'l:ncmI%MW","@r*dTY6<q\y""^s(#>b.=V0B/Q`_|RCk","Z}~;][3-PwKa,2&t'l:ncmI%MW@r*dTY6<q\y""^s(#>b.=V0B/Q`_|RCk"
2,uXxf?H+EjGe$i1O4J ,7zg9vhSFNL5A{!oDpU)8,uXxf?H+EjGe$i1O4J 7zg9vhSFNL5A{!oDpU)8
3,"@r*dTY6<q\y""^s",(#>b.=V0B/Q`_|RCk,"@r*dTY6<q\y""^s(#>b.=V0B/Q`_|RCk"
4,"Z}~;][3-PwKa,2&t'",l:ncmI%MW,"Z}~;][3-PwKa,2&t'l:ncmI%MW"
5,7zg9vhSFN,L5A{!oDpU)8,7zg9vhSFNL5A{!oDpU)8
6,uXxf?H+E,jGe$i1O4J ,uXxf?H+EjGe$i1O4J 
7,(#>b.=V0,B/Q`_|RCk,(#>b.=V0B/Q`_|RCk
8,@r*dTY6,"<q\y""^s","@r*dTY6<q\y""^s"
9,l:nc,mI%MW,l:ncmI%MW
10,Z}~;][3-P,"wKa,2&t'","Z}~;][3-PwKa,2&t'"
11,L5A{,!oDpU)8,L5A{!oDpU)8
12,7zg9,vhSFN,7zg9vhSFN
13,jGe$i1,O4J ,jGe$i1O4J 
14,B/Q`_,|RCk,B/Q`_|RCk
15,uXxf,?H+E,uXxf?H+E
16,(#,>b.=V0,(#>b.=V0
17,<q\y,"""^s","<q\y""^s"
18,@r*d,TY6,@r*dTY6
19,mI,%MW,mI%MW
20,l:,nc,l:nc
21,"wKa,2&",t',"wKa,2&t'"
22,!oDp,U)8,!oDpU)8
23,L5,A{,L5A{
24,Z}~;,][3-P,Z}~;][3-P
25,vh,SFN,vhSFN
26,7z,g9,7zg9
27,O4,J ,O4J 
28,jGe,$i1,jGe$i1
29,B/,Q`_,B/Q`_
30,>b.,=V0,>b.=V0
31,?H,+E,?H+E
32,uX,xf,uXxf
33,|R,Ck,|RCk
34,(,#,(#
35,"""",^s,"""^s"
36,@r,*d,@r*d
37,<q,\y,<q\y
38,T,Y6,TY6
39,%M,W,%MW
40,t,',t'
41,n,c,nc
42,l,:,l:
43,m,I,mI
44,U,)8,U)8
45,Z},~;,Z}~;
46,],[3-P,][3-P
47,L,5,L5
48,!o,Dp,!oDp
49,wK,"a,2&","wKa,2&"
50,A,{,A{
51,S,FN,SFN
52,g,9,g9
53,$i,1,$i1
54,J, ,J 
55,7,z,7z
56,O,4,O4
57,v,h,vh
58,jG,e,jGe
59,u,X,uX
60,=V,0,=V0
61,+,E,+E
62,|,R,|R
63,Q`,_,Q`_
64,B,/,B/
65,?,H,?H
66,x,f,xf
67,C,k,Ck
68,>b,.,>b.
69,@,r,@r
70,^,s,^s
71,\,y,\y
72,%,M,%M
73,Y,6,Y6
74,*,d,*d
75,<,q,<q
76,),8,)8
77,Z,},Z}
78,F,N,FN
79,D,p,Dp
80,~,;,~;
81,"a,2",&,"a,2&"
82,[3,-P,[3-P
83,!,o,!o
84,w,K,wK
85,$,i,$i
86,Q,`,Q`
87,=,V,=V
88,>,b,>b
89,j,G,jG
90,-,P,-P
91,[,3,[3
92,"a,",2,"a,2"
93,a,",","a,"
