,left,right,combine
0,"5%NCi@'-eg7J0*S^""LlBQOsm9v.u]o$2!|nD=\","k,;&A6f`>#qRzHyYWXF?<w~{}rpd)bM3U:IxVT4E8jZt1P+(cK[Ga_/h ","5%NCi@'-eg7J0*S^""LlBQOsm9v.u]o$2!|nD=\k,;&A6f`>#qRzHyYWXF?<w~{}rpd)bM3U:IxVT4E8jZt1P+(cK[Ga_/h "
1,"k,;&A6f`>#qRzHyYWXF?<w~{}r",pd)bM3U:IxVT4E8jZt1P+(cK[Ga_/h ,"k,;&A6f`>#qRzHyYWXF?<w~{}rpd)bM3U:IxVT4E8jZt1P+(cK[Ga_/h "
2,5%NCi@'-eg7J0*S^,"""LlBQOsm9v.u]o$2!|nD=\","5%NCi@'-eg7J0*S^""LlBQOsm9v.u]o$2!|nD=\"
3,pd)bM3U:IxVT4E8jZ,t1P+(cK[Ga_/h ,pd)bM3U:IxVT4E8jZt1P+(cK[Ga_/h 
4,"k,;&A6f`>#q",RzHyYWXF?<w~{}r,"k,;&A6f`>#qRzHyYWXF?<w~{}r"
5,"""LlBQOsm9v.u",]o$2!|nD=\,"""LlBQOsm9v.u]o$2!|nD=\"
6,5%NCi@',-eg7J0*S^,5%NCi@'-eg7J0*S^
7,t1P+(cK[G,a_/h ,t1P+(cK[Ga_/h 
8,pd)bM3U:,IxVT4E8jZ,pd)bM3U:IxVT4E8jZ
9,RzHy,YWXF?<w~{}r,RzHyYWXF?<w~{}r
10,"k,;&A6",f`>#q,"k,;&A6f`>#q"
11,]o$2!,|nD=\,]o$2!|nD=\
12,"""LlB",QOsm9v.u,"""LlBQOsm9v.u"
13,-eg7,J0*S^,-eg7J0*S^
14,5%NC,i@',5%NCi@'
15,a_,/h ,a_/h 
16,pd)b,M3U:,pd)bM3U:
17,IxVT4,E8jZ,IxVT4E8jZ
18,t1P,+(cK[G,t1P+(cK[G
19,YWXF?<,w~{}r,YWXF?<w~{}r
20,Rz,Hy,RzHy
21,f`>,#q,f`>#q
22,"k,;",&A6,"k,;&A6"
23,|n,D=\,|nD=\
24,QOsm9,v.u,QOsm9v.u
25,]o$,2!,]o$2!
26,"""",LlB,"""LlB"
27,J0,*S^,J0*S^
28,-e,g7,-eg7
29,5%,NC,5%NC
30,i@,',i@'
31,/h, ,/h 
32,a,_,a_
33,w~{,}r,w~{}r
34,Ix,VT4,IxVT4
35,M3,U:,M3U:
36,+(,cK[G,+(cK[G
37,pd),b,pd)b
38,E8,jZ,E8jZ
39,t,1P,t1P
40,Y,WXF?<,YWXF?<
41,H,y,Hy
42,#,q,#q
43,R,z,Rz
44,D=,\,D=\
45,"k,",;,"k,;"
46,Ll,B,LlB
47,v,.u,v.u
48,]o,$,]o$
49,|,n,|n
50,f,`>,f`>
51,&,A6,&A6
52,Q,Osm9,QOsm9
53,2,!,2!
54,*,S^,*S^
55,-,e,-e
56,g,7,g7
57,5,%,5%
58,i,@,i@
59,N,C,NC
60,J,0,J0
61,/,h,/h
62,cK,[G,cK[G
63,},r,}r
64,U,:,U:
65,j,Z,jZ
66,p,d),pd)
67,I,x,Ix
68,W,XF?<,WXF?<
69,E,8,E8
70,+,(,+(
71,M,3,M3
72,w,~{,w~{
73,1,P,1P
74,VT,4,VT4
75,A,6,A6
76,Osm,9,Osm9
77,D,=,D=
78,.,u,.u
79,`,>,`>
80,k,",","k,"
81,],o,]o
82,S,^,S^
83,L,l,Ll
84,[,G,[G
85,V,T,VT
86,c,K,cK
87,d,),d)
88,XF,?<,XF?<
89,~,{,~{
90,O,sm,Osm
91,s,m,sm
92,X,F,XF
93,?,<,?<
