,left,right,combine
0,~2U15{urz*YO0!ic3ZKM&f[WS]n9%`-GoX4jtDlVp?,"mg.}Eeks>^CJ)PAF|+Hy\/v6bT($7dwN#x@_Q=8a:I;hBRL<""q,' ","~2U15{urz*YO0!ic3ZKM&f[WS]n9%`-GoX4jtDlVp?mg.}Eeks>^CJ)PAF|+Hy\/v6bT($7dwN#x@_Q=8a:I;hBRL<""q,' "
1,mg.}Eeks>^CJ)PAF|+Hy\/v6,"bT($7dwN#x@_Q=8a:I;hBRL<""q,' ","mg.}Eeks>^CJ)PAF|+Hy\/v6bT($7dwN#x@_Q=8a:I;hBRL<""q,' "
2,~2U15{urz*YO0!ic3ZK,M&f[WS]n9%`-GoX4jtDlVp?,~2U15{urz*YO0!ic3ZKM&f[WS]n9%`-GoX4jtDlVp?
3,bT($7dwN#x@_Q=,"8a:I;hBRL<""q,' ","bT($7dwN#x@_Q=8a:I;hBRL<""q,' "
4,mg.}Eeks>^C,J)PAF|+Hy\/v6,mg.}Eeks>^CJ)PAF|+Hy\/v6
5,M&f[WS]n9%`-Go,X4jtDlVp?,M&f[WS]n9%`-GoX4jtDlVp?
6,~2U15{urz,*YO0!ic3ZK,~2U15{urz*YO0!ic3ZK
7,8a:I;hBRL,"<""q,' ","8a:I;hBRL<""q,' "
8,bT($7dwN,#x@_Q=,bT($7dwN#x@_Q=
9,J)PAF|+,Hy\/v6,J)PAF|+Hy\/v6
10,mg.}E,eks>^C,mg.}Eeks>^C
11,X4jtD,lVp?,X4jtDlVp?
12,~2U1,5{urz,~2U15{urz
13,*YO0!,ic3ZK,*YO0!ic3ZK
14,M&f[WS],n9%`-Go,M&f[WS]n9%`-Go
15,"<""q",",' ","<""q,' "
16,8a:I,;hBRL,8a:I;hBRL
17,#x,@_Q=,#x@_Q=
18,J)PAF,|+,J)PAF|+
19,eks,>^C,eks>^C
20,bT($,7dwN,bT($7dwN
21,Hy\,/v6,Hy\/v6
22,mg,.}E,mg.}E
23,lV,p?,lVp?
24,X4j,tD,X4jtD
25,*Y,O0!,*YO0!
26,5{,urz,5{urz
27,ic,3ZK,ic3ZK
28,M&f,[WS],M&f[WS]
29,n9%`-,Go,n9%`-Go
30,~2,U1,~2U1
31,",'", ,",' "
32,8a,:I,8a:I
33,;hB,RL,;hBRL
34,@_,Q=,@_Q=
35,<,"""q","<""q"
36,#,x,#x
37,e,ks,eks
38,bT,($,bT($
39,/,v6,/v6
40,7dw,N,7dwN
41,|,+,|+
42,>,^C,>^C
43,Hy,\,Hy\
44,J)P,AF,J)PAF
45,.,}E,.}E
46,l,V,lV
47,t,D,tD
48,m,g,mg
49,p,?,p?
50,X4,j,X4j
51,i,c,ic
52,*,Y,*Y
53,O0,!,O0!
54,u,rz,urz
55,[W,S],[WS]
56,n,9%`-,n9%`-
57,U,1,U1
58,~,2,~2
59,5,{,5{
60,M&,f,M&f
61,3,ZK,3ZK
62,G,o,Go
63,;h,B,;hB
64,",",',",'"
65,R,L,RL
66,Q,=,Q=
67,"""",q,"""q"
68,@,_,@_
69,:,I,:I
70,8,a,8a
71,b,T,bT
72,},E,}E
73,A,F,AF
74,(,$,($
75,7d,w,7dw
76,^,C,^C
77,H,y,Hy
78,k,s,ks
79,v,6,v6
80,J),P,J)P
81,S,],S]
82,X,4,X4
83,r,z,rz
84,Z,K,ZK
85,[,W,[W
86,9,%`-,9%`-
87,M,&,M&
88,O,0,O0
89,;,h,;h
90,7,d,7d
91,J,),J)
92,%,`-,%`-
93,`,-,`-
