,left,right,combine
0,zqRV(gMo!=Sdp Hxf9r2U#B*0E>_b:`1D3\)ki,"P]aOu$Av+-~T,jtlJhG5C^c<;7FZ'Qm6N""|wX@[WI8eK&}sn/%4?.y{LY","zqRV(gMo!=Sdp Hxf9r2U#B*0E>_b:`1D3\)kiP]aOu$Av+-~T,jtlJhG5C^c<;7FZ'Qm6N""|wX@[WI8eK&}sn/%4?.y{LY"
1,"P]aOu$Av+-~T,jtlJhG5C^c<;7F","Z'Qm6N""|wX@[WI8eK&}sn/%4?.y{LY","P]aOu$Av+-~T,jtlJhG5C^c<;7FZ'Qm6N""|wX@[WI8eK&}sn/%4?.y{LY"
2,zqRV(gMo!=Sdp Hx,f9r2U#B*0E>_b:`1D3\)ki,zqRV(gMo!=Sdp Hxf9r2U#B*0E>_b:`1D3\)ki
3,"Z'Qm6N""|wX@[WI8",eK&}sn/%4?.y{LY,"Z'Qm6N""|wX@[WI8eK&}sn/%4?.y{LY"
4,P]aOu$Av+,"-~T,jtlJhG5C^c<;7F","P]aOu$Av+-~T,jtlJhG5C^c<;7F"
5,f9r2U#B*0E>,_b:`1D3\)ki,f9r2U#B*0E>_b:`1D3\)ki
6,zqRV(gMo,!=Sdp Hx,zqRV(gMo!=Sdp Hx
7,eK&}sn/,%4?.y{LY,eK&}sn/%4?.y{LY
8,"-~T,jt",lJhG5C^c<;7F,"-~T,jtlJhG5C^c<;7F"
9,Z'Qm6N,"""|wX@[WI8","Z'Qm6N""|wX@[WI8"
10,P]aO,u$Av+,P]aOu$Av+
11,_b:`1D,3\)ki,_b:`1D3\)ki
12,f9r2U,#B*0E>,f9r2U#B*0E>
13,!=Sdp, Hx,!=Sdp Hx
14,%4?.,y{LY,%4?.y{LY
15,zqRV,(gMo,zqRV(gMo
16,eK&},sn/,eK&}sn/
17,Z'Qm,6N,Z'Qm6N
18,lJh,G5C^c<;7F,lJhG5C^c<;7F
19,"-~T,",jt,"-~T,jt"
20,"""|wX",@[WI8,"""|wX@[WI8"
21,u$,Av+,u$Av+
22,P],aO,P]aO
23,3\),ki,3\)ki
24,#B*0,E>,#B*0E>
25,f9,r2U,f9r2U
26,_b,:`1D,_b:`1D
27, ,Hx, Hx
28,y{,LY,y{LY
29,(g,Mo,(gMo
30,%4,?.,%4?.
31,zq,RV,zqRV
32,!=S,dp,!=Sdp
33,s,n/,sn/
34,eK,&},eK&}
35,j,t,jt
36,"""|",wX,"""|wX"
37,6,N,6N
38,Z',Qm,Z'Qm
39,-,"~T,","-~T,"
40,@[,WI8,@[WI8
41,l,Jh,lJh
42,G5C^c,<;7F,G5C^c<;7F
43,A,v+,Av+
44,u,$,u$
45,a,O,aO
46,P,],P]
47,k,i,ki
48,3,\),3\)
49,H,x,Hx
50,f,9,f9
51,E,>,E>
52,:`,1D,:`1D
53,r2,U,r2U
54,#B,*0,#B*0
55,_,b,_b
56,%,4,%4
57,!,=S,!=S
58,y,{,y{
59,z,q,zq
60,(,g,(g
61,d,p,dp
62,L,Y,LY
63,?,.,?.
64,R,V,RV
65,n,/,n/
66,M,o,Mo
67,&,},&}
68,~T,",","~T,"
69,e,K,eK
70,Z,',Z'
71,@,[,@[
72,G5,C^c,G5C^c
73,J,h,Jh
74,"""",|,"""|"
75,W,I8,WI8
76,Q,m,Qm
77,w,X,wX
78,<;7,F,<;7F
79,v,+,v+
80,1,D,1D
81,:,`,:`
82,r,2,r2
83,*,0,*0
84,\,),\)
85,#,B,#B
86,=,S,=S
87,~,T,~T
88,I,8,I8
89,G,5,G5
90,C^,c,C^c
91,<;,7,<;7
92,<,;,<;
93,C,^,C^
