,left,right,combine
0,"?,}|/$@nYy (4xo<W#b9dJe""AR25`pi10EfaV",Q].&tMPm-jF;8DCg3w:!%67THU'=G+IS{>)vO_^[u~\scNhL*zKlXZBrkq,"?,}|/$@nYy (4xo<W#b9dJe""AR25`pi10EfaVQ].&tMPm-jF;8DCg3w:!%67THU'=G+IS{>)vO_^[u~\scNhL*zKlXZBrkq"
1,Q].&tMPm-jF;8DCg3w:!%67TH,U'=G+IS{>)vO_^[u~\scNhL*zKlXZBrkq,Q].&tMPm-jF;8DCg3w:!%67THU'=G+IS{>)vO_^[u~\scNhL*zKlXZBrkq
2,"?,}|/$@nYy (4xo<","W#b9dJe""AR25`pi10EfaV","?,}|/$@nYy (4xo<W#b9dJe""AR25`pi10EfaV"
3,U'=G+IS{>)vO_^[u~,\scNhL*zKlXZBrkq,U'=G+IS{>)vO_^[u~\scNhL*zKlXZBrkq
4,Q].&tMPm-,jF;8DCg3w:!%67TH,Q].&tMPm-jF;8DCg3w:!%67TH
5,"W#b9dJe""AR25`",pi10EfaV,"W#b9dJe""AR25`pi10EfaV"
6,"?,}|/$@n",Yy (4xo<,"?,}|/$@nYy (4xo<"
7,\scNhL*z,KlXZBrkq,\scNhL*zKlXZBrkq
8,U'=G+IS{>,)vO_^[u~,U'=G+IS{>)vO_^[u~
9,jF;8DC,g3w:!%67TH,jF;8DCg3w:!%67TH
10,Q].&,tMPm-,Q].&tMPm-
11,pi10E,faV,pi10EfaV
12,W#b9dJe,"""AR25`","W#b9dJe""AR25`"
13,Yy ,(4xo<,Yy (4xo<
14,KlXZ,Brkq,KlXZBrkq
15,"?,}|",/$@n,"?,}|/$@n"
16,\scNh,L*z,\scNhL*z
17,g3w:!,%67TH,g3w:!%67TH
18,)vO_,^[u~,)vO_^[u~
19,U'=G,+IS{>,U'=G+IS{>
20,jF,;8DC,jF;8DC
21,Q],.&,Q].&
22,tMP,m-,tMPm-
23,fa,V,faV
24,"""AR2",5`,"""AR25`"
25,W#b9d,Je,W#b9dJe
26,pi,10E,pi10E
27,(,4xo<,(4xo<
28,Yy, ,Yy 
29,/$,@n,/$@n
30,"?,",}|,"?,}|"
31,Kl,XZ,KlXZ
32,Br,kq,Brkq
33,L,*z,L*z
34,\sc,Nh,\scNh
35,g3,w:!,g3w:!
36,),vO_,)vO_
37,;8,DC,;8DC
38,^[,u~,^[u~
39,+I,S{>,+IS{>
40,%67T,H,%67TH
41,U,'=G,U'=G
42,.,&,.&
43,tM,P,tMP
44,m,-,m-
45,j,F,jF
46,Q,],Q]
47,f,a,fa
48,J,e,Je
49,10,E,10E
50,p,i,pi
51,W,#b9d,W#b9d
52,"""A",R2,"""AR2"
53,4x,o<,4xo<
54,5,`,5`
55,*,z,*z
56,X,Z,XZ
57,k,q,kq
58,/,$,/$
59,?,",","?,"
60,@,n,@n
61,B,r,Br
62,K,l,Kl
63,Y,y,Yy
64,},|,}|
65,N,h,Nh
66,S,{>,S{>
67,'=,G,'=G
68,^,[,^[
69,w:,!,w:!
70,D,C,DC
71,+,I,+I
72,g,3,g3
73,vO,_,vO_
74,%,67T,%67T
75,;,8,;8
76,u,~,u~
77,\s,c,\sc
78,t,M,tM
79,1,0,10
80,o,<,o<
81,#b9,d,#b9d
82,4,x,4x
83,R,2,R2
84,"""",A,"""A"
85,67,T,67T
86,\,s,\s
87,{,>,{>
88,',=,'=
89,w,:,w:
90,v,O,vO
91,#,b9,#b9
92,b,9,b9
93,6,7,67
