,left,right,combine
0," _B51yMv$mgWO=bDA0/ed}olRE@qFsY;J+%&p>*{un,""Xw:",Nt(.|zPxHU[)I~89hf`K'-^\G?#!TLrZa7]4i62<kCcQVS3j," _B51yMv$mgWO=bDA0/ed}olRE@qFsY;J+%&p>*{un,""Xw:Nt(.|zPxHU[)I~89hf`K'-^\G?#!TLrZa7]4i62<kCcQVS3j"
1,Nt(.|zPxHU[)I~89hf`K'-^,\G?#!TLrZa7]4i62<kCcQVS3j,Nt(.|zPxHU[)I~89hf`K'-^\G?#!TLrZa7]4i62<kCcQVS3j
2, _B51yMv$mgWO=bDA0/ed}olR,"E@qFsY;J+%&p>*{un,""Xw:"," _B51yMv$mgWO=bDA0/ed}olRE@qFsY;J+%&p>*{un,""Xw:"
3,\G?#!TLrZa7]4,i62<kCcQVS3j,\G?#!TLrZa7]4i62<kCcQVS3j
4,Nt(.|zPxHU,[)I~89hf`K'-^,Nt(.|zPxHU[)I~89hf`K'-^
5,E@qFsY;J+%,"&p>*{un,""Xw:","E@qFsY;J+%&p>*{un,""Xw:"
6, _B51yMv$mgWO=b,DA0/ed}olR, _B51yMv$mgWO=bDA0/ed}olR
7,i62<kC,cQVS3j,i62<kCcQVS3j
8,[)I~89,hf`K'-^,[)I~89hf`K'-^
9,\G?#!T,LrZa7]4,\G?#!TLrZa7]4
10,Nt(.,|zPxHU,Nt(.|zPxHU
11,"&p>*{un,","""Xw:","&p>*{un,""Xw:"
12, _B5,1yMv$mgWO=b, _B51yMv$mgWO=b
13,DA0/ed,}olR,DA0/ed}olR
14,E@qFs,Y;J+%,E@qFsY;J+%
15,cQ,VS3j,cQVS3j
16,i62<,kC,i62<kC
17,\G?,#!T,\G?#!T
18,hf`K,'-^,hf`K'-^
19,[)I,~89,[)I~89
20,LrZa,7]4,LrZa7]4
21,|zPx,HU,|zPxHU
22,Nt,(.,Nt(.
23,"""X",w:,"""Xw:"
24,1yMv$mg,WO=b,1yMv$mgWO=b
25, _,B5, _B5
26,}o,lR,}olR
27,VS,3j,VS3j
28,E@q,Fs,E@qFs
29,DA,0/ed,DA0/ed
30,&p>*,"{un,","&p>*{un,"
31,Y;,J+%,Y;J+%
32,k,C,kC
33,c,Q,cQ
34,',-^,'-^
35,i6,2<,i62<
36,\,G?,\G?
37,#!,T,#!T
38,~8,9,~89
39,[),I,[)I
40,Lr,Za,LrZa
41,hf,`K,hf`K
42,7],4,7]4
43,(,.,(.
44,H,U,HU
45,|zP,x,|zPx
46,N,t,Nt
47,w,:,w:
48,W,O=b,WO=b
49,{,"un,","{un,"
50,0/,ed,0/ed
51,J,+%,J+%
52,1yM,v$mg,1yMv$mg
53, ,_, _
54,"""",X,"""X"
55,B,5,B5
56,},o,}o
57,E@,q,E@q
58,D,A,DA
59,V,S,VS
60,l,R,lR
61,F,s,Fs
62,Y,;,Y;
63,3,j,3j
64,&p>,*,&p>*
65,#,!,#!
66,~,8,~8
67,2,<,2<
68,i,6,i6
69,7,],7]
70,-,^,-^
71,h,f,hf
72,G,?,G?
73,`,K,`K
74,[,),[)
75,Z,a,Za
76,L,r,Lr
77,|z,P,|zP
78,E,@,E@
79,e,d,ed
80,O,=b,O=b
81,+,%,+%
82,0,/,0/
83,&p,>,&p>
84,1,yM,1yM
85,v$,mg,v$mg
86,un,",","un,"
87,u,n,un
88,&,p,&p
89,|,z,|z
90,v,$,v$
91,y,M,yM
92,=,b,=b
93,m,g,mg
