,left,right,combine
0,":2>w~[nrgJT0q(,;xlQYPfo5\u}3+H7i.-*z"," p@G]!e?t%VF{Ua9NCSRO4'EyjZb$ImM_1BLXkD&s6=8^c<v|A#"")d/W`hK",":2>w~[nrgJT0q(,;xlQYPfo5\u}3+H7i.-*z p@G]!e?t%VF{Ua9NCSRO4'EyjZb$ImM_1BLXkD&s6=8^c<v|A#"")d/W`hK"
1, p@G]!e?t%VF{Ua9NCSRO4',"EyjZb$ImM_1BLXkD&s6=8^c<v|A#"")d/W`hK"," p@G]!e?t%VF{Ua9NCSRO4'EyjZb$ImM_1BLXkD&s6=8^c<v|A#"")d/W`hK"
2,:2>w~[nrgJT0q,"(,;xlQYPfo5\u}3+H7i.-*z",":2>w~[nrgJT0q(,;xlQYPfo5\u}3+H7i.-*z"
3,EyjZb$ImM_1BLXkD,"&s6=8^c<v|A#"")d/W`hK","EyjZb$ImM_1BLXkD&s6=8^c<v|A#"")d/W`hK"
4, p@G]!e?,t%VF{Ua9NCSRO4', p@G]!e?t%VF{Ua9NCSRO4'
5,"(,;xlQYPfo5\",u}3+H7i.-*z,"(,;xlQYPfo5\u}3+H7i.-*z"
6,:2>w~[n,rgJT0q,:2>w~[nrgJT0q
7,&s6=8^c<v|A,"#"")d/W`hK","&s6=8^c<v|A#"")d/W`hK"
8,EyjZb$,ImM_1BLXkD,EyjZb$ImM_1BLXkD
9,t%VF{U,a9NCSRO4',t%VF{Ua9NCSRO4'
10, p@,G]!e?, p@G]!e?
11,"(,;xl",QYPfo5\,"(,;xlQYPfo5\"
12,u}3+H7,i.-*z,u}3+H7i.-*z
13,rgJ,T0q,rgJT0q
14,:2>,w~[n,:2>w~[n
15,ImM_1B,LXkD,ImM_1BLXkD
16,&s6=8,^c<v|A,&s6=8^c<v|A
17,"#"")d",/W`hK,"#"")d/W`hK"
18,Eyj,Zb$,EyjZb$
19,a9N,CSRO4',a9NCSRO4'
20,t%V,F{U,t%VF{U
21,G],!e?,G]!e?
22, ,p@, p@
23,"(,",;xl,"(,;xl"
24,i.,-*z,i.-*z
25,QYP,fo5\,QYPfo5\
26,T,0q,T0q
27,u}3,+H7,u}3+H7
28,r,gJ,rgJ
29,w~,[n,w~[n
30,:,2>,:2>
31,/W,`hK,/W`hK
32,LX,kD,LXkD
33,^c<v,|A,^c<v|A
34,Im,M_1B,ImM_1B
35,&s,6=8,&s6=8
36,"#"")",d,"#"")d"
37,Zb,$,Zb$
38,a9,N,a9N
39,E,yj,Eyj
40,F{,U,F{U
41,C,SRO4',CSRO4'
42,t,%V,t%V
43,p,@,p@
44,!,e?,!e?
45,G,],G]
46,u},3,u}3
47,(,",","(,"
48,+H,7,+H7
49,;x,l,;xl
50,fo,5\,fo5\
51,Q,YP,QYP
52,0,q,0q
53,-*,z,-*z
54,i,.,i.
55,g,J,gJ
56,w,~,w~
57,[,n,[n
58,2,>,2>
59,&,s,&s
60,L,X,LX
61,/,W,/W
62,k,D,kD
63,|,A,|A
64,^c,<v,^c<v
65,M_,1B,M_1B
66,I,m,Im
67,#,""")","#"")"
68,`h,K,`hK
69,6,=8,6=8
70,%,V,%V
71,SRO4,',SRO4'
72,y,j,yj
73,a,9,a9
74,Z,b,Zb
75,F,{,F{
76,e,?,e?
77,f,o,fo
78,-,*,-*
79,+,H,+H
80,5,\,5\
81,;,x,;x
82,u,},u}
83,Y,P,YP
84,<,v,<v
85,1,B,1B
86,=,8,=8
87,`,h,`h
88,"""",),""")"
89,^,c,^c
90,M,_,M_
91,S,RO4,SRO4
92,R,O4,RO4
93,O,4,O4
