,left,right,combine
0,"H7#*""~(`DJvc9&/eFsThQIB-r$l?fAdm4j%nP@2k","|^'\zC>iLN5VGxgp=t+]KW1Xwq ,Y}8R)yS3[Z6OaM{;<UboE_u.0!:","H7#*""~(`DJvc9&/eFsThQIB-r$l?fAdm4j%nP@2k|^'\zC>iLN5VGxgp=t+]KW1Xwq ,Y}8R)yS3[Z6OaM{;<UboE_u.0!:"
1,|^'\zC>iLN5VGxgp=t+]KW1,"Xwq ,Y}8R)yS3[Z6OaM{;<UboE_u.0!:","|^'\zC>iLN5VGxgp=t+]KW1Xwq ,Y}8R)yS3[Z6OaM{;<UboE_u.0!:"
2,"H7#*""~(`DJvc9&/eFsT",hQIB-r$l?fAdm4j%nP@2k,"H7#*""~(`DJvc9&/eFsThQIB-r$l?fAdm4j%nP@2k"
3,"Xwq ,Y}8R)yS3[Z",6OaM{;<UboE_u.0!:,"Xwq ,Y}8R)yS3[Z6OaM{;<UboE_u.0!:"
4,|^'\zC>iL,N5VGxgp=t+]KW1,|^'\zC>iLN5VGxgp=t+]KW1
5,hQIB-r$l?f,Adm4j%nP@2k,hQIB-r$l?fAdm4j%nP@2k
6,"H7#*""~(`",DJvc9&/eFsT,"H7#*""~(`DJvc9&/eFsT"
7,6OaM{;<U,boE_u.0!:,6OaM{;<UboE_u.0!:
8,"Xwq ,Y",}8R)yS3[Z,"Xwq ,Y}8R)yS3[Z"
9,N5VGxgp,=t+]KW1,N5VGxgp=t+]KW1
10,|^'\,zC>iL,|^'\zC>iL
11,Adm4j%nP,@2k,Adm4j%nP@2k
12,hQIB-,r$l?f,hQIB-r$l?f
13,DJvc,9&/eFsT,DJvc9&/eFsT
14,H7#*,"""~(`","H7#*""~(`"
15,boE_,u.0!:,boE_u.0!:
16,}8R),yS3[Z,}8R)yS3[Z
17,6OaM{,;<U,6OaM{;<U
18,Xwq," ,Y","Xwq ,Y"
19,=t+,]KW1,=t+]KW1
20,N5VG,xgp,N5VGxgp
21,zC,>iL,zC>iL
22,|^,'\,|^'\
23,@,2k,@2k
24,Adm4j,%nP,Adm4j%nP
25,9&/e,FsT,9&/eFsT
26,r$l,?f,r$l?f
27,hQ,IB-,hQIB-
28,DJ,vc,DJvc
29,H7,#*,H7#*
30,"""~",(`,"""~(`"
31,u.0,!:,u.0!:
32,bo,E_,boE_
33,6Oa,M{,6OaM{
34,}8,R),}8R)
35,yS3[,Z,yS3[Z
36,;,<U,;<U
37, ,",Y"," ,Y"
38,X,wq,Xwq
39,]KW,1,]KW1
40,>,iL,>iL
41,N5,VG,N5VG
42,=,t+,=t+
43,xg,p,xgp
44,2,k,2k
45,z,C,zC
46,|,^,|^
47,',\,'\
48,%n,P,%nP
49,A,dm4j,Adm4j
50,9,&/e,9&/e
51,?,f,?f
52,Fs,T,FsT
53,I,B-,IB-
54,v,c,vc
55,r$,l,r$l
56,h,Q,hQ
57,D,J,DJ
58,u,.0,u.0
59,!,:,!:
60,#,*,#*
61,E,_,E_
62,"""",~,"""~"
63,(,`,(`
64,H,7,H7
65,b,o,bo
66,},8,}8
67,yS,3[,yS3[
68,6O,a,6Oa
69,R,),R)
70,",",Y,",Y"
71,M,{,M{
72,<,U,<U
73,w,q,wq
74,V,G,VG
75,i,L,iL
76,],KW,]KW
77,t,+,t+
78,N,5,N5
79,x,g,xg
80,F,s,Fs
81,B,-,B-
82,dm4,j,dm4j
83,r,$,r$
84,&/,e,&/e
85,%,n,%n
86,.,0,.0
87,3,[,3[
88,6,O,6O
89,y,S,yS
90,K,W,KW
91,&,/,&/
92,dm,4,dm4
93,d,m,dm
