,left,right,combine
0,"d`_?lZSjT6Y-.o=#X AE,GxMp]K~Nf/<L}J|C$;1","7QH%+0y't&(B:{8W3\b4Psz@""aU>[k)!nrDwe2v^hFqRum*9icIOgV5","d`_?lZSjT6Y-.o=#X AE,GxMp]K~Nf/<L}J|C$;17QH%+0y't&(B:{8W3\b4Psz@""aU>[k)!nrDwe2v^hFqRum*9icIOgV5"
1,7QH%+0y't&(B:{8W3\b4P,"sz@""aU>[k)!nrDwe2v^hFqRum*9icIOgV5","7QH%+0y't&(B:{8W3\b4Psz@""aU>[k)!nrDwe2v^hFqRum*9icIOgV5"
2,d`_?lZSjT6Y-.o=#X," AE,GxMp]K~Nf/<L}J|C$;1","d`_?lZSjT6Y-.o=#X AE,GxMp]K~Nf/<L}J|C$;1"
3,"sz@""aU>[k)!nrD",we2v^hFqRum*9icIOgV5,"sz@""aU>[k)!nrDwe2v^hFqRum*9icIOgV5"
4,7QH%+0y't,&(B:{8W3\b4P,7QH%+0y't&(B:{8W3\b4P
5," AE,GxMp",]K~Nf/<L}J|C$;1," AE,GxMp]K~Nf/<L}J|C$;1"
6,d`_?lZSjT,6Y-.o=#X,d`_?lZSjT6Y-.o=#X
7,we2v^hFqRu,m*9icIOgV5,we2v^hFqRum*9icIOgV5
8,"sz@""aU>",[k)!nrD,"sz@""aU>[k)!nrD"
9,&(B:{,8W3\b4P,&(B:{8W3\b4P
10,7QH%+,0y't,7QH%+0y't
11,]K~Nf/<L,}J|C$;1,]K~Nf/<L}J|C$;1
12, A,"E,GxMp"," AE,GxMp"
13,6Y-.,o=#X,6Y-.o=#X
14,d`_?,lZSjT,d`_?lZSjT
15,we2v^h,FqRu,we2v^hFqRu
16,m*9i,cIOgV5,m*9icIOgV5
17,[k,)!nrD,[k)!nrD
18,8W3,\b4P,8W3\b4P
19,sz@,"""aU>","sz@""aU>"
20,&(,B:{,&(B:{
21,0y,'t,0y't
22,7QH,%+,7QH%+
23,}J|,C$;1,}J|C$;1
24,]K~Nf,/<L,]K~Nf/<L
25,"E,Gx",Mp,"E,GxMp"
26, ,A, A
27,o=,#X,o=#X
28,6Y,-.,6Y-.
29,lZ,SjT,lZSjT
30,cIO,gV5,cIOgV5
31,we2,v^h,we2v^h
32,)!,nrD,)!nrD
33,Fq,Ru,FqRu
34,d`,_?,d`_?
35,m*,9i,m*9i
36,[,k,[k
37,8W,3,8W3
38,s,z@,sz@
39,\b,4P,\b4P
40,"""a",U>,"""aU>"
41,B,:{,B:{
42,%,+,%+
43,&,(,&(
44,0,y,0y
45,',t,'t
46,}J,|,}J|
47,]K~N,f,]K~Nf
48,7Q,H,7QH
49,E,",Gx","E,Gx"
50,C$,;1,C$;1
51,/,<L,/<L
52,M,p,Mp
53,Sj,T,SjT
54,o,=,o=
55,-,.,-.
56,6,Y,6Y
57,l,Z,lZ
58,#,X,#X
59,gV,5,gV5
60,d,`,d`
61,m,*,m*
62,R,u,Ru
63,),!,)!
64,v,^h,v^h
65,_,?,_?
66,we,2,we2
67,n,rD,nrD
68,9,i,9i
69,c,IO,cIO
70,F,q,Fq
71,z,@,z@
72,"""",a,"""a"
73,8,W,8W
74,\,b,\b
75,4,P,4P
76,U,>,U>
77,:,{,:{
78,<,L,<L
79,},J,}J
80,;,1,;1
81,],K~N,]K~N
82,",G",x,",Gx"
83,C,$,C$
84,7,Q,7Q
85,S,j,Sj
86,I,O,IO
87,g,V,gV
88,^,h,^h
89,w,e,we
90,r,D,rD
91,",",G,",G"
92,K~,N,K~N
93,K,~,K~
