,left,right,combine
0,"Bzw19JdYj=;+f%*6EDb""LvARC:s'rn7.WhxX8a3","?<,H `K_$t|ek@4(u5lM#]U&qSF\oygp/Q^ON2>{}IVT)i[Z-Pm~!Gc0","Bzw19JdYj=;+f%*6EDb""LvARC:s'rn7.WhxX8a3?<,H `K_$t|ek@4(u5lM#]U&qSF\oygp/Q^ON2>{}IVT)i[Z-Pm~!Gc0"
1,"?<,H `K_$t|ek@4(u5lM",#]U&qSF\oygp/Q^ON2>{}IVT)i[Z-Pm~!Gc0,"?<,H `K_$t|ek@4(u5lM#]U&qSF\oygp/Q^ON2>{}IVT)i[Z-Pm~!Gc0"
2,Bzw19JdYj=;+f%*6E,"Db""LvARC:s'rn7.WhxX8a3","Bzw19JdYj=;+f%*6EDb""LvARC:s'rn7.WhxX8a3"
3,#]U&qSF\oygp/Q,^ON2>{}IVT)i[Z-Pm~!Gc0,#]U&qSF\oygp/Q^ON2>{}IVT)i[Z-Pm~!Gc0
4,"?<,H `K_",$t|ek@4(u5lM,"?<,H `K_$t|ek@4(u5lM"
5,"Db""LvARC:",s'rn7.WhxX8a3,"Db""LvARC:s'rn7.WhxX8a3"
6,Bzw19JdYj,=;+f%*6E,Bzw19JdYj=;+f%*6E
7,^ON2>{}IVT,)i[Z-Pm~!Gc0,^ON2>{}IVT)i[Z-Pm~!Gc0
8,#]U&qSF,\oygp/Q,#]U&qSF\oygp/Q
9,$t|ek@4,(u5lM,$t|ek@4(u5lM
10,"?<,H", `K_,"?<,H `K_"
11,s'rn7.W,hxX8a3,s'rn7.WhxX8a3
12,"Db""L",vARC:,"Db""LvARC:"
13,Bzw1,9JdYj,Bzw19JdYj
14,=;+f,%*6E,=;+f%*6E
15,)i[Z-Pm~,!Gc0,)i[Z-Pm~!Gc0
16,^ON2>{,}IVT,^ON2>{}IVT
17,\o,ygp/Q,\oygp/Q
18,(u,5lM,(u5lM
19,$t|e,k@4,$t|ek@4
20,#]U,&qSF,#]U&qSF
21, ,`K_, `K_
22,?<,",H","?<,H"
23,hxX,8a3,hxX8a3
24,vA,RC:,vARC:
25,s',rn7.W,s'rn7.W
26,Db,"""L","Db""L"
27,9Jd,Yj,9JdYj
28,=;,+f,=;+f
29,Bz,w1,Bzw1
30,%*,6E,%*6E
31,!G,c0,!Gc0
32,^ON,2>{,^ON2>{
33,)i[Z-P,m~,)i[Z-Pm~
34,}I,VT,}IVT
35,yg,p/Q,ygp/Q
36,\,o,\o
37,&q,SF,&qSF
38,#,]U,#]U
39,5,lM,5lM
40,$t,|e,$t|e
41,k@,4,k@4
42,(,u,(u
43,`,K_,`K_
44,",",H,",H"
45,?,<,?<
46,8a,3,8a3
47,R,C:,RC:
48,v,A,vA
49,"""",L,"""L"
50,s,',s'
51,hx,X,hxX
52,rn7,.W,rn7.W
53,D,b,Db
54,Y,j,Yj
55,=,;,=;
56,9J,d,9Jd
57,+,f,+f
58,%,*,%*
59,B,z,Bz
60,6,E,6E
61,w,1,w1
62,c,0,c0
63,2,>{,2>{
64,V,T,VT
65,)i,[Z-P,)i[Z-P
66,},I,}I
67,m,~,m~
68,^O,N,^ON
69,p/,Q,p/Q
70,!,G,!G
71,y,g,yg
72,k,@,k@
73,],U,]U
74,K,_,K_
75,$,t,$t
76,S,F,SF
77,|,e,|e
78,&,q,&q
79,l,M,lM
80,.,W,.W
81,rn,7,rn7
82,C,:,C:
83,h,x,hx
84,8,a,8a
85,9,J,9J
86,p,/,p/
87,),i,)i
88,>,{,>{
89,^,O,^O
90,[,Z-P,[Z-P
91,r,n,rn
92,Z,-P,Z-P
93,-,P,-P
