,left,right,combine
0,"qUC[#OJnAH^ob,5+2$Sk0<Y;_f~:%vZd}/a","Xx>V6`i8RL\]?G)wmEBj!c@gQlz-1K3yW7 'M=Tur*""e9NIhs&p4tFP(.D{|","qUC[#OJnAH^ob,5+2$Sk0<Y;_f~:%vZd}/aXx>V6`i8RL\]?G)wmEBj!c@gQlz-1K3yW7 'M=Tur*""e9NIhs&p4tFP(.D{|"
1,Xx>V6`i8RL\]?G)wmEBj!c@gQlz-1K3yW7," 'M=Tur*""e9NIhs&p4tFP(.D{|","Xx>V6`i8RL\]?G)wmEBj!c@gQlz-1K3yW7 'M=Tur*""e9NIhs&p4tFP(.D{|"
2,"qUC[#OJnAH^ob,5+2$",Sk0<Y;_f~:%vZd}/a,"qUC[#OJnAH^ob,5+2$Sk0<Y;_f~:%vZd}/a"
3," 'M=Tur*""e9",NIhs&p4tFP(.D{|," 'M=Tur*""e9NIhs&p4tFP(.D{|"
4,Xx>V6`i8RL\]?G)wm,EBj!c@gQlz-1K3yW7,Xx>V6`i8RL\]?G)wmEBj!c@gQlz-1K3yW7
5,Sk0<Y;_f~,:%vZd}/a,Sk0<Y;_f~:%vZd}/a
6,qUC[#OJ,"nAH^ob,5+2$","qUC[#OJnAH^ob,5+2$"
7,NIhs&p4,tFP(.D{|,NIhs&p4tFP(.D{|
8, 'M=Tu,"r*""e9"," 'M=Tur*""e9"
9,EBj!c@gQ,lz-1K3yW7,EBj!c@gQlz-1K3yW7
10,Xx>V6`i,8RL\]?G)wm,Xx>V6`i8RL\]?G)wm
11,:%vZ,d}/a,:%vZd}/a
12,Sk0<Y,;_f~,Sk0<Y;_f~
13,nAH^o,"b,5+2$","nAH^ob,5+2$"
14,qUC[,#OJ,qUC[#OJ
15,tFP(,.D{|,tFP(.D{|
16,NI,hs&p4,NIhs&p4
17,r*,"""e9","r*""e9"
18,EBj,!c@gQ,EBj!c@gQ
19,8RL,\]?G)wm,8RL\]?G)wm
20, 'M,=Tu, 'M=Tu
21,lz-1K3,yW7,lz-1K3yW7
22,Xx>,V6`i,Xx>V6`i
23,:%,vZ,:%vZ
24,d},/a,d}/a
25,;_,f~,;_f~
26,"b,5",+2$,"b,5+2$"
27,nA,H^o,nAH^o
28,Sk,0<Y,Sk0<Y
29,#O,J,#OJ
30,tF,P(,tFP(
31,.D,{|,.D{|
32,qU,C[,qUC[
33,hs&,p4,hs&p4
34,"""",e9,"""e9"
35,N,I,NI
36,r,*,r*
37,\],?G)wm,\]?G)wm
38,yW,7,yW7
39,V6`,i,V6`i
40,8,RL,8RL
41,!c,@gQ,!c@gQ
42,=,Tu,=Tu
43,EB,j,EBj
44, ,'M, 'M
45,lz-,1K3,lz-1K3
46,X,x>,Xx>
47,:,%,:%
48,/,a,/a
49,f,~,f~
50,v,Z,vZ
51,d,},d}
52,b,",5","b,5"
53,;,_,;_
54,+,2$,+2$
55,n,A,nA
56,0,<Y,0<Y
57,H,^o,H^o
58,S,k,Sk
59,#,O,#O
60,{,|,{|
61,C,[,C[
62,p,4,p4
63,hs,&,hs&
64,t,F,tF
65,.,D,.D
66,q,U,qU
67,P,(,P(
68,e,9,e9
69,V,6`,V6`
70,@,gQ,@gQ
71,E,B,EB
72,T,u,Tu
73,!,c,!c
74,R,L,RL
75,y,W,yW
76,?G)w,m,?G)wm
77,lz,-,lz-
78,',M,'M
79,1K,3,1K3
80,x,>,x>
81,\,],\]
82,2,$,2$
83,",",5,",5"
84,<,Y,<Y
85,^,o,^o
86,h,s,hs
87,g,Q,gQ
88,l,z,lz
89,6,`,6`
90,1,K,1K
91,?G,)w,?G)w
92,?,G,?G
93,),w,)w
