,left,right,combine
0,U|PApq->]!t&( B~{y`D\Fr*_V%+dx0HT<eoGv.W,"uji9@l8?7k^f}:QMK'""Ic#Owsb3=J[2EzaSgYZ$4h)5CmN/,Ln;X1R6","U|PApq->]!t&( B~{y`D\Fr*_V%+dx0HT<eoGv.Wuji9@l8?7k^f}:QMK'""Ic#Owsb3=J[2EzaSgYZ$4h)5CmN/,Ln;X1R6"
1,"uji9@l8?7k^f}:QMK'""Ic","#Owsb3=J[2EzaSgYZ$4h)5CmN/,Ln;X1R6","uji9@l8?7k^f}:QMK'""Ic#Owsb3=J[2EzaSgYZ$4h)5CmN/,Ln;X1R6"
2,U|PApq->]!t&( B~{y`D,\Fr*_V%+dx0HT<eoGv.W,U|PApq->]!t&( B~{y`D\Fr*_V%+dx0HT<eoGv.W
3,#Owsb3=J[2EzaSgY,"Z$4h)5CmN/,Ln;X1R6","#Owsb3=J[2EzaSgYZ$4h)5CmN/,Ln;X1R6"
4,uji9@l8?7k^,"f}:QMK'""Ic","uji9@l8?7k^f}:QMK'""Ic"
5,\Fr*_V%+,dx0HT<eoGv.W,\Fr*_V%+dx0HT<eoGv.W
6,U|PApq->]!t&(, B~{y`D,U|PApq->]!t&( B~{y`D
7,Z$4h)5CmN,"/,Ln;X1R6","Z$4h)5CmN/,Ln;X1R6"
8,#Ows,b3=J[2EzaSgY,#Owsb3=J[2EzaSgY
9,f}:QM,"K'""Ic","f}:QMK'""Ic"
10,dx0HT<,eoGv.W,dx0HT<eoGv.W
11,uji9@l,8?7k^,uji9@l8?7k^
12, B~,{y`D, B~{y`D
13,\Fr*,_V%+,\Fr*_V%+
14,U|PApq-,>]!t&(,U|PApq->]!t&(
15,b3=J[2Ez,aSgY,b3=J[2EzaSgY
16,Z$4,h)5CmN,Z$4h)5CmN
17,"/,Ln;",X1R6,"/,Ln;X1R6"
18,#O,ws,#Ows
19,"K'""",Ic,"K'""Ic"
20,eoG,v.W,eoGv.W
21,uji9,@l,uji9@l
22,f}:,QM,f}:QM
23,dx0,HT<,dx0HT<
24,8?7,k^,8?7k^
25, ,B~, B~
26,\F,r*,\Fr*
27,_V,%+,_V%+
28,{y,`D,{y`D
29,>]!,t&(,>]!t&(
30,b3=J,[2Ez,b3=J[2Ez
31,aSg,Y,aSgY
32,U|,PApq-,U|PApq-
33,Z,$4,Z$4
34,X1R,6,X1R6
35,"/,L",n;,"/,Ln;"
36,h),5CmN,h)5CmN
37,w,s,ws
38,I,c,Ic
39,#,O,#O
40,K,"'""","K'"""
41,k,^,k^
42,H,T<,HT<
43,eo,G,eoG
44,@,l,@l
45,v.,W,v.W
46,d,x0,dx0
47,f,}:,f}:
48,uj,i9,uji9
49,8,?7,8?7
50,Q,M,QM
51,B,~,B~
52,`,D,`D
53,%,+,%+
54,{,y,{y
55,_,V,_V
56,r,*,r*
57,\,F,\F
58,t,&(,t&(
59,[2E,z,[2Ez
60,X,1R,X1R
61,"/,",L,"/,L"
62,b,3=J,b3=J
63,$,4,$4
64,>,]!,>]!
65,n,;,n;
66,h,),h)
67,5Cm,N,5CmN
68,a,Sg,aSg
69,PApq,-,PApq-
70,U,|,U|
71,',"""","'"""
72,x,0,x0
73,v,.,v.
74,},:,}:
75,u,j,uj
76,i,9,i9
77,?,7,?7
78,e,o,eo
79,T,<,T<
80,&,(,&(
81,S,g,Sg
82,/,",","/,"
83,1,R,1R
84,3,=J,3=J
85,PA,pq,PApq
86,],!,]!
87,[2,E,[2E
88,5C,m,5Cm
89,5,C,5C
90,P,A,PA
91,p,q,pq
92,[,2,[2
93,=,J,=J
