,left,right,combine
0,"BqClN}MPjE1cw?G""k_|H7z%0FiLX:a)WY/4n&6R[{","~,] ZvfV^h>Ux*3+dD(y$!m-s`@;9bo#Ar5eS\gp8uQ=.J'O<2TtIK","BqClN}MPjE1cw?G""k_|H7z%0FiLX:a)WY/4n&6R[{~,] ZvfV^h>Ux*3+dD(y$!m-s`@;9bo#Ar5eS\gp8uQ=.J'O<2TtIK"
1,"~,] ZvfV^h>Ux*3+dD(y$!",m-s`@;9bo#Ar5eS\gp8uQ=.J'O<2TtIK,"~,] ZvfV^h>Ux*3+dD(y$!m-s`@;9bo#Ar5eS\gp8uQ=.J'O<2TtIK"
2,"BqClN}MPjE1cw?G""",k_|H7z%0FiLX:a)WY/4n&6R[{,"BqClN}MPjE1cw?G""k_|H7z%0FiLX:a)WY/4n&6R[{"
3,m-s`@;9bo#Ar5,eS\gp8uQ=.J'O<2TtIK,m-s`@;9bo#Ar5eS\gp8uQ=.J'O<2TtIK
4,"~,] ZvfV^h",>Ux*3+dD(y$!,"~,] ZvfV^h>Ux*3+dD(y$!"
5,k_|H7z%0FiL,X:a)WY/4n&6R[{,k_|H7z%0FiLX:a)WY/4n&6R[{
6,BqClN}MP,"jE1cw?G""","BqClN}MPjE1cw?G"""
7,eS\gp8uQ=.J,'O<2TtIK,eS\gp8uQ=.J'O<2TtIK
8,m-s`@;9,bo#Ar5,m-s`@;9bo#Ar5
9,>Ux*3+,dD(y$!,>Ux*3+dD(y$!
10,"~,] Z",vfV^h,"~,] ZvfV^h"
11,X:a)WY/4n,&6R[{,X:a)WY/4n&6R[{
12,k_|H7,z%0FiL,k_|H7z%0FiL
13,jE1c,"w?G""","jE1cw?G"""
14,BqCl,N}MP,BqClN}MP
15,eS\gp8u,Q=.J,eS\gp8uQ=.J
16,'O<2,TtIK,'O<2TtIK
17,bo#A,r5,bo#Ar5
18,dD(,y$!,dD(y$!
19,m-s`,@;9,m-s`@;9
20,>U,x*3+,>Ux*3+
21,vfV,^h,vfV^h
22,"~,]", Z,"~,] Z"
23,X:a,)WY/4n,X:a)WY/4n
24,&6R,[{,&6R[{
25,z%,0FiL,z%0FiL
26,k_|,H7,k_|H7
27,w?,"G""","w?G"""
28,jE,1c,jE1c
29,N},MP,N}MP
30,Q=,.J,Q=.J
31,Bq,Cl,BqCl
32,Tt,IK,TtIK
33,eS\gp8,u,eS\gp8u
34,',O<2,'O<2
35,r,5,r5
36,bo,#A,bo#A
37,y$,!,y$!
38,dD,(,dD(
39,@,;9,@;9
40,x*,3+,x*3+
41,m-,s`,m-s`
42,>,U,>U
43,^,h,^h
44,v,fV,vfV
45, ,Z, Z
46,0Fi,L,0FiL
47,)WY/4,n,)WY/4n
48,&6,R,&6R
49,z,%,z%
50,[,{,[{
51,~,",]","~,]"
52,X:,a,X:a
53,G,"""","G"""
54,H,7,H7
55,M,P,MP
56,j,E,jE
57,w,?,w?
58,1,c,1c
59,k_,|,k_|
60,N,},N}
61,eS,\gp8,eS\gp8
62,I,K,IK
63,.,J,.J
64,Q,=,Q=
65,O<,2,O<2
66,B,q,Bq
67,C,l,Cl
68,T,t,Tt
69,#,A,#A
70,d,D,dD
71,b,o,bo
72,s,`,s`
73,y,$,y$
74,;,9,;9
75,x,*,x*
76,m,-,m-
77,3,+,3+
78,f,V,fV
79,)WY,/4,)WY/4
80,X,:,X:
81,&,6,&6
82,0,Fi,0Fi
83,",",],",]"
84,k,_,k_
85,O,<,O<
86,e,S,eS
87,\gp,8,\gp8
88,/,4,/4
89,F,i,Fi
90,)W,Y,)WY
91,\,gp,\gp
92,g,p,gp
93,),W,)W
