,left,right,combine
0,"H9`-da5g#7S:bND'(L@B{onM1tP0~4x;w""/]fT_8.Q& vu",",}F6)K%O+imYhI^WCeGZpy[>A!2\?<3s|qkJ*zRrUlc$XjV=E","H9`-da5g#7S:bND'(L@B{onM1tP0~4x;w""/]fT_8.Q& vu,}F6)K%O+imYhI^WCeGZpy[>A!2\?<3s|qkJ*zRrUlc$XjV=E"
1,",}F6)K%O+imYhI^WCeG",Zpy[>A!2\?<3s|qkJ*zRrUlc$XjV=E,",}F6)K%O+imYhI^WCeGZpy[>A!2\?<3s|qkJ*zRrUlc$XjV=E"
2,H9`-da5g#7S:bND'(L@B{onM1,"tP0~4x;w""/]fT_8.Q& vu","H9`-da5g#7S:bND'(L@B{onM1tP0~4x;w""/]fT_8.Q& vu"
3,Zpy[>A!2\?<3s|,qkJ*zRrUlc$XjV=E,Zpy[>A!2\?<3s|qkJ*zRrUlc$XjV=E
4,",}F6)K%",O+imYhI^WCeG,",}F6)K%O+imYhI^WCeG"
5,"tP0~4x;w""/]f",T_8.Q& vu,"tP0~4x;w""/]fT_8.Q& vu"
6,H9`-da5g#7S:b,ND'(L@B{onM1,H9`-da5g#7S:bND'(L@B{onM1
7,qkJ*zRrUl,c$XjV=E,qkJ*zRrUlc$XjV=E
8,Zpy[>A!,2\?<3s|,Zpy[>A!2\?<3s|
9,O+imY,hI^WCeG,O+imYhI^WCeG
10,",}F6",)K%,",}F6)K%"
11,T_8.Q&, vu,T_8.Q& vu
12,H9`-da5,g#7S:b,H9`-da5g#7S:b
13,ND'(L@B,{onM1,ND'(L@B{onM1
14,tP0~4,"x;w""/]f","tP0~4x;w""/]f"
15,c$,XjV=E,c$XjV=E
16,Zpy,[>A!,Zpy[>A!
17,2\?,<3s|,2\?<3s|
18,qkJ,*zRrUl,qkJ*zRrUl
19,hI^,WCeG,hI^WCeG
20,),K%,)K%
21,",}",F6,",}F6"
22,O+,imY,O+imY
23, ,vu, vu
24,tP0~,4,tP0~4
25,{on,M1,{onM1
26,H9`,-da5,H9`-da5
27,g#,7S:b,g#7S:b
28,x;w,"""/]f","x;w""/]f"
29,ND'(L,@B,ND'(L@B
30,T_,8.Q&,T_8.Q&
31,X,jV=E,XjV=E
32,c,$,c$
33,q,kJ,qkJ
34,Zp,y,Zpy
35,[>,A!,[>A!
36,<3,s|,<3s|
37,2\,?,2\?
38,WC,eG,WCeG
39,*z,RrUl,*zRrUl
40,h,I^,hI^
41,O,+,O+
42,F,6,F6
43,i,mY,imY
44,",",},",}"
45,v,u,vu
46,K,%,K%
47,-,da5,-da5
48,M,1,M1
49,x,;w,x;w
50,t,P0~,tP0~
51,T,_,T_
52,ND,'(L,ND'(L
53,{,on,{on
54,j,V=E,jV=E
55,@,B,@B
56,g,#,g#
57,"""",/]f,"""/]f"
58,7,S:b,7S:b
59,H9,`,H9`
60,8,.Q&,8.Q&
61,[,>,[>
62,I,^,I^
63,k,J,kJ
64,e,G,eG
65,s,|,s|
66,<,3,<3
67,*,z,*z
68,Z,p,Zp
69,W,C,WC
70,RrU,l,RrUl
71,2,\,2\
72,A,!,A!
73,m,Y,mY
74,;,w,;w
75,',(L,'(L
76,o,n,on
77,S:,b,S:b
78,N,D,ND
79,/],f,/]f
80,da,5,da5
81,H,9,H9
82,.Q,&,.Q&
83,P0,~,P0~
84,V,=E,V=E
85,R,rU,RrU
86,r,U,rU
87,.,Q,.Q
88,P,0,P0
89,(,L,(L
90,S,:,S:
91,=,E,=E
92,/,],/]
93,d,a,da
