,left,right,combine
0,"^Tyd32[M{R:+|,zmWs'~K<o5Ig*9NAnC4_b","D&PF>fwp]hU%HBLk(r!iZ""$7xEJ\V-u`=G 8Sta?/}vYc)0e#O1X6Q;@.jlq","^Tyd32[M{R:+|,zmWs'~K<o5Ig*9NAnC4_bD&PF>fwp]hU%HBLk(r!iZ""$7xEJ\V-u`=G 8Sta?/}vYc)0e#O1X6Q;@.jlq"
1,"D&PF>fwp]hU%HBLk(r!iZ""$7xEJ\V-u`",=G 8Sta?/}vYc)0e#O1X6Q;@.jlq,"D&PF>fwp]hU%HBLk(r!iZ""$7xEJ\V-u`=G 8Sta?/}vYc)0e#O1X6Q;@.jlq"
2,"^Tyd32[M{R:+|,zmWs",'~K<o5Ig*9NAnC4_b,"^Tyd32[M{R:+|,zmWs'~K<o5Ig*9NAnC4_b"
3,=G 8Sta?/}vYc),0e#O1X6Q;@.jlq,=G 8Sta?/}vYc)0e#O1X6Q;@.jlq
4,D&PF>fwp]hU%HBL,"k(r!iZ""$7xEJ\V-u`","D&PF>fwp]hU%HBLk(r!iZ""$7xEJ\V-u`"
5,'~K<o5Ig,*9NAnC4_b,'~K<o5Ig*9NAnC4_b
6,^Tyd32[,"M{R:+|,zmWs","^Tyd32[M{R:+|,zmWs"
7,0e#O1X,6Q;@.jlq,0e#O1X6Q;@.jlq
8,=G 8S,ta?/}vYc),=G 8Sta?/}vYc)
9,"k(r!iZ""$7xE",J\V-u`,"k(r!iZ""$7xEJ\V-u`"
10,D&PF>fwp,]hU%HBL,D&PF>fwp]hU%HBL
11,*9NA,nC4_b,*9NAnC4_b
12,'~K<,o5Ig,'~K<o5Ig
13,^Tyd3,2[,^Tyd32[
14,"M{R:+|,",zmWs,"M{R:+|,zmWs"
15,6Q;@,.jlq,6Q;@.jlq
16,ta?/},vYc),ta?/}vYc)
17,0e#,O1X,0e#O1X
18,=G, 8S,=G 8S
19,J\V,-u`,J\V-u`
20,]hU%,HBL,]hU%HBL
21,D&PF>,fwp,D&PF>fwp
22,"k(r!iZ""",$7xE,"k(r!iZ""$7xE"
23,nC,4_b,nC4_b
24,*9,nan,*9nan
25,'~,K<,'~K<
26,o5,Ig,o5Ig
27,zm,Ws,zmWs
28,M{,"R:+|,","M{R:+|,"
29,^T,yd3,^Tyd3
30,2,[,2[
31,.j,lq,.jlq
32,6Q,;@,6Q;@
33,0e,#,0e#
34,vY,c),vYc)
35,ta,?/},ta?/}
36,O1,X,O1X
37, ,8S, 8S
38,-,u`,-u`
39,=,G,=G
40,J\,V,J\V
41,D&,PF>,D&PF>
42,k(r,"!iZ""","k(r!iZ"""
43,H,BL,HBL
44,fw,p,fwp
45,4,_b,4_b
46,],hU%,]hU%
47,$7,xE,$7xE
48,n,C,nC
49,K,<,K<
50,',~,'~
51,N,A,NA
52,o,5,o5
53,*,9,*9
54,I,g,Ig
55,y,d3,yd3
56,^,T,^T
57,M,{,M{
58,W,s,Ws
59,l,q,lq
60,R:+|,",","R:+|,"
61,z,m,zm
62,.,j,.j
63,8,S,8S
64,t,a,ta
65,v,Y,vY
66,O,1,O1
67,0,e,0e
68,6,Q,6Q
69,?,/},?/}
70,;,@,;@
71,c,),c)
72,u,`,u`
73,B,L,BL
74,D,&,D&
75,x,E,xE
76,PF,>,PF>
77,k,(r,k(r
78,_,b,_b
79,f,w,fw
80,hU,%,hU%
81,$,7,$7
82,J,\,J\
83,!,"iZ""","!iZ"""
84,d,3,d3
85,R,:+|,R:+|
86,/,},/}
87,(,r,(r
88,P,F,PF
89,h,U,hU
90,iZ,"""","iZ"""
91,:,+|,:+|
92,+,|,+|
93,i,Z,iZ
