,left,right,combine
0,"-U snP_'Jm5tAwZMv&}Rk2f""cCg[T38GY<LHi","FI=xhle)>EW.;Q`baX0uV*Ko\d~#N7Byj:6%Dr+|(,!9$/zO1^?4qp{]@S","-U snP_'Jm5tAwZMv&}Rk2f""cCg[T38GY<LHiFI=xhle)>EW.;Q`baX0uV*Ko\d~#N7Byj:6%Dr+|(,!9$/zO1^?4qp{]@S"
1,FI=xhle)>EW.;Q`baX0uV*Ko,"\d~#N7Byj:6%Dr+|(,!9$/zO1^?4qp{]@S","FI=xhle)>EW.;Q`baX0uV*Ko\d~#N7Byj:6%Dr+|(,!9$/zO1^?4qp{]@S"
2,-U snP_'Jm5tAwZM,"v&}Rk2f""cCg[T38GY<LHi","-U snP_'Jm5tAwZMv&}Rk2f""cCg[T38GY<LHi"
3,\d~#N7Byj:6%Dr+,"|(,!9$/zO1^?4qp{]@S","\d~#N7Byj:6%Dr+|(,!9$/zO1^?4qp{]@S"
4,FI=xhle)>EW.;Q`,baX0uV*Ko,FI=xhle)>EW.;Q`baX0uV*Ko
5,"v&}Rk2f""c",Cg[T38GY<LHi,"v&}Rk2f""cCg[T38GY<LHi"
6,-U snP_',Jm5tAwZM,-U snP_'Jm5tAwZM
7,"|(,!9$/",zO1^?4qp{]@S,"|(,!9$/zO1^?4qp{]@S"
8,\d~#N7B,yj:6%Dr+,\d~#N7Byj:6%Dr+
9,baX0,uV*Ko,baX0uV*Ko
10,Cg[T38,GY<LHi,Cg[T38GY<LHi
11,FI=xhle)>,EW.;Q`,FI=xhle)>EW.;Q`
12,v&}R,"k2f""c","v&}Rk2f""c"
13,Jm5t,AwZM,Jm5tAwZM
14,-U ,snP_',-U snP_'
15,"|(,",!9$/,"|(,!9$/"
16,zO1^?,4qp{]@S,zO1^?4qp{]@S
17,yj:6,%Dr+,yj:6%Dr+
18,\d~#N,7B,\d~#N7B
19,uV,*Ko,uV*Ko
20,ba,X0,baX0
21,FI=x,hle)>,FI=xhle)>
22,Cg[,T38,Cg[T38
23,GY<L,Hi,GY<LHi
24,EW.;,Q`,EW.;Q`
25,k2,"f""c","k2f""c"
26,Jm,5t,Jm5t
27,Aw,ZM,AwZM
28,v&,}R,v&}R
29,snP,_',snP_'
30,|,"(,","|(,"
31,-U, ,-U 
32,4qp{],@S,4qp{]@S
33,!9,$/,!9$/
34,zO1,^?,zO1^?
35,\d~,#N,\d~#N
36,yj,:6,yj:6
37,*K,o,*Ko
38,%D,r+,%Dr+
39,7,B,7B
40,b,a,ba
41,u,V,uV
42,X,0,X0
43,GY,<L,GY<L
44,Q,`,Q`
45,Cg,[,Cg[
46,f,"""c","f""c"
47,T3,8,T38
48,hle,)>,hle)>
49,H,i,Hi
50,EW.,;,EW.;
51,FI,=x,FI=x
52,k,2,k2
53,Z,M,ZM
54,v,&,v&
55,J,m,Jm
56,_,',_'
57,A,w,Aw
58,},R,}R
59,5,t,5t
60,s,nP,snP
61,z,O1,zO1
62,4,qp{],4qp{]
63,-,U,-U
64,!,9,!9
65,(,",","(,"
66,$,/,$/
67,^,?,^?
68,@,S,@S
69,y,j,yj
70,*,K,*K
71,%,D,%D
72,:,6,:6
73,r,+,r+
74,#,N,#N
75,\,d~,\d~
76,C,g,Cg
77,<,L,<L
78,=,x,=x
79,G,Y,GY
80,T,3,T3
81,"""",c,"""c"
82,hl,e,hle
83,),>,)>
84,E,W.,EW.
85,F,I,FI
86,O,1,O1
87,n,P,nP
88,q,p{],qp{]
89,d,~,d~
90,W,.,W.
91,h,l,hl
92,p,{],p{]
93,{,],{]
