,left,right,combine
0,"ZiUY^h+V.n9p}bsC2W;*0,%w-lf~F|LM3)'d(X=","_GoR$u4"":k8{tac vz/&Pj1eOgyD>H!AQS7m#Tr`\xBE5@6[JN]IK?q<","ZiUY^h+V.n9p}bsC2W;*0,%w-lf~F|LM3)'d(X=_GoR$u4"":k8{tac vz/&Pj1eOgyD>H!AQS7m#Tr`\xBE5@6[JN]IK?q<"
1,"_GoR$u4"":k8{tac vz/",&Pj1eOgyD>H!AQS7m#Tr`\xBE5@6[JN]IK?q<,"_GoR$u4"":k8{tac vz/&Pj1eOgyD>H!AQS7m#Tr`\xBE5@6[JN]IK?q<"
2,ZiUY^h+V.n9p}bsC2,"W;*0,%w-lf~F|LM3)'d(X=","ZiUY^h+V.n9p}bsC2W;*0,%w-lf~F|LM3)'d(X="
3,&Pj1eOgyD>H!AQS7m#,Tr`\xBE5@6[JN]IK?q<,&Pj1eOgyD>H!AQS7m#Tr`\xBE5@6[JN]IK?q<
4,"_GoR$u4"":k8",{tac vz/,"_GoR$u4"":k8{tac vz/"
5,"W;*0,%w-l",f~F|LM3)'d(X=,"W;*0,%w-lf~F|LM3)'d(X="
6,ZiUY^h+V.n9,p}bsC2,ZiUY^h+V.n9p}bsC2
7,Tr`\xBE5,@6[JN]IK?q<,Tr`\xBE5@6[JN]IK?q<
8,&Pj1,eOgyD>H!AQS7m#,&Pj1eOgyD>H!AQS7m#
9,{tac, vz/,{tac vz/
10,_GoR$,"u4"":k8","_GoR$u4"":k8"
11,f~F|,LM3)'d(X=,f~F|LM3)'d(X=
12,"W;*0,",%w-l,"W;*0,%w-l"
13,p},bsC2,p}bsC2
14,Tr`\,xBE5,Tr`\xBE5
15,@6[J,N]IK?q<,@6[JN]IK?q<
16,ZiUY^h+,V.n9,ZiUY^h+V.n9
17,eOgyD>H,!AQS7m#,eOgyD>H!AQS7m#
18, v,z/, vz/
19,&P,j1,&Pj1
20,{t,ac,{tac
21,_G,oR$,_GoR$
22,LM3),'d(X=,LM3)'d(X=
23,"u4""",:k8,"u4"":k8"
24,f~,F|,f~F|
25,%w,-l,%w-l
26,W;*,"0,","W;*0,"
27,bs,C2,bsC2
28,ZiUY,^h+,ZiUY^h+
29,!AQS,7m#,!AQS7m#
30,@6,[J,@6[J
31,N,]IK?q<,N]IK?q<
32,V.n,9,V.n9
33,xBE,5,xBE5
34,Tr,`\,Tr`\
35,p,},p}
36,eOg,yD>H,eOgyD>H
37,j,1,j1
38, ,v, v
39,z,/,z/
40,&,P,&P
41,a,c,ac
42,',d(X=,'d(X=
43,:,k8,:k8
44,LM,3),LM3)
45,_,G,_G
46,o,R$,oR$
47,u4,"""","u4"""
48,{,t,{t
49,W,;*,W;*
50,0,",","0,"
51,F,|,F|
52,f,~,f~
53,%,w,%w
54,-,l,-l
55,C,2,C2
56,b,s,bs
57,]IK,?q<,]IK?q<
58,7m,#,7m#
59,V.,n,V.n
60,yD,>H,yD>H
61,^,h+,^h+
62,[,J,[J
63,x,BE,xBE
64,!,AQS,!AQS
65,`,\,`\
66,Zi,UY,ZiUY
67,T,r,Tr
68,@,6,@6
69,e,Og,eOg
70,u,4,u4
71,L,M,LM
72,k,8,k8
73,3,),3)
74,R,$,R$
75,d,(X=,d(X=
76,;,*,;*
77,?q,<,?q<
78,h,+,h+
79,7,m,7m
80,O,g,Og
81,Z,i,Zi
82,>,H,>H
83,B,E,BE
84,y,D,yD
85,AQ,S,AQS
86,V,.,V.
87,U,Y,UY
88,],IK,]IK
89,(,X=,(X=
90,X,=,X=
91,I,K,IK
92,A,Q,AQ
93,?,q,?q
