,left,right,combine
0,LD]El|#JP&oCNYgWrSAq{xd(- >@$8VHyB0/9_,"~b\*I,u5fX?)'OZ[2;+7=shecK""Fj`%!MR:<iv3.tnwp4Tk}UGam^6Qz1","LD]El|#JP&oCNYgWrSAq{xd(- >@$8VHyB0/9_~b\*I,u5fX?)'OZ[2;+7=shecK""Fj`%!MR:<iv3.tnwp4Tk}UGam^6Qz1"
1,"~b\*I,u5fX?)'OZ[2;+7=shecK""Fj",`%!MR:<iv3.tnwp4Tk}UGam^6Qz1,"~b\*I,u5fX?)'OZ[2;+7=shecK""Fj`%!MR:<iv3.tnwp4Tk}UGam^6Qz1"
2,LD]El|#JP&oCNYgWr,SAq{xd(- >@$8VHyB0/9_,LD]El|#JP&oCNYgWrSAq{xd(- >@$8VHyB0/9_
3,`%!MR:<iv3.tn,wp4Tk}UGam^6Qz1,`%!MR:<iv3.tnwp4Tk}UGam^6Qz1
4,"~b\*I,u5fX?)","'OZ[2;+7=shecK""Fj","~b\*I,u5fX?)'OZ[2;+7=shecK""Fj"
5,SAq{xd(- >@,$8VHyB0/9_,SAq{xd(- >@$8VHyB0/9_
6,LD]El|#J,P&oCNYgWr,LD]El|#JP&oCNYgWr
7,wp4Tk}U,Gam^6Qz1,wp4Tk}UGam^6Qz1
8,`%!MR,:<iv3.tn,`%!MR:<iv3.tn
9,'OZ[2;+7=,"shecK""Fj","'OZ[2;+7=shecK""Fj"
10,"~b\*I,",u5fX?),"~b\*I,u5fX?)"
11,$8VH,yB0/9_,$8VHyB0/9_
12,SAq{xd(-, >@,SAq{xd(- >@
13,P&oC,NYgWr,P&oCNYgWr
14,LD,]El|#J,LD]El|#J
15,wp4,Tk}U,wp4Tk}U
16,Gam^,6Qz1,Gam^6Qz1
17,:<i,v3.tn,:<iv3.tn
18,`%!,MR,`%!MR
19,"shecK""",Fj,"shecK""Fj"
20,~b\,"*I,","~b\*I,"
21,u5f,X?),u5fX?)
22,'OZ[,2;+7=,'OZ[2;+7=
23,yB0/,9_,yB0/9_
24,$8,VH,$8VH
25, ,>@, >@
26,]El|,#J,]El|#J
27,P&,oC,P&oC
28,NY,gWr,NYgWr
29,SAq,{xd(-,SAq{xd(-
30,L,D,LD
31,Tk,}U,Tk}U
32,6Q,z1,6Qz1
33,v3,.tn,v3.tn
34,wp,4,wp4
35,Ga,m^,Gam^
36,:,<i,:<i
37,M,R,MR
38,`,%!,`%!
39,F,j,Fj
40,u,5f,u5f
41,she,"cK""","shecK"""
42,X,?),X?)
43,*,"I,","*I,"
44,~,b\,~b\
45,2;,+7=,2;+7=
46,'OZ,[,'OZ[
47,y,B0/,yB0/
48,V,H,VH
49,9,_,9_
50,$,8,$8
51,>,@,>@
52,S,Aq,SAq
53,]E,l|,]El|
54,N,Y,NY
55,#,J,#J
56,gW,r,gWr
57,P,&,P&
58,o,C,oC
59,{,xd(-,{xd(-
60,w,p,wp
61,G,a,Ga
62,T,k,Tk
63,6,Q,6Q
64,z,1,z1
65,m,^,m^
66,<,i,<i
67,.t,n,.tn
68,v,3,v3
69,},U,}U
70,%,!,%!
71,5,f,5f
72,2,;,2;
73,+7,=,+7=
74,b,\,b\
75,I,",","I,"
76,?,),?)
77,sh,e,she
78,cK,"""","cK"""
79,'O,Z,'OZ
80,B,0/,B0/
81,g,W,gW
82,xd(,-,xd(-
83,l,|,l|
84,],E,]E
85,A,q,Aq
86,.,t,.t
87,c,K,cK
88,s,h,sh
89,0,/,0/
90,',O,'O
91,+,7,+7
92,x,d(,xd(
93,d,(,d(
