,left,right,combine
0,"*DO$73/L<k5S()?lX28yVZt@WIw6qYHge""xzd=b~}","vap-%[|.,+s&QG1h\_ro!m{FEM#NCUR;'u 9JP0>KiTnj4]fAB:c^`","*DO$73/L<k5S()?lX28yVZt@WIw6qYHge""xzd=b~}vap-%[|.,+s&QG1h\_ro!m{FEM#NCUR;'u 9JP0>KiTnj4]fAB:c^`"
1,"vap-%[|.,+s&QG1h\_ro!m{",FEM#NCUR;'u 9JP0>KiTnj4]fAB:c^`,"vap-%[|.,+s&QG1h\_ro!m{FEM#NCUR;'u 9JP0>KiTnj4]fAB:c^`"
2,*DO$73/L<k5S()?lX28,"yVZt@WIw6qYHge""xzd=b~}","*DO$73/L<k5S()?lX28yVZt@WIw6qYHge""xzd=b~}"
3,FEM#NCUR;'u 9,JP0>KiTnj4]fAB:c^`,FEM#NCUR;'u 9JP0>KiTnj4]fAB:c^`
4,"vap-%[|.,+",s&QG1h\_ro!m{,"vap-%[|.,+s&QG1h\_ro!m{"
5,yVZt@WIw6qY,"Hge""xzd=b~}","yVZt@WIw6qYHge""xzd=b~}"
6,*DO$73/L<k,5S()?lX28,*DO$73/L<k5S()?lX28
7,JP0>KiTn,j4]fAB:c^`,JP0>KiTnj4]fAB:c^`
8,FEM#NCUR,;'u 9,FEM#NCUR;'u 9
9,s&QG1,h\_ro!m{,s&QG1h\_ro!m{
10,vap-%,"[|.,+","vap-%[|.,+"
11,"Hge""x",zd=b~},"Hge""xzd=b~}"
12,yVZt,@WIw6qY,yVZt@WIw6qY
13,5S()?,lX28,5S()?lX28
14,*DO$73,/L<k,*DO$73/L<k
15,j4]fA,B:c^`,j4]fAB:c^`
16,JP0>,KiTn,JP0>KiTn
17,;'u, 9,;'u 9
18,h\_ro,!m{,h\_ro!m{
19,s&,QG1,s&QG1
20,FEM#,NCUR,FEM#NCUR
21,[|.,",+","[|.,+"
22,vap,-%,vap-%
23,zd=,b~},zd=b~}
24,Hg,"e""x","Hge""x"
25,@WI,w6qY,@WIw6qY
26,yV,Zt,yVZt
27,lX,28,lX28
28,5S(,)?,5S()?
29,/L,<k,/L<k
30,*D,O$73,*DO$73
31,B:c,^`,B:c^`
32,Ki,Tn,KiTn
33,j4],fA,j4]fA
34,J,P0>,JP0>
35, ,9, 9
36,;',u,;'u
37,QG,1,QG1
38,h,\_ro,h\_ro
39,!m,{,!m{
40,FE,M#,FEM#
41,NC,UR,NCUR
42,s,&,s&
43,",",+,",+"
44,[|,.,[|.
45,-,%,-%
46,va,p,vap
47,zd,=,zd=
48,b~,},b~}
49,@W,I,@WI
50,"e""",x,"e""x"
51,w6,qY,w6qY
52,H,g,Hg
53,Z,t,Zt
54,5S,(,5S(
55,l,X,lX
56,y,V,yV
57,2,8,28
58,<,k,<k
59,),?,)?
60,^,`,^`
61,*,D,*D
62,P,0>,P0>
63,K,i,Ki
64,B,:c,B:c
65,f,A,fA
66,O$,73,O$73
67,/,L,/L
68,T,n,Tn
69,j4,],j4]
70,\,_ro,\_ro
71,M,#,M#
72,F,E,FE
73,U,R,UR
74,;,',;'
75,!,m,!m
76,Q,G,QG
77,N,C,NC
78,[,|,[|
79,@,W,@W
80,z,d,zd
81,e,"""","e"""
82,b,~,b~
83,v,a,va
84,q,Y,qY
85,w,6,w6
86,5,S,5S
87,j,4,j4
88,:,c,:c
89,7,3,73
90,0,>,0>
91,O,$,O$
92,_r,o,_ro
93,_,r,_r
