,left,right,combine
0,"o%~|^@-n$780]z}y""_DidM4H\*lfj[epIXcZLa!","Rx`9AVBO5/vugb3E'W 6KP&+rJ2Gk.q<#QstSF=U1),C;Yh>?NwT({m:","o%~|^@-n$780]z}y""_DidM4H\*lfj[epIXcZLa!Rx`9AVBO5/vugb3E'W 6KP&+rJ2Gk.q<#QstSF=U1),C;Yh>?NwT({m:"
1,Rx`9AVBO5/vugb3E'W 6KP&,"+rJ2Gk.q<#QstSF=U1),C;Yh>?NwT({m:","Rx`9AVBO5/vugb3E'W 6KP&+rJ2Gk.q<#QstSF=U1),C;Yh>?NwT({m:"
2,"o%~|^@-n$780]z}y""_",DidM4H\*lfj[epIXcZLa!,"o%~|^@-n$780]z}y""_DidM4H\*lfj[epIXcZLa!"
3,+rJ2Gk.q<#QstSF=U1,"),C;Yh>?NwT({m:","+rJ2Gk.q<#QstSF=U1),C;Yh>?NwT({m:"
4,Rx`9AVBO5/vu,gb3E'W 6KP&,Rx`9AVBO5/vugb3E'W 6KP&
5,DidM4H\*lfj[e,pIXcZLa!,DidM4H\*lfj[epIXcZLa!
6,o%~|^@-n$,"780]z}y""_","o%~|^@-n$780]z}y""_"
7,"),C;Yh>",?NwT({m:,"),C;Yh>?NwT({m:"
8,+rJ2Gk.,q<#QstSF=U1,+rJ2Gk.q<#QstSF=U1
9,gb3E'W, 6KP&,gb3E'W 6KP&
10,Rx`9AV,BO5/vu,Rx`9AVBO5/vu
11,pIXc,ZLa!,pIXcZLa!
12,DidM,4H\*lfj[e,DidM4H\*lfj[e
13,780],"z}y""_","780]z}y""_"
14,o%~|,^@-n$,o%~|^@-n$
15,?NwT(,{m:,?NwT({m:
16,"),C;",Yh>,"),C;Yh>"
17,q<#Qst,SF=U1,q<#QstSF=U1
18,+rJ,2Gk.,+rJ2Gk.
19, 6,KP&, 6KP&
20,gb3,E'W,gb3E'W
21,Rx`,9AV,Rx`9AV
22,BO,5/vu,BO5/vu
23,ZL,a!,ZLa!
24,pI,Xc,pIXc
25,4H\*lfj,[e,4H\*lfj[e
26,78,0],780]
27,^@-,n$,^@-n$
28,z}y,"""_","z}y""_"
29,Di,dM,DidM
30,{,m:,{m:
31,Y,h>,Yh>
32,o%,~|,o%~|
33,?Nw,T(,?NwT(
34,"),",C;,"),C;"
35,2G,k.,2Gk.
36,q<#Qs,t,q<#Qst
37,+,rJ,+rJ
38,SF=,U1,SF=U1
39,K,P&,KP&
40,E',W,E'W
41, ,6, 6
42,gb,3,gb3
43,9,AV,9AV
44,B,O,BO
45,5/,vu,5/vu
46,Rx,`,Rx`
47,a,!,a!
48,X,c,Xc
49,Z,L,ZL
50,p,I,pI
51,[,e,[e
52,0,],0]
53,D,i,Di
54,d,M,dM
55,4H\*,lfj,4H\*lfj
56,7,8,78
57,z},y,z}y
58,n,$,n$
59,^@,-,^@-
60,"""",_,"""_"
61,m,:,m:
62,?N,w,?Nw
63,~,|,~|
64,h,>,h>
65,o,%,o%
66,T,(,T(
67,C,;,C;
68,P,&,P&
69,k,.,k.
70,U,1,U1
71,q,<#Qs,q<#Qs
72,S,F=,SF=
73,r,J,rJ
74,2,G,2G
75,),",","),"
76,E,',E'
77,v,u,vu
78,g,b,gb
79,R,x,Rx
80,5,/,5/
81,A,V,AV
82,4,H\*,4H\*
83,z,},z}
84,^,@,^@
85,lf,j,lfj
86,?,N,?N
87,F,=,F=
88,<#Q,s,<#Qs
89,l,f,lf
90,H\,*,H\*
91,<,#Q,<#Q
92,#,Q,#Q
93,H,\,H\
