,left,right,combine
0,2?J('MGbz :9T|~@oWDpXNleU_K&B#d[y\H=SZC),"uPg$Orn0./j3*+xv8""hE}R^a]Y,F!t`6<>7q%IAsQVwm{k15i;Lf-4c","2?J('MGbz :9T|~@oWDpXNleU_K&B#d[y\H=SZC)uPg$Orn0./j3*+xv8""hE}R^a]Y,F!t`6<>7q%IAsQVwm{k15i;Lf-4c"
1,"uPg$Orn0./j3*+xv8""hE","}R^a]Y,F!t`6<>7q%IAsQVwm{k15i;Lf-4c","uPg$Orn0./j3*+xv8""hE}R^a]Y,F!t`6<>7q%IAsQVwm{k15i;Lf-4c"
2,2?J('MGbz :9T|~@oW,DpXNleU_K&B#d[y\H=SZC),2?J('MGbz :9T|~@oWDpXNleU_K&B#d[y\H=SZC)
3,"}R^a]Y,F!t`6<>7",q%IAsQVwm{k15i;Lf-4c,"}R^a]Y,F!t`6<>7q%IAsQVwm{k15i;Lf-4c"
4,uPg$Orn0./,"j3*+xv8""hE","uPg$Orn0./j3*+xv8""hE"
5,DpXNleU_K&,B#d[y\H=SZC),DpXNleU_K&B#d[y\H=SZC)
6,2?J('MGbz ,:9T|~@oW,2?J('MGbz :9T|~@oW
7,q%IAsQVw,m{k15i;Lf-4c,q%IAsQVwm{k15i;Lf-4c
8,"}R^a]Y,F",!t`6<>7,"}R^a]Y,F!t`6<>7"
9,j3*+x,"v8""hE","j3*+xv8""hE"
10,B#d[y\,H=SZC),B#d[y\H=SZC)
11,uPg$,Orn0./,uPg$Orn0./
12,DpXN,leU_K&,DpXNleU_K&
13,:9T|,~@oW,:9T|~@oW
14,2?J('M,Gbz ,2?J('MGbz 
15,m{k15i;L,f-4c,m{k15i;Lf-4c
16,q%IA,sQVw,q%IAsQVw
17,!t`6,<>7,!t`6<>7
18,}R^a,"]Y,F","}R^a]Y,F"
19,v8,"""hE","v8""hE"
20,B#d[,y\,B#d[y\
21,H=S,ZC),H=SZC)
22,j3,*+x,j3*+x
23,Orn0,./,Orn0./
24,uP,g$,uPg$
25,leU,_K&,leU_K&
26,Dp,XN,DpXN
27,~@,oW,~@oW
28,:9,T|,:9T|
29,Gbz, ,Gbz 
30,m{k,15i;L,m{k15i;L
31,sQ,Vw,sQVw
32,2?J(,'M,2?J('M
33,f-,4c,f-4c
34,q%,IA,q%IA
35,<>,7,<>7
36,]Y,",F","]Y,F"
37,!t,`6,!t`6
38,}R,^a,}R^a
39,"""",hE,"""hE"
40,v,8,v8
41,O,rn0,Orn0
42,g,$,g$
43,.,/,./
44,u,P,uP
45,H=,S,H=S
46,*+,x,*+x
47,_,K&,_K&
48,B,#d[,B#d[
49,ZC,),ZC)
50,y,\,y\
51,j,3,j3
52,l,eU,leU
53,:,9,:9
54,~,@,~@
55,D,p,Dp
56,o,W,oW
57,X,N,XN
58,T,|,T|
59,2?,J(,2?J(
60,1,5i;L,15i;L
61,m,{k,m{k
62,4,c,4c
63,s,Q,sQ
64,Gb,z,Gbz
65,V,w,Vw
66,',M,'M
67,f,-,f-
68,I,A,IA
69,q,%,q%
70,",",F,",F"
71,],Y,]Y
72,<,>,<>
73,^,a,^a
74,!,t,!t
75,`,6,`6
76,},R,}R
77,h,E,hE
78,Z,C,ZC
79,#,d[,#d[
80,rn,0,rn0
81,e,U,eU
82,K,&,K&
83,H,=,H=
84,*,+,*+
85,J,(,J(
86,2,?,2?
87,{,k,{k
88,5i;,L,5i;L
89,G,b,Gb
90,d,[,d[
91,r,n,rn
92,5,i;,5i;
93,i,;,i;
