,left,right,combine
0,"3kN=Se7 q?va}c:T/,nr9""fKsp*&ME46lj!JF|z1$",V;5]u`xh{Ug>~@yw20#(\)mODQZWXHB+^8%-_LYRCGP.<odAbiIt[',"3kN=Se7 q?va}c:T/,nr9""fKsp*&ME46lj!JF|z1$V;5]u`xh{Ug>~@yw20#(\)mODQZWXHB+^8%-_LYRCGP.<odAbiIt['"
1,V;5]u`xh{Ug>~@yw20#(\,)mODQZWXHB+^8%-_LYRCGP.<odAbiIt[',V;5]u`xh{Ug>~@yw20#(\)mODQZWXHB+^8%-_LYRCGP.<odAbiIt['
2,3kN=Se7 q?va}c:T,"/,nr9""fKsp*&ME46lj!JF|z1$","3kN=Se7 q?va}c:T/,nr9""fKsp*&ME46lj!JF|z1$"
3,)mODQZWXHB+^8%-_L,YRCGP.<odAbiIt[',)mODQZWXHB+^8%-_LYRCGP.<odAbiIt['
4,V;5]u`xh{Ug>,~@yw20#(\,V;5]u`xh{Ug>~@yw20#(\
5,"/,nr9""fKsp*&ME",46lj!JF|z1$,"/,nr9""fKsp*&ME46lj!JF|z1$"
6,3kN=Se7, q?va}c:T,3kN=Se7 q?va}c:T
7,YRCGP.,<odAbiIt[',YRCGP.<odAbiIt['
8,)mODQZWXH,B+^8%-_L,)mODQZWXHB+^8%-_L
9,~@yw,20#(\,~@yw20#(\
10,V;5]u`x,h{Ug>,V;5]u`xh{Ug>
11,"/,nr9""f",Ksp*&ME,"/,nr9""fKsp*&ME"
12,46lj!JF,|z1$,46lj!JF|z1$
13, q?,va}c:T, q?va}c:T
14,3kN=,Se7,3kN=Se7
15,<odAbi,It[',<odAbiIt['
16,)mODQ,ZWXH,)mODQZWXH
17,B+^8%,-_L,B+^8%-_L
18,YRC,GP.,YRCGP.
19,20,#(\,20#(\
20,~@,yw,~@yw
21,h{U,g>,h{Ug>
22,"/,nr","9""f","/,nr9""f"
23,46lj!,JF,46lj!JF
24,V;5],u`x,V;5]u`x
25,va},c:T,va}c:T
26,|z,1$,|z1$
27,Ksp*,&ME,Ksp*&ME
28, ,q?, q?
29,S,e7,Se7
30,It,[',It['
31,3k,N=,3kN=
32,<od,Abi,<odAbi
33,B+^8,%,B+^8%
34,YR,C,YRC
35,-_,L,-_L
36,)m,ODQ,)mODQ
37,ZWX,H,ZWXH
38,GP,.,GP.
39,#,(\,#(\
40,g,>,g>
41,y,w,yw
42,~,@,~@
43,2,0,20
44,h,{U,h{U
45,c:,T,c:T
46,v,a},va}
47,&,ME,&ME
48,46lj,!,46lj!
49,Ks,p*,Ksp*
50,1,$,1$
51,|,z,|z
52,J,F,JF
53,V;,5],V;5]
54,"9""",f,"9""f"
55,u`,x,u`x
56,"/,",nr,"/,nr"
57,q,?,q?
58,[,',['
59,3,k,3k
60,N,=,N=
61,I,t,It
62,e,7,e7
63,Ab,i,Abi
64,B+,^8,B+^8
65,),m,)m
66,(,\,(\
67,-,_,-_
68,<o,d,<od
69,G,P,GP
70,ZW,X,ZWX
71,O,DQ,ODQ
72,Y,R,YR
73,{,U,{U
74,n,r,nr
75,/,",","/,"
76,V,;,V;
77,p,*,p*
78,c,:,c:
79,a,},a}
80,u,`,u`
81,M,E,ME
82,5,],5]
83,4,6lj,46lj
84,9,"""","9"""
85,K,s,Ks
86,<,o,<o
87,Z,W,ZW
88,^,8,^8
89,A,b,Ab
90,D,Q,DQ
91,B,+,B+
92,6,lj,6lj
93,l,j,lj
