,left,right,combine
0,"y""*6bu:^P.$vBaXCeT~71<Sndp 0(\|ZLwJ=;4xN3","-FRM{!#[,koW2VHqEOmc>thrzIi'}K85+)]%QU9flG?_&A`@sg/YjD","y""*6bu:^P.$vBaXCeT~71<Sndp 0(\|ZLwJ=;4xN3-FRM{!#[,koW2VHqEOmc>thrzIi'}K85+)]%QU9flG?_&A`@sg/YjD"
1,"-FRM{!#[,koW2VHqEOmc>thr",zIi'}K85+)]%QU9flG?_&A`@sg/YjD,"-FRM{!#[,koW2VHqEOmc>thrzIi'}K85+)]%QU9flG?_&A`@sg/YjD"
2,"y""*6bu:^P.$vBaXCeT~71<",Sndp 0(\|ZLwJ=;4xN3,"y""*6bu:^P.$vBaXCeT~71<Sndp 0(\|ZLwJ=;4xN3"
3,zIi'}K85+)]%QU,9flG?_&A`@sg/YjD,zIi'}K85+)]%QU9flG?_&A`@sg/YjD
4,"-FRM{!#[,",koW2VHqEOmc>thr,"-FRM{!#[,koW2VHqEOmc>thr"
5,Sndp 0(,\|ZLwJ=;4xN3,Sndp 0(\|ZLwJ=;4xN3
6,"y""*6bu:^P.$vB",aXCeT~71<,"y""*6bu:^P.$vBaXCeT~71<"
7,9flG?_&A,`@sg/YjD,9flG?_&A`@sg/YjD
8,zIi'}K,85+)]%QU,zIi'}K85+)]%QU
9,koW2VHqE,Omc>thr,koW2VHqEOmc>thr
10,-FRM{,"!#[,","-FRM{!#[,"
11,\|ZLwJ,=;4xN3,\|ZLwJ=;4xN3
12,Sndp, 0(,Sndp 0(
13,aXCeT,~71<,aXCeT~71<
14,"y""*6bu:",^P.$vB,"y""*6bu:^P.$vB"
15,`@sg,/YjD,`@sg/YjD
16,9flG,?_&A,9flG?_&A
17,85+),]%QU,85+)]%QU
18,zIi,'}K,zIi'}K
19,Omc,>thr,Omc>thr
20,koW2,VHqE,koW2VHqE
21,!#,"[,","!#[,"
22,=;4,xN3,=;4xN3
23,-FR,M{,-FRM{
24,\|,ZLwJ,\|ZLwJ
25, ,0(, 0(
26,Sn,dp,Sndp
27,~7,1<,~71<
28,^P.,$vB,^P.$vB
29,"y""*6b",u:,"y""*6bu:"
30,aX,CeT,aXCeT
31,/Y,jD,/YjD
32,`@,sg,`@sg
33,?_,&A,?_&A
34,9f,lG,9flG
35,85,+),85+)
36,]%,QU,]%QU
37,',}K,'}K
38,zI,i,zIi
39,>t,hr,>thr
40,Om,c,Omc
41,VH,qE,VHqE
42,ko,W2,koW2
43,!,#,!#
44,[,",","[,"
45,xN,3,xN3
46,\,|,\|
47,=;,4,=;4
48,-F,R,-FR
49,M,{,M{
50,ZL,wJ,ZLwJ
51,0,(,0(
52,S,n,Sn
53,d,p,dp
54,1,<,1<
55,C,eT,CeT
56,~,7,~7
57,$v,B,$vB
58,^,P.,^P.
59,a,X,aX
60,j,D,jD
61,u,:,u:
62,"y""",*6b,"y""*6b"
63,s,g,sg
64,`,@,`@
65,&,A,&A
66,/,Y,/Y
67,?,_,?_
68,Q,U,QU
69,],%,]%
70,9,f,9f
71,+,),+)
72,8,5,85
73,l,G,lG
74,},K,}K
75,O,m,Om
76,q,E,qE
77,V,H,VH
78,z,I,zI
79,W,2,W2
80,h,r,hr
81,>,t,>t
82,k,o,ko
83,x,N,xN
84,=,;,=;
85,-,F,-F
86,w,J,wJ
87,Z,L,ZL
88,e,T,eT
89,P,.,P.
90,y,"""","y"""
91,$,v,$v
92,*6,b,*6b
93,*,6,*6
