,left,right,combine
0,"8nhY5ajB)(;v~#o&Nb\2Pr""]9_}!06H?DTI","'K7uQyFf1.%Aw4|l<>t$Jc3XLV= `[kxU{qdpeWE@Rm/+MZOSGCig-sz^,:*","8nhY5ajB)(;v~#o&Nb\2Pr""]9_}!06H?DTI'K7uQyFf1.%Aw4|l<>t$Jc3XLV= `[kxU{qdpeWE@Rm/+MZOSGCig-sz^,:*"
1,'K7uQyFf1.%Aw4|l<>t$J,"c3XLV= `[kxU{qdpeWE@Rm/+MZOSGCig-sz^,:*","'K7uQyFf1.%Aw4|l<>t$Jc3XLV= `[kxU{qdpeWE@Rm/+MZOSGCig-sz^,:*"
2,8nhY5ajB)(;v~#,"o&Nb\2Pr""]9_}!06H?DTI","8nhY5ajB)(;v~#o&Nb\2Pr""]9_}!06H?DTI"
3,c3XLV= `[kxU{qdpeW,"E@Rm/+MZOSGCig-sz^,:*","c3XLV= `[kxU{qdpeWE@Rm/+MZOSGCig-sz^,:*"
4,'K7uQyFf1.%,Aw4|l<>t$J,'K7uQyFf1.%Aw4|l<>t$J
5,"o&Nb\2Pr""]9_",}!06H?DTI,"o&Nb\2Pr""]9_}!06H?DTI"
6,8nhY5a,jB)(;v~#,8nhY5ajB)(;v~#
7,E@Rm/+MZO,"SGCig-sz^,:*","E@Rm/+MZOSGCig-sz^,:*"
8,c3XLV= ,`[kxU{qdpeW,c3XLV= `[kxU{qdpeW
9,Aw4|l,<>t$J,Aw4|l<>t$J
10,}!06,H?DTI,}!06H?DTI
11,'K7uQ,yFf1.%,'K7uQyFf1.%
12,o&Nb,"\2Pr""]9_","o&Nb\2Pr""]9_"
13,jB)(,;v~#,jB)(;v~#
14,8n,hY5a,8nhY5a
15,`[kxU{q,dpeW,`[kxU{qdpeW
16,E@Rm,/+MZO,E@Rm/+MZO
17,SGCig-s,"z^,:*","SGCig-sz^,:*"
18,c3X,LV= ,c3XLV= 
19,<>,t$J,<>t$J
20,yF,f1.%,yFf1.%
21,H?,DTI,H?DTI
22,Aw4,|l,Aw4|l
23,'K7,uQ,'K7uQ
24,\2Pr,"""]9_","\2Pr""]9_"
25,}!,06,}!06
26,o&,Nb,o&Nb
27,;v,~#,;v~#
28,jB,)(,jB)(
29,hY,5a,hY5a
30,8,n,8n
31,dp,eW,dpeW
32,E@,Rm,E@Rm
33,LV=, ,LV= 
34,/+,MZO,/+MZO
35,SGC,ig-s,SGCig-s
36,z,"^,:*","z^,:*"
37,`[k,xU{q,`[kxU{q
38,c,3X,c3X
39,<,>,<>
40,t$,J,t$J
41,"""]",9_,"""]9_"
42,},!,}!
43,u,Q,uQ
44,DT,I,DTI
45,y,F,yF
46,H,?,H?
47,\2,Pr,\2Pr
48,f1,.%,f1.%
49,0,6,06
50,|,l,|l
51,',K7,'K7
52,Aw,4,Aw4
53,N,b,Nb
54,;,v,;v
55,~,#,~#
56,j,B,jB
57,h,Y,hY
58,5,a,5a
59,),(,)(
60,o,&,o&
61,SG,C,SGC
62,M,ZO,MZO
63,3,X,3X
64,E,@,E@
65,LV,=,LV=
66,xU,{q,xU{q
67,ig-,s,ig-s
68,/,+,/+
69,d,p,dp
70,e,W,eW
71,`[,k,`[k
72,R,m,Rm
73,"^,",:*,"^,:*"
74,t,$,t$
75,"""",],"""]"
76,f,1,f1
77,P,r,Pr
78,9,_,9_
79,A,w,Aw
80,.,%,.%
81,\,2,\2
82,D,T,DT
83,K,7,K7
84,:,*,:*
85,x,U,xU
86,Z,O,ZO
87,`,[,`[
88,{,q,{q
89,^,",","^,"
90,S,G,SG
91,L,V,LV
92,ig,-,ig-
93,i,g,ig
