,left,right,combine
0,7KQ'M0RGyh=Frpx>Jvk-tbW^9HZN&LaS{~|_<O},".]X:C26E+P4T8e/!,B lwnufj\s"";Y%dI[giU)c5`D1oA#m*z(Vq@?3$","7KQ'M0RGyh=Frpx>Jvk-tbW^9HZN&LaS{~|_<O}.]X:C26E+P4T8e/!,B lwnufj\s"";Y%dI[giU)c5`D1oA#m*z(Vq@?3$"
1,".]X:C26E+P4T8e/!,B lwnu","fj\s"";Y%dI[giU)c5`D1oA#m*z(Vq@?3$",".]X:C26E+P4T8e/!,B lwnufj\s"";Y%dI[giU)c5`D1oA#m*z(Vq@?3$"
2,7KQ'M0RGyh=Frpx>Jvk,-tbW^9HZN&LaS{~|_<O},7KQ'M0RGyh=Frpx>Jvk-tbW^9HZN&LaS{~|_<O}
3,"fj\s"";Y%dI[giU)c",5`D1oA#m*z(Vq@?3$,"fj\s"";Y%dI[giU)c5`D1oA#m*z(Vq@?3$"
4,.]X:C26E+P4T,"8e/!,B lwnu",".]X:C26E+P4T8e/!,B lwnu"
5,-tbW^9HZ,N&LaS{~|_<O},-tbW^9HZN&LaS{~|_<O}
6,7KQ'M0RGy,h=Frpx>Jvk,7KQ'M0RGyh=Frpx>Jvk
7,5`D1oA#m,*z(Vq@?3$,5`D1oA#m*z(Vq@?3$
8,"fj\s"";",Y%dI[giU)c,"fj\s"";Y%dI[giU)c"
9,8e/!,",B lwnu","8e/!,B lwnu"
10,.]X:C,26E+P4T,.]X:C26E+P4T
11,N&La,S{~|_<O},N&LaS{~|_<O}
12,-tbW,^9HZ,-tbW^9HZ
13,h=Fr,px>Jvk,h=Frpx>Jvk
14,7KQ'M,0RGy,7KQ'M0RGy
15,*z(V,q@?3$,*z(Vq@?3$
16,5`D1,oA#m,5`D1oA#m
17,Y%dI[,giU)c,Y%dI[giU)c
18,",B ",lwnu,",B lwnu"
19,fj\,"s"";","fj\s"";"
20,8e,/!,8e/!
21,.],X:C,.]X:C
22,26E+,P4T,26E+P4T
23,S{~|_,<O},S{~|_<O}
24,^9,HZ,^9HZ
25,N&,La,N&La
26,-t,bW,-tbW
27,h=,Fr,h=Fr
28,0R,Gy,0RGy
29,px,>Jvk,px>Jvk
30,7,KQ'M,7KQ'M
31,q@,?3$,q@?3$
32,*z,(V,*z(V
33,5`,D1,5`D1
34,oA,#m,oA#m
35,gi,U)c,giU)c
36,l,wnu,lwnu
37,Y%,dI[,Y%dI[
38,"s""",;,"s"";"
39,f,j\,fj\
40,",B", ,",B "
41,/,!,/!
42,8,e,8e
43,.,],.]
44,26,E+,26E+
45,<O,},<O}
46,X:,C,X:C
47,P4,T,P4T
48,S,{~|_,S{~|_
49,L,a,La
50,^,9,^9
51,b,W,bW
52,H,Z,HZ
53,N,&,N&
54,-,t,-t
55,p,x,px
56,0,R,0R
57,KQ',M,KQ'M
58,F,r,Fr
59,>J,vk,>Jvk
60,h,=,h=
61,G,y,Gy
62,?,3$,?3$
63,5,`,5`
64,D,1,D1
65,(,V,(V
66,U),c,U)c
67,*,z,*z
68,o,A,oA
69,q,@,q@
70,#,m,#m
71,g,i,gi
72,j,\,j\
73,d,I[,dI[
74,s,"""","s"""
75,",",B,",B"
76,w,nu,wnu
77,Y,%,Y%
78,{~|,_,{~|_
79,E,+,E+
80,2,6,26
81,P,4,P4
82,X,:,X:
83,<,O,<O
84,>,J,>J
85,v,k,vk
86,3,$,3$
87,K,Q',KQ'
88,U,),U)
89,n,u,nu
90,I,[,I[
91,{,~|,{~|
92,Q,',Q'
93,~,|,~|
