,left,right,combine
0,"u'Pj5#R~-""dgVH$:^l _S`8}M6!b?s|YDN3<\EI","TiLwGcU@)n/*ea(>y+=Bor{fKAzt7Xq,xF1hQC%O[2m];4vk&Z90J.pW","u'Pj5#R~-""dgVH$:^l _S`8}M6!b?s|YDN3<\EITiLwGcU@)n/*ea(>y+=Bor{fKAzt7Xq,xF1hQC%O[2m];4vk&Z90J.pW"
1,TiLwGcU@)n/*ea(>y+=Bor{f,"KAzt7Xq,xF1hQC%O[2m];4vk&Z90J.pW","TiLwGcU@)n/*ea(>y+=Bor{fKAzt7Xq,xF1hQC%O[2m];4vk&Z90J.pW"
2,"u'Pj5#R~-""dgVH$:^l _S",`8}M6!b?s|YDN3<\EI,"u'Pj5#R~-""dgVH$:^l _S`8}M6!b?s|YDN3<\EI"
3,"KAzt7Xq,xF1hQC",%O[2m];4vk&Z90J.pW,"KAzt7Xq,xF1hQC%O[2m];4vk&Z90J.pW"
4,TiLwGcU@)n/*ea,(>y+=Bor{f,TiLwGcU@)n/*ea(>y+=Bor{f
5,`8}M6!b?,s|YDN3<\EI,`8}M6!b?s|YDN3<\EI
6,"u'Pj5#R~-""d",gVH$:^l _S,"u'Pj5#R~-""dgVH$:^l _S"
7,%O[2m];4,vk&Z90J.pW,%O[2m];4vk&Z90J.pW
8,KAzt7X,"q,xF1hQC","KAzt7Xq,xF1hQC"
9,(>y+=B,or{f,(>y+=Bor{f
10,TiLwGcU@)n,/*ea,TiLwGcU@)n/*ea
11,s|YD,N3<\EI,s|YDN3<\EI
12,`8}M,6!b?,`8}M6!b?
13,gVH$:^,l _S,gVH$:^l _S
14,u'Pj5,"#R~-""d","u'Pj5#R~-""d"
15,vk&Z,90J.pW,vk&Z90J.pW
16,"q,xF",1hQC,"q,xF1hQC"
17,%O[2,m];4,%O[2m];4
18,KAz,t7X,KAzt7X
19,or,{f,or{f
20,/*,ea,/*ea
21,TiLwGc,U@)n,TiLwGcU@)n
22,(>,y+=B,(>y+=B
23,N3<\,EI,N3<\EI
24,`8,}M,`8}M
25,s|,YD,s|YD
26,6!,b?,6!b?
27,l ,_S,l _S
28,u'P,j5,u'Pj5
29,gVH,$:^,gVH$:^
30,#R~,"-""d","#R~-""d"
31,90,J.pW,90J.pW
32,v,k&Z,vk&Z
33,t7,X,t7X
34,"q,",xF,"q,xF"
35,m],;4,m];4
36,%O,[2,%O[2
37,1h,QC,1hQC
38,K,Az,KAz
39,{,f,{f
40,o,r,or
41,E,I,EI
42,y,+=B,y+=B
43,TiL,wGc,TiLwGc
44,/,*,/*
45,U,@)n,U@)n
46,N3<,\,N3<\
47,e,a,ea
48,(,>,(>
49,s,|,s|
50,_,S,_S
51,Y,D,YD
52,b,?,b?
53,6,!,6!
54,`,8,`8
55,},M,}M
56,u',P,u'P
57,l, ,l 
58,j,5,j5
59,"-""",d,"-""d"
60,$:,^,$:^
61,g,VH,gVH
62,k&,Z,k&Z
63,#R,~,#R~
64,9,0,90
65,J,.pW,J.pW
66,x,F,xF
67,m,],m]
68,A,z,Az
69,[,2,[2
70,q,",","q,"
71,t,7,t7
72,%,O,%O
73,1,h,1h
74,Q,C,QC
75,;,4,;4
76,@,)n,@)n
77,wG,c,wGc
78,+,=B,+=B
79,Ti,L,TiL
80,N,3<,N3<
81,$,:,$:
82,V,H,VH
83,k,&,k&
84,u,',u'
85,#,R,#R
86,.,pW,.pW
87,-,"""","-"""
88,3,<,3<
89,=,B,=B
90,w,G,wG
91,),n,)n
92,T,i,Ti
93,p,W,pW
