,left,right,combine
0,"*dc0^?oLm,C/t.8_:@$ig1]~VTrhB'Pn3qNfFAEk6y>KU5!a","R<HIl=wpusX""M &}Qx\{%4DGZb(JO#`[ev)j-W;7+z9|Y2S","*dc0^?oLm,C/t.8_:@$ig1]~VTrhB'Pn3qNfFAEk6y>KU5!aR<HIl=wpusX""M &}Qx\{%4DGZb(JO#`[ev)j-W;7+z9|Y2S"
1,"R<HIl=wpusX""M &}Qx\{%",4DGZb(JO#`[ev)j-W;7+z9|Y2S,"R<HIl=wpusX""M &}Qx\{%4DGZb(JO#`[ev)j-W;7+z9|Y2S"
2,"*dc0^?oLm,C/t.8_:@$ig1]~",VTrhB'Pn3qNfFAEk6y>KU5!a,"*dc0^?oLm,C/t.8_:@$ig1]~VTrhB'Pn3qNfFAEk6y>KU5!a"
3,4DGZb(JO#`[ev,)j-W;7+z9|Y2S,4DGZb(JO#`[ev)j-W;7+z9|Y2S
4,"R<HIl=wpusX""M &}",Qx\{%,"R<HIl=wpusX""M &}Qx\{%"
5,VTrhB'Pn3qNf,FAEk6y>KU5!a,VTrhB'Pn3qNfFAEk6y>KU5!a
6,*dc0^?oL,"m,C/t.8_:@$ig1]~","*dc0^?oLm,C/t.8_:@$ig1]~"
7,)j-W;7,+z9|Y2S,)j-W;7+z9|Y2S
8,4DGZb(,JO#`[ev,4DGZb(JO#`[ev
9,Qx\,{%,Qx\{%
10,"m,C/t.",8_:@$ig1]~,"m,C/t.8_:@$ig1]~"
11,VTrhB,'Pn3qNf,VTrhB'Pn3qNf
12,FAEk6,y>KU5!a,FAEk6y>KU5!a
13,R<HIl=wp,"usX""M &}","R<HIl=wpusX""M &}"
14,JO#`,[ev,JO#`[ev
15,)j-,W;7,)j-W;7
16,+z9,|Y2S,+z9|Y2S
17,*dc0,^?oL,*dc0^?oL
18,4D,GZb(,4DGZb(
19,{,%,{%
20,y>KU,5!a,y>KU5!a
21,'Pn3,qNf,'Pn3qNf
22,Q,x\,Qx\
23,R<HI,l=wp,R<HIl=wp
24,"m,",C/t.,"m,C/t."
25,8_:@$ig,1]~,8_:@$ig1]~
26,FA,Ek6,FAEk6
27,VT,rhB,VTrhB
28,"usX""M", &},"usX""M &}"
29,+,z9,+z9
30,GZ,b(,GZb(
31,),j-,)j-
32,|Y,2S,|Y2S
33,*d,c0,*dc0
34,JO,#`,JO#`
35,W;,7,W;7
36,^?,oL,^?oL
37,[,ev,[ev
38,4,D,4D
39,y>K,U,y>KU
40,V,T,VT
41, ,&}, &}
42,F,A,FA
43,'Pn,3,'Pn3
44,l=,wp,l=wp
45,E,k6,Ek6
46,C/,t.,C/t.
47,rh,B,rhB
48,qN,f,qNf
49,R<,HI,R<HI
50,x,\,x\
51,m,",","m,"
52,1],~,1]~
53,5!,a,5!a
54,us,"X""M","usX""M"
55,8_:,@$ig,8_:@$ig
56,j,-,j-
57,|,Y,|Y
58,o,L,oL
59,2,S,2S
60,e,v,ev
61,G,Z,GZ
62,#,`,#`
63,b,(,b(
64,*,d,*d
65,J,O,JO
66,^,?,^?
67,W,;,W;
68,z,9,z9
69,c,0,c0
70,R,<,R<
71,q,N,qN
72,8,_:,8_:
73,&,},&}
74,t,.,t.
75,"X""",M,"X""M"
76,H,I,HI
77,k,6,k6
78,u,s,us
79,l,=,l=
80,C,/,C/
81,r,h,rh
82,5,!,5!
83,y,>K,y>K
84,1,],1]
85,w,p,wp
86,',Pn,'Pn
87,@$,ig,@$ig
88,@,$,@$
89,P,n,Pn
90,i,g,ig
91,_,:,_:
92,>,K,>K
93,X,"""","X"""
