,left,right,combine
0,"`4y%tbj|Q/w)56eBX}okl8mdh{.W'p""\NrPH9SE","K>J~;RgC=zV!(cA?2<&Gi^Du1fM*F0LO[3Is:vq#-@7 a$YZ]nU+,T_x","`4y%tbj|Q/w)56eBX}okl8mdh{.W'p""\NrPH9SEK>J~;RgC=zV!(cA?2<&Gi^Du1fM*F0LO[3Is:vq#-@7 a$YZ]nU+,T_x"
1,K>J~;RgC=zV!(cA?2<&Gi^Du1,"fM*F0LO[3Is:vq#-@7 a$YZ]nU+,T_x","K>J~;RgC=zV!(cA?2<&Gi^Du1fM*F0LO[3Is:vq#-@7 a$YZ]nU+,T_x"
2,`4y%tbj|Q/w)56eBX,"}okl8mdh{.W'p""\NrPH9SE","`4y%tbj|Q/w)56eBX}okl8mdh{.W'p""\NrPH9SE"
3,fM*F0LO[3Is:vq,"#-@7 a$YZ]nU+,T_x","fM*F0LO[3Is:vq#-@7 a$YZ]nU+,T_x"
4,K>J~;RgC=z,V!(cA?2<&Gi^Du1,K>J~;RgC=zV!(cA?2<&Gi^Du1
5,}okl8mdh{.W,"'p""\NrPH9SE","}okl8mdh{.W'p""\NrPH9SE"
6,`4y%tbj|,Q/w)56eBX,`4y%tbj|Q/w)56eBX
7,#-@7 a$,"YZ]nU+,T_x","#-@7 a$YZ]nU+,T_x"
8,fM*F0L,O[3Is:vq,fM*F0LO[3Is:vq
9,V!(cA?2,<&Gi^Du1,V!(cA?2<&Gi^Du1
10,K>J~;,RgC=z,K>J~;RgC=z
11,"'p""\",NrPH9SE,"'p""\NrPH9SE"
12,}okl8md,h{.W,}okl8mdh{.W
13,Q/w),56eBX,Q/w)56eBX
14,`4y%,tbj|,`4y%tbj|
15,YZ]nU,"+,T_x","YZ]nU+,T_x"
16,O[3,Is:vq,O[3Is:vq
17,#-@7, a$,#-@7 a$
18,fM*,F0L,fM*F0L
19,V!(c,A?2,V!(cA?2
20,<&G,i^Du1,<&Gi^Du1
21,Rg,C=z,RgC=z
22,NrP,H9SE,NrPH9SE
23,K>,J~;,K>J~;
24,'p,"""\","'p""\"
25,h{,.W,h{.W
26,}okl8,md,}okl8md
27,Q/,w),Q/w)
28,56,eBX,56eBX
29,tb,j|,tbj|
30,"+,",T_x,"+,T_x"
31,`4,y%,`4y%
32, ,a$, a$
33,O,[3,O[3
34,Is:,vq,Is:vq
35,F,0L,F0L
36,#-,@7,#-@7
37,YZ],nU,YZ]nU
38,f,M*,fM*
39,<,&G,<&G
40,V!,(c,V!(c
41,i^,Du1,i^Du1
42,A?,2,A?2
43,C=,z,C=z
44,J,~;,J~;
45,Nr,P,NrP
46,R,g,Rg
47,H9,SE,H9SE
48,K,>,K>
49,"""",\,"""\"
50,',p,'p
51,m,d,md
52,.,W,.W
53,h,{,h{
54,}okl,8,}okl8
55,w,),w)
56,5,6,56
57,Q,/,Q/
58,eB,X,eBX
59,j,|,j|
60,T_,x,T_x
61,`,4,`4
62,+,",","+,"
63,y,%,y%
64,t,b,tb
65,@,7,@7
66,0,L,0L
67,[,3,[3
68,n,U,nU
69,Is,:,Is:
70,#,-,#-
71,a,$,a$
72,v,q,vq
73,Y,Z],YZ]
74,M,*,M*
75,V,!,V!
76,Du,1,Du1
77,A,?,A?
78,&,G,&G
79,(,c,(c
80,i,^,i^
81,C,=,C=
82,~,;,~;
83,S,E,SE
84,N,r,Nr
85,H,9,H9
86,e,B,eB
87,}ok,l,}okl
88,T,_,T_
89,Z,],Z]
90,I,s,Is
91,D,u,Du
92,},ok,}ok
93,o,k,ok
