,left,right,combine
0,HFz4;RBL5KTs2}c +/|]~j:*u=$n.6Opg8UIAe9(,"1>#-omx@3q<f0ZrWVSNwtY{`7Pi&DEkG!vQ),'M""h[al^XC%d\J?_yb","HFz4;RBL5KTs2}c +/|]~j:*u=$n.6Opg8UIAe9(1>#-omx@3q<f0ZrWVSNwtY{`7Pi&DEkG!vQ),'M""h[al^XC%d\J?_yb"
1,1>#-omx@3q<f0ZrWVSNwtY{`,"7Pi&DEkG!vQ),'M""h[al^XC%d\J?_yb","1>#-omx@3q<f0ZrWVSNwtY{`7Pi&DEkG!vQ),'M""h[al^XC%d\J?_yb"
2,HFz4;RBL5KTs2}c +/|],~j:*u=$n.6Opg8UIAe9(,HFz4;RBL5KTs2}c +/|]~j:*u=$n.6Opg8UIAe9(
3,"7Pi&DEkG!vQ),'","M""h[al^XC%d\J?_yb","7Pi&DEkG!vQ),'M""h[al^XC%d\J?_yb"
4,1>#-omx@,3q<f0ZrWVSNwtY{`,1>#-omx@3q<f0ZrWVSNwtY{`
5,~j:*u=$n.,6Opg8UIAe9(,~j:*u=$n.6Opg8UIAe9(
6,HFz4;RBL5KTs,2}c +/|],HFz4;RBL5KTs2}c +/|]
7,"M""h[al^",XC%d\J?_yb,"M""h[al^XC%d\J?_yb"
8,7Pi&DEk,"G!vQ),'","7Pi&DEkG!vQ),'"
9,3q<f0ZrWV,SNwtY{`,3q<f0ZrWVSNwtY{`
10,1>#-,omx@,1>#-omx@
11,6Opg,8UIAe9(,6Opg8UIAe9(
12,~j:*,u=$n.,~j:*u=$n.
13,2}c ,+/|],2}c +/|]
14,HFz4;RBL,5KTs,HFz4;RBL5KTs
15,XC%d\,J?_yb,XC%d\J?_yb
16,7Pi,&DEk,7Pi&DEk
17,G!vQ,"),'","G!vQ),'"
18,"M""h",[al^,"M""h[al^"
19,SNwt,Y{`,SNwtY{`
20,3q<f0,ZrWV,3q<f0ZrWV
21,om,x@,omx@
22,1>,#-,1>#-
23,8UIAe,9(,8UIAe9(
24,6O,pg,6Opg
25,u=,$n.,u=$n.
26,+/,|],+/|]
27,~j,:*,~j:*
28,2}c, ,2}c 
29,HFz,4;RBL,HFz4;RBL
30,5K,Ts,5KTs
31,J?,_yb,J?_yb
32,XC%,d\,XC%d\
33,"),",',"),'"
34,[a,l^,[al^
35,Y{,`,Y{`
36,M,"""h","M""h"
37,G!,vQ,G!vQ
38,7,Pi,7Pi
39,&D,Ek,&DEk
40,SN,wt,SNwt
41,Zr,WV,ZrWV
42,3q,<f0,3q<f0
43,x,@,x@
44,9,(,9(
45,#,-,#-
46,1,>,1>
47,o,m,om
48,8UI,Ae,8UIAe
49,u,=,u=
50,6,O,6O
51,p,g,pg
52,$n,.,$n.
53,|,],|]
54,+,/,+/
55,~,j,~j
56,:,*,:*
57,T,s,Ts
58,5,K,5K
59,_y,b,_yb
60,4,;RBL,4;RBL
61,J,?,J?
62,d,\,d\
63,HF,z,HFz
64,2,}c,2}c
65,X,C%,XC%
66,l,^,l^
67,Y,{,Y{
68,P,i,Pi
69,G,!,G!
70,w,t,wt
71,v,Q,vQ
72,E,k,Ek
73,[,a,[a
74,),",","),"
75,&,D,&D
76,"""",h,"""h"
77,S,N,SN
78,W,V,WV
79,Z,r,Zr
80,<,f0,<f0
81,3,q,3q
82,A,e,Ae
83,$,n,$n
84,8U,I,8UI
85,C,%,C%
86,_,y,_y
87,},c,}c
88,;,RBL,;RBL
89,H,F,HF
90,f,0,f0
91,8,U,8U
92,RB,L,RBL
93,R,B,RB
