,left,right,combine
0,"=?\w{H+bVf#~&7ZeX45""d6>'0R]Y^G;O)m8:zvtTQjB",",ag/lNE A@|.nsPi2cxSIrM9D3Fqh%-$<}oU`kW![Cyp_J(*u1KL","=?\w{H+bVf#~&7ZeX45""d6>'0R]Y^G;O)m8:zvtTQjB,ag/lNE A@|.nsPi2cxSIrM9D3Fqh%-$<}oU`kW![Cyp_J(*u1KL"
1,",ag/lNE A@|.nsPi2cxSI",rM9D3Fqh%-$<}oU`kW![Cyp_J(*u1KL,",ag/lNE A@|.nsPi2cxSIrM9D3Fqh%-$<}oU`kW![Cyp_J(*u1KL"
2,"=?\w{H+bVf#~&7ZeX45""d6",>'0R]Y^G;O)m8:zvtTQjB,"=?\w{H+bVf#~&7ZeX45""d6>'0R]Y^G;O)m8:zvtTQjB"
3,rM9D3Fqh%-$<}o,U`kW![Cyp_J(*u1KL,rM9D3Fqh%-$<}oU`kW![Cyp_J(*u1KL
4,",ag/lNE A@",|.nsPi2cxSI,",ag/lNE A@|.nsPi2cxSI"
5,>'0R]Y^G;O),m8:zvtTQjB,>'0R]Y^G;O)m8:zvtTQjB
6,=?\w{H+bVf#~,"&7ZeX45""d6","=?\w{H+bVf#~&7ZeX45""d6"
7,U`kW![Cy,p_J(*u1KL,U`kW![Cyp_J(*u1KL
8,rM9D3Fq,h%-$<}o,rM9D3Fqh%-$<}o
9,|.nsP,i2cxSI,|.nsPi2cxSI
10,",ag/lNE", A@,",ag/lNE A@"
11,m8:zv,tTQjB,m8:zvtTQjB
12,>'0R]Y^,G;O),>'0R]Y^G;O)
13,&7Ze,"X45""d6","&7ZeX45""d6"
14,=?\w{,H+bVf#~,=?\w{H+bVf#~
15,p_J(*,u1KL,p_J(*u1KL
16,U`kW,![Cy,U`kW![Cy
17,h%-,$<}o,h%-$<}o
18,i2c,xSI,i2cxSI
19,rM9,D3Fq,rM9D3Fq
20,|.,nsP,|.nsP
21, ,A@, A@
22,",ag",/lNE,",ag/lNE"
23,tT,QjB,tTQjB
24,m8:,zv,m8:zv
25,G;,O),G;O)
26,>',0R]Y^,>'0R]Y^
27,X45,"""d6","X45""d6"
28,&7,Ze,&7Ze
29,H+b,Vf#~,H+bVf#~
30,=,?\w{,=?\w{
31,u1,KL,u1KL
32,p_J,(*,p_J(*
33,![,Cy,![Cy
34,U`,kW,U`kW
35,$<,}o,$<}o
36,h%,-,h%-
37,rM,9,rM9
38,D3,Fq,D3Fq
39,i,2c,i2c
40,xS,I,xSI
41,ns,P,nsP
42,|,.,|.
43,A,@,A@
44,m,8:,m8:
45,Qj,B,QjB
46,z,v,zv
47,/lN,E,/lNE
48,t,T,tT
49,",",ag,",ag"
50,O,),O)
51,G,;,G;
52,0,R]Y^,0R]Y^
53,>,',>'
54,X,45,X45
55,Vf,#~,Vf#~
56,?\w,{,?\w{
57,"""",d6,"""d6"
58,&,7,&7
59,H+,b,H+b
60,Z,e,Ze
61,K,L,KL
62,U,`,U`
63,(,*,(*
64,p,_J,p_J
65,$,<,$<
66,},o,}o
67,u,1,u1
68,k,W,kW
69,C,y,Cy
70,!,[,![
71,r,M,rM
72,x,S,xS
73,D,3,D3
74,F,q,Fq
75,h,%,h%
76,2,c,2c
77,n,s,ns
78,8,:,8:
79,Q,j,Qj
80,/l,N,/lN
81,a,g,ag
82,R]Y,^,R]Y^
83,H,+,H+
84,4,5,45
85,d,6,d6
86,#,~,#~
87,V,f,Vf
88,?,\w,?\w
89,_,J,_J
90,/,l,/l
91,\,w,\w
92,R],Y,R]Y
93,R,],R]
