,left,right,combine
0,"t2UjrOJhH?0V7gT:[noP,~Xk_f^.eGY$|]4","q*Fa)`{RB&zN=xw>dM6A+%Eu91ILv!'Z(""} 53cCSQsb;iDK-pm@W<ly8#/\","t2UjrOJhH?0V7gT:[noP,~Xk_f^.eGY$|]4q*Fa)`{RB&zN=xw>dM6A+%Eu91ILv!'Z(""} 53cCSQsb;iDK-pm@W<ly8#/\"
1,q*Fa)`{RB&zN=xw>dM6A+%Eu,"91ILv!'Z(""} 53cCSQsb;iDK-pm@W<ly8#/\","q*Fa)`{RB&zN=xw>dM6A+%Eu91ILv!'Z(""} 53cCSQsb;iDK-pm@W<ly8#/\"
2,t2UjrOJhH?0V7gT:[,"noP,~Xk_f^.eGY$|]4","t2UjrOJhH?0V7gT:[noP,~Xk_f^.eGY$|]4"
3,"91ILv!'Z(""} ",53cCSQsb;iDK-pm@W<ly8#/\,"91ILv!'Z(""} 53cCSQsb;iDK-pm@W<ly8#/\"
4,q*Fa)`{RB&zN,=xw>dM6A+%Eu,q*Fa)`{RB&zN=xw>dM6A+%Eu
5,"noP,~Xk_",f^.eGY$|]4,"noP,~Xk_f^.eGY$|]4"
6,t2UjrOJhH?0,V7gT:[,t2UjrOJhH?0V7gT:[
7,53cCSQsb;iDK,-pm@W<ly8#/\,53cCSQsb;iDK-pm@W<ly8#/\
8,91IL,"v!'Z(""} ","91ILv!'Z(""} "
9,q*Fa)`{R,B&zN,q*Fa)`{RB&zN
10,=xw>dM,6A+%Eu,=xw>dM6A+%Eu
11,f^.eG,Y$|]4,f^.eGY$|]4
12,"noP,",~Xk_,"noP,~Xk_"
13,V7g,T:[,V7gT:[
14,v!'Z,"(""} ","v!'Z(""} "
15,53cCSQ,sb;iDK,53cCSQsb;iDK
16,-pm@W<l,y8#/\,-pm@W<ly8#/\
17,t2Uj,rOJhH?0,t2UjrOJhH?0
18,91,IL,91IL
19,6A+,%Eu,6A+%Eu
20,=xw>,dM,=xw>dM
21,B&,zN,B&zN
22,q*Fa,)`{R,q*Fa)`{R
23,Y$,|]4,Y$|]4
24,no,"P,","noP,"
25,f^,.eG,f^.eG
26,~X,k_,~Xk_
27,T:,[,T:[
28,53,cCSQ,53cCSQ
29,"(""",} ,"(""} "
30,V,7g,V7g
31,t2U,j,t2Uj
32,y8,#/\,y8#/\
33,v!,'Z,v!'Z
34,-pm@,W<l,-pm@W<l
35,s,b;iDK,sb;iDK
36,r,OJhH?0,rOJhH?0
37,I,L,IL
38,9,1,91
39,d,M,dM
40,=x,w>,=xw>
41,q*,Fa,q*Fa
42,)`,{R,)`{R
43,%,Eu,%Eu
44,6,A+,6A+
45,z,N,zN
46,|],4,|]4
47,B,&,B&
48,Y,$,Y$
49,.,eG,.eG
50,n,o,no
51,f,^,f^
52,P,",","P,"
53,~,X,~X
54,k,_,k_
55,W<,l,W<l
56,v,!,v!
57,7,g,7g
58,-pm,@,-pm@
59,}, ,} 
60,c,CSQ,cCSQ
61,y,8,y8
62,T,:,T:
63,(,"""","("""
64,t2,U,t2U
65,#,/\,#/\
66,5,3,53
67,OJh,H?0,OJhH?0
68,b;i,DK,b;iDK
69,',Z,'Z
70,),`,)`
71,w,>,w>
72,F,a,Fa
73,q,*,q*
74,{,R,{R
75,E,u,Eu
76,=,x,=x
77,A,+,A+
78,|,],|]
79,e,G,eG
80,W,<,W<
81,/,\,/\
82,H?,0,H?0
83,-,pm,-pm
84,b;,i,b;i
85,t,2,t2
86,CS,Q,CSQ
87,D,K,DK
88,OJ,h,OJh
89,O,J,OJ
90,p,m,pm
91,b,;,b;
92,H,?,H?
93,C,S,CS
